reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_404_Q72617890_CA1_1,404_Q72617890_CA1,"Kirknewton","https://www.northumberlandnationalpark.org.uk/planning/planning-permission/listed-building-conservation-areas/","https://www.northumberlandnationalpark.org.uk/wp-content/uploads/2021/03/Kirknewton-Conservation-Area-Appraisal-FINAL.pdf",area-appraisal,"Best Map is shown on page 5 of the appraisal document. ",,,
