reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_119_EDE_CA1_1,119_EDE_CA1,"Axminster","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/555858/axminstercaa.pdf",area-appraisal,"Best Map is shown on page 25 of the appraisal document. ",,,
D_119_EDE_CA2_1,119_EDE_CA2,"Beer","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/555889/beerca.pdf",area-appraisal,"Best Map is shown on page 19 of the appraisal document. ",,,
D_119_EDE_CA3_1,119_EDE_CA3,"Bickwell Valley","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/561001/Bickwell-Valley.pdf",area-appraisal,"Best Map is shown on page 8 of the appraisal document. ",,,
D_119_EDE_CA4_1,119_EDE_CA4,"Brampford Speke","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/555892/bramspekeca.pdf",area-appraisal,"Best Map is shown on page 12 of the appraisal document. ",,,
D_119_EDE_CA5_1,119_EDE_CA5,"Broadclyst","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/555895/broadclystca.pdf",area-appraisal,"Best Map is shown on page 14 of the appraisal document. ",,,
D_119_EDE_CA6_1,119_EDE_CA6,"Broadhembury","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/555898/broadhemca.pdf",area-appraisal,"Best Map is shown on page 15 of the appraisal document. ",,,
D_119_EDE_CA7_1,119_EDE_CA7,"Budleigh Salterton","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/555929/plg-cons-bs.pdf",area-appraisal,"Extra documents are available. ",,,
D_119_EDE_CA7_2,119_EDE_CA7,"Budleigh Salterton","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/",https://eastdevon.gov.uk/media/555932/plg-cons-bsmap1.pdf,area-map,"Extra documents are available. ",,,
D_119_EDE_CA8_1,119_EDE_CA8,"Chardstock","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/556258/chardstockca.pdf",area-appraisal,"Best Map is shown on page 18 of the appraisal document. ",,,
D_119_EDE_CA9_1,119_EDE_CA9,"Cloyton","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/563116/colytoncaa.pdf",area-appraisal,"Best Map is shown on page 25 of the appraisal document. ",,,
D_119_EDE_CA10_1,119_EDE_CA10,"Colyford","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/556261/colyfordcaa.pdf",area-appraisal,"Best Map is shown on page 18 of the appraisal document. ",,,
D_119_EDE_CA11_1,119_EDE_CA11,"Combpyne Rousdon","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","Appraisal in progress",area-appraisal,"",,,
D_119_EDE_CA12_1,119_EDE_CA12,"Dunkeswell","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/556578/dunkeswell_-_caa.pdf",area-appraisal,"Extra documents are available. ",,,
D_119_EDE_CA12_2,119_EDE_CA12,"Dunkeswell","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/",https://eastdevon.gov.uk/media/556584/dunkeswellmap1.pdf,area-map,"Extra documents are available. ",,,
D_119_EDE_CA13_1,119_EDE_CA13,"East Budleigh Conservation Area Appraisal Review and Management Plan 2020","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/3721722/east-budleigh-conservation-area-appraisal-review-and-management-plan-2020.pdf",area-appraisal,"Best Map is shown on page 39 of the appraisal document. ",,,
D_119_EDE_CA14_1,119_EDE_CA14,"Exmouth (Conservation Area Appraisal)","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/1459811/Exmouth-1-.pdf",area-appraisal,"Extra documents are available. ",,,
D_119_EDE_CA15_1,119_EDE_CA15,"Exmouth - Albion Street & Windsor Square","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","No Appraisal document",area-appraisal,"Extra documents are available. ",,,
D_119_EDE_CA16_1,119_EDE_CA16,"Exmouth - Bicton Street","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","No Appraisal document",area-appraisal,"Extra documents are available. ",,,
D_119_EDE_CA17_1,119_EDE_CA17,"Exmouth - Louisa Terrace & The Beacon","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","No Appraisal document",area-appraisal,"Extra documents are available. ",,,
D_119_EDE_CA18_1,119_EDE_CA18,"Gittisham","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/560801/gittishamcaa.pdf",area-appraisal,"Best Map is shown on page 16 of the appraisal document. ",,,
D_119_EDE_CA19_1,119_EDE_CA19,"Honiton","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/560777/honitoncaa.pdf",area-appraisal,"Best Map is shown on page 28 of the appraisal document. ",,,
D_119_EDE_CA20_1,119_EDE_CA20,"Kilmington","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/560780/kilmingtonca.pdf",area-appraisal,"Best Map is shown on page 18 of the appraisal document. ",,,
D_119_EDE_CA21_1,119_EDE_CA21,"Lympstone","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/","https://eastdevon.gov.uk/media/561049/lympstoneca.pdf",area-appraisal,"Extra documents are available. ",,,
