reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_256_PRE_CA1_1,256_PRE_CA1,"Ashton","https://www.preston.gov.uk/article/1098/Conservation-Areas","https://www.preston.gov.uk/media/677/Ashton-conservation-area-character-appraisal/pdf/Appendix-Ashton-Conservation-Area-Character-Appraisal.pdf?m=1557743191097",area-appraisal,"",,,
D_256_PRE_CA1_2,256_PRE_CA1,"Ashton","https://www.preston.gov.uk/article/1098/Conservation-Areas",https://www.preston.gov.uk/media/676/Ashton-conservation-area-boundary-plan/pdf/Ashton-boundary-plan.pdf?m=1557743134177,area-map,"",,,
D_256_PRE_CA2_1,256_PRE_CA2,"Avenham","https://www.preston.gov.uk/article/1098/Conservation-Areas","https://www.preston.gov.uk/media/678/Avenham-conservation-area-appraisal/pdf/Avenham-Conservation-Area-Appraisal.pdf?m=1557752135677",area-appraisal,"",,,
D_256_PRE_CA2_2,256_PRE_CA2,"Avenham","https://www.preston.gov.uk/article/1098/Conservation-Areas",https://www.preston.gov.uk/media/679/Avenham-Conservation-Area-map/pdf/Avenham-Conservation-Area-Boundary-Plan.pdf?m=1557752393523,area-map,"",,,
D_256_PRE_CA3_1,256_PRE_CA3,"Deepdale Enclosure","https://www.preston.gov.uk/article/1098/Conservation-Areas","https://www.preston.gov.uk/media/681/Deepdale-Enclosure-Conservation-area-appraisal/pdf/4-Deepdale-Enclosure-Conservation-Area-Appraisal-Revised-Draft-For-Consultation-Oct-2016.pdf?m=1557753724507",area-appraisal,"Best Map is shown on page 11 of the appraisal document. ",,,
D_256_PRE_CA4_1,256_PRE_CA4,"Fishergate Hill conservation area","https://www.preston.gov.uk/article/1098/Conservation-Areas","https://www.preston.gov.uk/media/692/Fishergate-Hill-Conservation-area-character-appraisal/pdf/Fishergate-Hill-Conservation-Area-Appraisal.pdf?m=1557755010217",area-appraisal,"Best Map is shown on page 18 of the appraisal document. ",,,
D_256_PRE_CA5_1,256_PRE_CA5,"Fulwood","https://www.preston.gov.uk/article/1098/Conservation-Areas","https://www.preston.gov.uk/media/697/Fulwood-Conservation-area-appraisal/pdf/Fulwood-Conservation-Area-AppraisalV2.pdf?m=1557757145733",area-appraisal,"",,,
D_256_PRE_CA5_2,256_PRE_CA5,"Fulwood","https://www.preston.gov.uk/article/1098/Conservation-Areas",https://www.preston.gov.uk/media/701/Fulwood-Conservation-Area-boundary-map/pdf/Fulwood-Conservation-Area_map.pdf?m=1557757322217,area-map,"",,,
D_256_PRE_CA6_1,256_PRE_CA6,"Harris Children's Home","https://www.preston.gov.uk/article/1098/Conservation-Areas","https://www.preston.gov.uk/media/710/Harris-Park-Conservation-Area-Appraisal/pdf/FINAL-FOR-APPROVAL-Harris-Park-Conservation-Area-AppraisalFinal.pdf?m=1557758844537",area-appraisal,"",,,
D_256_PRE_CA6_2,256_PRE_CA6,"Harris Children's Home","https://www.preston.gov.uk/article/1098/Conservation-Areas",https://www.preston.gov.uk/media/708/Harris-Children-s-Home-Conservation-Area-boundary-map/pdf/Harris-Boundary-Plan_map.pdf?m=1557758528770,area-map,"",,,
D_256_PRE_CA7_1,256_PRE_CA7,"Inglewhite","https://www.preston.gov.uk/article/1098/Conservation-Areas","https://www.preston.gov.uk/media/11406/Inglewhite-Conservation-Area-Appraisal/pdf/Inglewhite_CAA-Review_2022_Complete-compressed.pdf?m=1658162187833",area-appraisal,"",,,
