reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
178_IOS_CA1,"Isles of Scilly",,"In 1975 the whole of the Isles of Scilly was designated as a Conservation Area","https://www.scilly.gov.uk/planning/heritage-conservation-environment",,,"",,,
