reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_298_SKE_CA24_1,298_SKE_CA24,"Great Gonerby","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA25_1,298_SKE_CA25,"Greatford","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA26_1,298_SKE_CA26,"Harlaxton","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA27_1,298_SKE_CA27,"Horbling","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA28_1,298_SKE_CA28,"Hough-on-the-Hill","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA29_1,298_SKE_CA29,"Irnham","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA30_1,298_SKE_CA30,"Langtoft","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA31_1,298_SKE_CA31,"Londonthorpe","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA32_1,298_SKE_CA32,"Manthorpe","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA33_1,298_SKE_CA33,"Market Deeping","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA34_1,298_SKE_CA34,"Morton","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA35_1,298_SKE_CA35,"Oasby","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA36_1,298_SKE_CA36,"Ropsley","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA37_1,298_SKE_CA37,"Skillington","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA38_1,298_SKE_CA38,"South Witham","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA39_1,298_SKE_CA39,"Stamford","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA40_1,298_SKE_CA40,"Stamford Northfields","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA41_1,298_SKE_CA41,"Stoke Rochford","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA42_1,298_SKE_CA42,"Swinstead","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA43_1,298_SKE_CA43,"Uffington","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA44_1,298_SKE_CA44,"West Deeping","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA45_1,298_SKE_CA45,"Westborough","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA46_1,298_SKE_CA46,"Witham-on-the-Hill","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA47_1,298_SKE_CA47,"Woolsthorpe-by-Belvoir","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA48_1,298_SKE_CA48,"Woolsthorpe-by-Colsterworth","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
