reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_298_SKE_CA1_1,298_SKE_CA1,"Allington","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA2_1,298_SKE_CA2,"Ancaster","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA3_1,298_SKE_CA3,"Aslackby","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA4_1,298_SKE_CA4,"Barholm","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA5_1,298_SKE_CA5,"Barkston","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA6_1,298_SKE_CA6,"Barrowby","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA7_1,298_SKE_CA7,"Belton","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA8_1,298_SKE_CA8,"Billingborough","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA9_1,298_SKE_CA9,"Bourne","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA10_1,298_SKE_CA10,"Braceborough","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA11_1,298_SKE_CA11,"Bracey","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA12_1,298_SKE_CA12,"Burton Le Coggles","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA13_1,298_SKE_CA13,"Casewick","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA14_1,298_SKE_CA14,"Castle Bytham","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA15_1,298_SKE_CA15,"Caythorpe/Frieston","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA16_1,298_SKE_CA16,"Corby Glen","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA17_1,298_SKE_CA17,"Deeping St James","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA18_1,298_SKE_CA18,"Denton","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA19_1,298_SKE_CA19,"Dunsby","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA20_1,298_SKE_CA20,"Folkingham","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA21_1,298_SKE_CA21,"Fulbeck","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA22_1,298_SKE_CA22,"Grantham","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
D_298_SKE_CA23_1,298_SKE_CA23,"Grantham St Annes","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas","No Appraisal document",area-appraisal,"",,,
