reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
220_NBL_CA1,"Acomb",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Acomb-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA2,"Allendale",,"No Appraisal document","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA3,"Alnmouth",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Alnmouth-CAA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA4,"Alnwick",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Alnwick-CAA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA5,"Amble",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Amble-CAA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA6,"Bamburgh",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Bamburgh-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA7,"Beadnell",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Beadnell-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA8,"Bedlington",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Bedlington-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA9,"Belford",,"No Appraisal document","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA10,"Belsay",,"No Appraisal document","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA11,"Berwick-upon-Tweed",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Berwick-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA12,"Blanchland",,"No Appraisal document","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA13,"Blyth Bondicar Terrace",,"No Appraisal document","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA14,"Blyth Heritage (Harbour)",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Blyth-Heritage-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA15,"Blyth Central",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Blyth-Central-CA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA16,"Bothal",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Bothal-CA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA17,"Broomley",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Broomley-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA18,"Cambo",,"No Appraisal document","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA19,"Capheaton",,"No Appraisal document","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA20,"Chatton",,"No Appraisal document","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA21,"Corbridge",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Corbridge-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA22,"Cramlington Village",,"No Appraisal document","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA23,"Eglingham",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Eglingham-CAA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA24,"Embleton",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Embleton-CAA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA25,"Felton",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Felton-CAA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA26,"Glanton",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Glanton-CAA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA27,"Great Bavington",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/GreatBavington-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA28,"Great Whittington",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/GreatWhittington-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA29,"Guyzance",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Guyzance-CAA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA30,"Haltwhistle",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Haltwhistle-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA31,"Haydon Bridge",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Haydon-Bridge-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA32,"Hexham",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Hexham-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA33,"High Callerton",,"No Appraisal document","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA34,"Holy Island",,"No Appraisal document","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA35,"Holywell",,"No Appraisal document","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA36,"Horsley",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Horsley-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA37,"Humshaugh",,"No Appraisal document","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
220_NBL_CA38,"Kirknewton",,"https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/Conservation/Kirknewton-CACA.pdf","https://www.northumberland.gov.uk/Planning/Conservation/Conservation.aspx",,,"",,,
