reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_341_THA_CA1_1,341_THA_CA1,"Acol","https://www.thanet.gov.uk/info-pages/conservation-area/","No Appraisal document",area-appraisal,"",,,
D_341_THA_CA1_2,341_THA_CA1,"Acol","https://www.thanet.gov.uk/info-pages/conservation-area/",https://www.thanet.gov.uk/wp-content/uploads/2018/03/CA_Acol_mapw.pdf,area-map,"",,,
D_341_THA_CA2_1,341_THA_CA2,"Birchington","https://www.thanet.gov.uk/info-pages/conservation-area/","https://drive.google.com/file/d/143U_ncaTG6HFJ5WjHoyQ3j02b9hWsvSC/view",area-appraisal,"Best Map is shown on page 8 of the appraisal document. ",,,
D_341_THA_CA3_1,341_THA_CA3,"Broadstairs","https://www.thanet.gov.uk/info-pages/conservation-area/","No Appraisal document",area-appraisal,"2 extensions, additional maps",,,
D_341_THA_CA3_2,341_THA_CA3,"Broadstairs","https://www.thanet.gov.uk/info-pages/conservation-area/",https://www.thanet.gov.uk/wp-content/uploads/2018/03/CA_Broadstairs_mapw.pdf,area-map,"2 extensions, additional maps",,,
D_341_THA_CA4_1,341_THA_CA4,"Dalby Square","https://www.thanet.gov.uk/info-pages/conservation-area/","No Appraisal document",area-appraisal,"",,,
D_341_THA_CA4_2,341_THA_CA4,"Dalby Square","https://www.thanet.gov.uk/info-pages/conservation-area/",https://www.thanet.gov.uk/wp-content/uploads/2018/03/Dalby-Square-Cliftonville-CA-Designated-15-July-2010-1.pdf,area-map,"",,,
D_341_THA_CA5_1,341_THA_CA5,"Clifton PLace and Grotto Gardens","https://www.thanet.gov.uk/info-pages/conservation-area/","No Appraisal document",area-appraisal,"",,,
D_341_THA_CA5_2,341_THA_CA5,"Clifton PLace and Grotto Gardens","https://www.thanet.gov.uk/info-pages/conservation-area/",https://www.thanet.gov.uk/wp-content/uploads/2018/03/Clifton-Place-Grotto-Gardens.pdf,area-map,"",,,
D_341_THA_CA6_1,341_THA_CA6,"Clifftop","https://www.thanet.gov.uk/info-pages/conservation-area/","No Appraisal document",area-appraisal,"",,,
D_341_THA_CA6_2,341_THA_CA6,"Clifftop","https://www.thanet.gov.uk/info-pages/conservation-area/",https://www.thanet.gov.uk/wp-content/uploads/2018/03/Clifftop.pdf,area-map,"",,,
D_341_THA_CA7_1,341_THA_CA7,"Edgar Road and Sweyn Road","https://www.thanet.gov.uk/info-pages/conservation-area/","No Appraisal document",area-appraisal,"",,,
D_341_THA_CA7_2,341_THA_CA7,"Edgar Road and Sweyn Road","https://www.thanet.gov.uk/info-pages/conservation-area/",https://www.thanet.gov.uk/wp-content/uploads/2018/03/Edgar-Rd-Sweyn-Rd.pdf,area-map,"",,,
D_341_THA_CA8_1,341_THA_CA8,"Ethelbert Road and Athelstan Road Cliftonville","https://www.thanet.gov.uk/info-pages/conservation-area/","No Appraisal document",area-appraisal,"",,,
D_341_THA_CA8_2,341_THA_CA8,"Ethelbert Road and Athelstan Road Cliftonville","https://www.thanet.gov.uk/info-pages/conservation-area/",https://www.thanet.gov.uk/wp-content/uploads/2018/03/Ethelbert-Rd-Athelstan-Rd.pdf,area-map,"",,,
D_341_THA_CA9_1,341_THA_CA9,"Kingsgate","https://www.thanet.gov.uk/info-pages/conservation-area/","No Appraisal document",area-appraisal,"",,,
D_341_THA_CA9_2,341_THA_CA9,"Kingsgate","https://www.thanet.gov.uk/info-pages/conservation-area/",https://www.thanet.gov.uk/wp-content/uploads/2018/03/CA_Kingsgate_mapw.pdf,area-map,"",,,
D_341_THA_CA10_1,341_THA_CA10,"Margate","https://www.thanet.gov.uk/info-pages/conservation-area/","No Appraisal document",area-appraisal,"",,,
