reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
298_SKE_CA1,"Allington",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA2,"Ancaster",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA3,"Aslackby",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA4,"Barholm",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA5,"Barkston",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA6,"Barrowby",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA7,"Belton",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA8,"Billingborough",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA9,"Bourne",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA10,"Braceborough",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA11,"Bracey",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA12,"Burton Le Coggles",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA13,"Casewick",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA14,"Castle Bytham",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA15,"Caythorpe/Frieston",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA16,"Corby Glen",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA17,"Deeping St James",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA18,"Denton",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA19,"Dunsby",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA20,"Folkingham",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA21,"Fulbeck",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA22,"Grantham",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA23,"Grantham St Annes",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA24,"Great Gonerby",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA25,"Greatford",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA26,"Harlaxton",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA27,"Horbling",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA28,"Hough-on-the-Hill",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA29,"Irnham",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA30,"Langtoft",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA31,"Londonthorpe",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA32,"Manthorpe",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA33,"Market Deeping",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA34,"Morton",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA35,"Oasby",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA36,"Ropsley",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA37,"Skillington",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA38,"South Witham",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA39,"Stamford",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA40,"Stamford Northfields",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA41,"Stoke Rochford",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA42,"Swinstead",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA43,"Uffington",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA44,"West Deeping",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
298_SKE_CA45,"Westborough",,"No Appraisal document","https://www.southkesteven.gov.uk/arts-leisure-and-culture/heritage-and-tourism/conservation-areas",,,"",,,
