reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
182_KEC_CA1,"Avondale",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/655522/18157093.1/PDF/-/Avondale_CAA__low_res.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
182_KEC_CA2,"Avondale Park Gardens",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/655522/18157093.1/PDF/-/Avondale_CAA__low_res.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
182_KEC_CA3,"Brompton",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/701346/23138277.1/PDF/-/Brompton_CAA__low_res.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
182_KEC_CA4,"Chelsea",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/659906/18385029.1/PDF/-/Chelsea_CAA__low_res.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
182_KEC_CA5,"Chelsea Estates",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/1037122/51838181.1/PDF/-/190611_Chelsea_Estates_CAA__adopted__low_res.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
182_KEC_CA6,"Chelsea Park Carlyle",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/826786/27972517.1/PDF/-/Chelsea_Park_Carlyle_CAA_final__lowres.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
182_KEC_CA7,"Cheyne",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/783938/24752421.1/PDF/-/Cheyne_CAA.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
182_KEC_CA8,"Chelsea",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/659906/18385029.1/PDF/-/Chelsea_CAA__low_res.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
182_KEC_CA9,"College of St. Mark and St. John",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/879170/31604421.1/PDF/-/The_College_of_St_Mark_and_St_John_CAA__adopted__lowres.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
182_KEC_CA10,"Colville",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/551298/17175301.1/PDF/-/Colville_CAA__Final_with_Date__low_res.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
182_KEC_CA11,"Cornwall",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/690210/20244997.1/PDF/-/Cornwall_CAA__low_res.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
182_KEC_CA12,"Courtfield",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/655618/18157733.1/PDF/-/Courtfield_CAA__low_res.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
182_KEC_CA13,"De Vere",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/689986/20236645.1/PDF/-/De_Vere_Conservation_Area_Appraisal.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
182_KEC_CA14,"Earl's Court Square",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/708866/21143845.1/PDF/-/Earls_Court_Sq_CAA__low_res.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
182_KEC_CA15,"Earl's Court Village",,"https://planningconsult.rbkc.gov.uk/gf2.ti/f/789890/25114341.1/PDF/-/Earls_Court_Village_CAA__lowres.pdf","https://www.rbkc.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-0/conservation-area-appraisals-and-proposal-statements",,,"",,,
