reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
281_SCA_CA1,"Barrow Road",,"https://greatercambridgeplanning.org/media/1612/barrow_road_conservation-area-appraisal-2016.pdf","https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#A2",,,"Extra documents are available. ",,,
281_SCA_CA2,"Brooklands",,"https://greatercambridgeplanning.org/media/1614/brooklands-avenue-conservation-area-appraisal-2013.pdf","https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#A3",,,"Extra documents are available. ",,,
281_SCA_CA3,"Castle and Victoria Road",,"https://greatercambridgeplanning.org/media/1616/castle-and-victoria-road-conservation-area-appraisal-2012_with-addendum-2013.pdf","https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#A4",,,"Extra documents are available. ",,,
281_SCA_CA4,"Central",,"https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/historic-core-appraisals/","https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#A5",,,"Extra documents are available. ",,,
281_SCA_CA5,"Chesterton",,"https://greatercambridgeplanning.org/media/2548/chesterton-ferry-lane-conservation-area-appraisal-final-may-2022.pdf","https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#A6",,,"Extra documents are available. ",,,
281_SCA_CA6,"Conduit Head Road",,"https://greatercambridgeplanning.org/media/o1gko1ol/conduit-head-road-ca-appraisal-1.pdf","https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#A7",,,"Extra documents are available. ",,,
281_SCA_CA7,"De Freville",,"https://greatercambridgeplanning.org/media/2398/de-freville-2020.pdf","https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#A8",,,"Extra documents are available. ",,,
281_SCA_CA8,"Ferry Lane",,"https://greatercambridgeplanning.org/media/2548/chesterton-ferry-lane-conservation-area-appraisal-final-may-2022.pdf","https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#A9",,,"Extra documents are available. ",,,
281_SCA_CA9,"Howes Place",,"https://greatercambridgeplanning.org/media/w5yp5dlv/howes-place-conservation-area-appraisal-final.pdf","https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#H",,,"Extra documents are available. ",,,
281_SCA_CA10,"The Kite",,"https://greatercambridgeplanning.org/media/1634/the-kite-conservation-area-appraisal-2014.pdf","https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#A10",,,"Extra documents are available. ",,,
281_SCA_CA11,"Mill Road",,"https://greatercambridgeplanning.org/media/1626/mill-road-conservation-area-appraisal-2011.pdf","https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#A11",,,"Extra documents are available. ",,,
281_SCA_CA12,"New Town and Glisson Road",,"https://greatercambridgeplanning.org/media/1628/new-town-and-glisson-road-conservation-area-appraisal-2012.pdf","https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#A12",,,"Extra documents are available. ",,,
281_SCA_CA13,"Newnham Croft",,"https://greatercambridgeplanning.org/media/1627/newnham-croft-conservation-area-appraisal-2013.pdf","https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#A13",,,"Extra documents are available. ",,,
281_SCA_CA14,"Riverside and Stourbridge Common",,"https://greatercambridgeplanning.org/media/1629/riverside-and-stourbridge-common-conservation-area-appraisal-2012.pdf","https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#A14",,,"Extra documents are available. ",,,
