reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_205_MAI_CA1_1,205_MAI_CA1,"Bearsted - Village Green","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas","https://maidstone.gov.uk/__data/assets/pdf_file/0003/138279/Bearsted-Management-Plan-22-March-2010.pdf",area-appraisal,"",,,
D_205_MAI_CA1_2,205_MAI_CA1,"Bearsted - Village Green","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas",https://docs.maidstone.gov.uk/planning/conservation-area-maps/Bearsted-The-Green.pdf,area-map,"",,,
D_205_MAI_CA2_1,205_MAI_CA2,"Bearsted - Holy Cross","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas","https://maidstone.gov.uk/__data/assets/pdf_file/0003/138279/Bearsted-Management-Plan-22-March-2010.pdf",area-appraisal,"",,,
D_205_MAI_CA2_2,205_MAI_CA2,"Bearsted - Holy Cross","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas",https://docs.maidstone.gov.uk/planning/conservation-area-maps/Bearsted-Holy-Cross.pdf,area-map,"",,,
D_205_MAI_CA3_1,205_MAI_CA3,"Boughton Malherbe","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas","Not Available",area-appraisal,"",,,
D_205_MAI_CA3_2,205_MAI_CA3,"Boughton Malherbe","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas",https://docs.maidstone.gov.uk/planning/conservation-area-maps/Boughton-Malherbe.pdf,area-map,"",,,
D_205_MAI_CA4_1,205_MAI_CA4,"Boughton Monchelsea - Cock Street","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas","https://maidstone.gov.uk/__data/assets/pdf_file/0006/19689/Boughton-Monchelsea-Cock-St-Appraisal-and-Management-Plan.pdf",area-appraisal,"",,,
D_205_MAI_CA4_2,205_MAI_CA4,"Boughton Monchelsea - Cock Street","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas",https://docs.maidstone.gov.uk/planning/conservation-area-maps/Boughton-Monchelsea-Cock-Street.pdf,area-map,"",,,
D_205_MAI_CA5_1,205_MAI_CA5,"Boughton Monchelsea - The Green","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas","https://maidstone.gov.uk/__data/assets/pdf_file/0004/387814/BOUGHTON-GREEN-CONSERVATION-AREA-APPRAISAL.pdf",area-appraisal,"",,,
D_205_MAI_CA5_2,205_MAI_CA5,"Boughton Monchelsea - The Green","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas",https://docs.maidstone.gov.uk/planning/conservation-area-maps/Boughton-Monchelsea-Green.pdf,area-map,"",,,
D_205_MAI_CA6_1,205_MAI_CA6,"Boughton Monchelsea - The Quarries","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas","https://maidstone.gov.uk/__data/assets/pdf_file/0005/387815/Boughton-Monchelsea-Quarries-CAA.pdf",area-appraisal,"",,,
D_205_MAI_CA6_2,205_MAI_CA6,"Boughton Monchelsea - The Quarries","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas",https://docs.maidstone.gov.uk/planning/conservation-area-maps/Boughton-Monchelsea-The-Quarries.pdf,area-map,"",,,
D_205_MAI_CA7_1,205_MAI_CA7,"Boxley - Boxley Village","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas","Not Available",area-appraisal,"",,,
D_205_MAI_CA7_2,205_MAI_CA7,"Boxley - Boxley Village","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas",https://docs.maidstone.gov.uk/planning/conservation-area-maps/Boxley.pdf,area-map,"",,,
D_205_MAI_CA8_1,205_MAI_CA8,"Boxley - Boxley Abbey","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas","Not Available",area-appraisal,"",,,
D_205_MAI_CA8_2,205_MAI_CA8,"Boxley - Boxley Abbey","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas",https://docs.maidstone.gov.uk/planning/conservation-area-maps/Boxley-Abbey.pdf,area-map,"",,,
D_205_MAI_CA9_1,205_MAI_CA9,"Broomfield","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas","Not Available",area-appraisal,"",,,
D_205_MAI_CA9_2,205_MAI_CA9,"Broomfield","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas",https://docs.maidstone.gov.uk/planning/conservation-area-maps/Broomfield.pdf,area-map,"",,,
D_205_MAI_CA10_1,205_MAI_CA10,"Detling","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas","https://maidstone.gov.uk/__data/assets/pdf_file/0010/19693/Detling-Appraisal.pdf",area-appraisal,"Extra documents are available. ",,,
D_205_MAI_CA10_2,205_MAI_CA10,"Detling","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas",https://docs.maidstone.gov.uk/planning/conservation-area-maps/Detling.pdf,area-map,"Extra documents are available. ",,,
D_205_MAI_CA11_1,205_MAI_CA11,"East Farleigh - Dean Street","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas","Not Available",area-appraisal,"",,,
D_205_MAI_CA11_2,205_MAI_CA11,"East Farleigh - Dean Street","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas",https://docs.maidstone.gov.uk/planning/conservation-area-maps/East-Farleigh-Dean-Street.pdf,area-map,"",,,
D_205_MAI_CA12_1,205_MAI_CA12,"East Farleigh - Lower Road","https://maidstone.gov.uk/home/primary-services/planning-and-building/heritage-and-landscape/conservation-areas","Not Available",area-appraisal,"",,,
