reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
119_EDE_CA1,"Axminster",,"https://eastdevon.gov.uk/media/555858/axminstercaa.pdf","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/",,,"Best Map is shown on page 25 of the appraisal document. ",,,
119_EDE_CA2,"Beer",,"https://eastdevon.gov.uk/media/555889/beerca.pdf","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/",,,"Best Map is shown on page 19 of the appraisal document. ",,,
119_EDE_CA3,"Bickwell Valley",,"https://eastdevon.gov.uk/media/561001/Bickwell-Valley.pdf","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/",,,"Best Map is shown on page 8 of the appraisal document. ",,,
119_EDE_CA4,"Brampford Speke",,"https://eastdevon.gov.uk/media/555892/bramspekeca.pdf","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/",,,"Best Map is shown on page 12 of the appraisal document. ",,,
119_EDE_CA5,"Broadclyst",,"https://eastdevon.gov.uk/media/555895/broadclystca.pdf","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/",,,"Best Map is shown on page 14 of the appraisal document. ",,,
119_EDE_CA6,"Broadhembury",,"https://eastdevon.gov.uk/media/555898/broadhemca.pdf","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/",,,"Best Map is shown on page 15 of the appraisal document. ",,,
119_EDE_CA7,"Budleigh Salterton",,"https://eastdevon.gov.uk/media/555929/plg-cons-bs.pdf","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/",,,"Extra documents are available. ",,,
119_EDE_CA8,"Chardstock",,"https://eastdevon.gov.uk/media/556258/chardstockca.pdf","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/",,,"Best Map is shown on page 18 of the appraisal document. ",,,
119_EDE_CA9,"Cloyton",,"https://eastdevon.gov.uk/media/563116/colytoncaa.pdf","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/",,,"Best Map is shown on page 25 of the appraisal document. ",,,
119_EDE_CA10,"Colyford",,"https://eastdevon.gov.uk/media/556261/colyfordcaa.pdf","https://eastdevon.gov.uk/planning/planning-services/conservation-and-listed-buildings/conservation-areas/",,,"Best Map is shown on page 18 of the appraisal document. ",,,
