reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
175_HRY_CA1,"Alexandra Palace and Park",,"No Appraisal document","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"",local-authority:HRY,,,
175_HRY_CA2,"Bowes Park",,"No Appraisal document","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"",local-authority:HRY,,,
175_HRY_CA3,"Bruce Castle and All Hallows",,"https://new.haringey.gov.uk/sites/default/files/appendix_4_-_bruce_castle_and_all_hallows_caamp-compressed_0.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 8 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA4,"Campsbourne",,"No Appraisal document","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"",local-authority:HRY,,,
175_HRY_CA5,"Clyde Circus",,"https://new.haringey.gov.uk/sites/default/files/clyde_circus_conservation_area_character_appraisal_1.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 56 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA6,"Crouch End",,"https://new.haringey.gov.uk/sites/default/files/crouch_end_character_appraisal_web_viewing_compressed_0_0.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 20 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA7,"Fortis Green",,"No Appraisal document","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"",local-authority:HRY,,,
175_HRY_CA8,"Highgate",,"https://new.haringey.gov.uk/sites/default/files/highgate_appraisal_web_part_1_chapters_1-6.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 19 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA9,"Hillfield",,"https://new.haringey.gov.uk/sites/default/files/hillfield_appraisal_consultation_draft.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Not adoptedBest Map is shown on page 37 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA10,"Hornsey High Street",,"No Appraisal document","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"",local-authority:HRY,,,
