reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
81_CHL_CA1,"Chelmer and Blackwater Navigation",,"https://www.chelmsford.gov.uk/media/emjfofzz/chelmer-and-blackwater-navigation-conservation-area.pdf","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"Needs combining into one mapBest Map is shown on page 1, P2 of the appraisal document. ",local-authority:CHL,,,
81_CHL_CA2,"Chelmsford Baddow Road And River Can",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
81_CHL_CA3,"Chelmsford Central",,"https://www.chelmsford.gov.uk/media/ofukazxa/chelmsford-central-conservation-area.pdf","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"Lots of optionsBest Map is shown on page 10 of the appraisal document. ",local-authority:CHL,,,
81_CHL_CA4,"Chelmsford John Keene Memorial Homes",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
81_CHL_CA5,"Chelmsford Moulsham Street",,"https://www.chelmsford.gov.uk/media/yl2jxhfd/chelmsford-moulsham-street-conservation-area.pdf","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"Best Map is shown on page 5 or P7 of the appraisal document. ",local-authority:CHL,,,
81_CHL_CA6,"Chelmsford New London Road",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
81_CHL_CA7,"Chelmsford Springfield Green",,"https://www.chelmsford.gov.uk/media/roqpct4m/chelmsford-springfield-green.pdf","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"Best Map is shown on page 9 of the appraisal document. ",local-authority:CHL,,,
81_CHL_CA8,"Chelmsford St Johns Hospital",,"https://www.chelmsford.gov.uk/media/4a0ocb5f/chelmsford-st-johns-hospital-conservation-area.pdf","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"Best Map is shown on page 1 or P7 of the appraisal document. ",local-authority:CHL,,,
81_CHL_CA9,"Chelmsford West End",,"https://www.chelmsford.gov.uk/media/xeyhu5sf/chelmsford-west-end-conservation-area.pdf","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"Best Map is shown on page 5 of the appraisal document. ",local-authority:CHL,,,
81_CHL_CA10,"Battlesbridge",,"https://www.chelmsford.gov.uk/media/yg3bbb1g/battlesbridge-conservation-area.pdf","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"Best Map is shown on page 1 or P21 of the appraisal document. ",local-authority:CHL,,,
81_CHL_CA11,"Boreham",,"https://www.chelmsford.gov.uk/media/regoncve/boreham-conservation-area.pdf","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"2 areas?Best Map is shown on page 18, P19 of the appraisal document. ",local-authority:CHL,,,
81_CHL_CA12,"Broomfield",,"https://www.chelmsford.gov.uk/media/5ksfceff/broomfield-conservation-area.pdf","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"Best Map is shown on page 12 of the appraisal document. ",local-authority:CHL,,,
81_CHL_CA13,"Danbury",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
81_CHL_CA14,"East Hanningfield The Tye",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
81_CHL_CA15,"Good Easter",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
81_CHL_CA16,"Great Baddow",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
81_CHL_CA17,"Great Waltham",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
81_CHL_CA18,"Little Waltham",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
81_CHL_CA19,"Margaretting",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
81_CHL_CA20,"Pleshey",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
81_CHL_CA21,"Roxwell",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
81_CHL_CA22,"Sandon",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
81_CHL_CA23,"Springfield Green",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
81_CHL_CA24,"Stock",,"https://www.chelmsford.gov.uk/media/jn1lspxy/stock-conservation-area.pdf","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"Best Map is shown on page 1 of the appraisal document. ",local-authority:CHL,,,
81_CHL_CA25,"Writtle",,"No Appraisal document","https://www.chelmsford.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas-in-chelmsford/",,,"",local-authority:CHL,,,
