reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
98_CRA_CA1,"Giggleswick",,"https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/giggleswickcaacomplete2.pdf","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-craven/conservation-areas",,,"Best Map is shown on page 28 of the appraisal document. ",local-authority:CRA,,,
98_CRA_CA2,"Settle",,"https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/settlecaacomplete3.pdf","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-craven/conservation-areas",,,"Best Map is shown on page 36 of the appraisal document. ",local-authority:CRA,,,
98_CRA_CA3,"Skipton",,"https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/skipton_conservation_areas_appraisal_2008_-compressed.pdf","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-craven/conservation-areas",,,"Best Map is shown on page 203 of the appraisal document. ",local-authority:CRA,,,
98_CRA_CA4,"Burton-in-Lonsdale",,"https://www.northyorks.gov.uk/sites/default/files/2023-08/Burton%20in%20Lonsdale%20Conservation%20Area%20Appraisal%20adopted%20March%202023%20-%20accessible.pdf","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-craven/conservation-areas",,,"Could be a PDF map with layersBest Map is shown on page 5 of the appraisal document. ",local-authority:CRA,,,
98_CRA_CA5,"Carleton",,"https://www.northyorks.gov.uk/sites/default/files/2023-08/Carleton%20Conservation%20Area%20Appraisal%20adopted%20March%202023%20-%20accessible.pdf","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-craven/conservation-areas",,,"Could be a PDF map with layersBest Map is shown on page 5 of the appraisal document. ",local-authority:CRA,,,
98_CRA_CA6,"Cononley",,"https://www.northyorks.gov.uk/sites/default/files/2023-08/Cononley%20Conservation%20Area%20Appraisal%20adopted%20March%202023%20-%20accessible.pdf","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-craven/conservation-areas",,,"Could be a PDF map with layersBest Map is shown on page 5 of the appraisal document. ",local-authority:CRA,,,
98_CRA_CA7,"Cowling",,"https://www.northyorks.gov.uk/sites/default/files/2023-08/Cowling%20Conservation%20Area%20Appraisal%20adopted%20March%202023%20-%20accessible.pdf","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-craven/conservation-areas",,,"Could be a PDF map with layersBest Map is shown on page 5 of the appraisal document. ",local-authority:CRA,,,
98_CRA_CA8,"Eastby",,"https://www.northyorks.gov.uk/sites/default/files/2023-08/Eastby%20Conservation%20Area%20Appraisal%20adopted%20March%202023%20-%20accessible.pdf","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-craven/conservation-areas",,,"Could be a PDF map with layersBest Map is shown on page 6 of the appraisal document. ",local-authority:CRA,,,
98_CRA_CA9,"Embsay",,"https://www.northyorks.gov.uk/sites/default/files/2023-08/Embsay%20Conservation%20Area%20Appraisal%20adopted%20March%202023%20-%20accessible.pdf","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-craven/conservation-areas",,,"Could be a PDF map with layersBest Map is shown on page 5 of the appraisal document. ",local-authority:CRA,,,
98_CRA_CA10,"Farnhill",,"https://www.northyorks.gov.uk/sites/default/files/2023-08/Farnhill%20Conservation%20Area%20Appraisal%20adopted%20March%202023%20-%20accessible.pdf","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-craven/conservation-areas",,,"Could be a PDF map with layersBest Map is shown on page 5 of the appraisal document. ",local-authority:CRA,,,
