reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
211_MDE_CA1,"Ashill",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA2,"Bampton",,"https://www.middevon.gov.uk/media/114964/bampton-conservation-area-appraisal-text.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MDE,,,
211_MDE_CA3,"Bickleigh",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA4,"Bickleigh Castle",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA5,"Blundell's",,"https://www.middevon.gov.uk/media/114961/adopted-blundells-appraisal-and-management-plan.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MDE,,,
211_MDE_CA6,"Bolham",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA7,"Bow",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA8,"Bradninch",,"https://www.middevon.gov.uk/media/115048/bradninch-conservation-area-appaisal-text.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA9,"Cadeleigh",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA10,"Chawleigh",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA11,"Cheriton Bishop",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA12,"Cheriton Fitzpaine",,"https://www.middevon.gov.uk/media/114963/cheriton-fitzpaine-conservation-area-appraisal.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA13,"Chettiscombe",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA14,"Chevithorne",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA15,"Coldridge",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA16,"Colebrooke",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA17,"Coleford",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA18,"Cove",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA19,"Cove Hill",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA20,"Craddock",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA21,"Crediton",,"https://www.middevon.gov.uk/media/115058/crediton-conservation-area-appraisal-text.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MDE,,,
211_MDE_CA22,"Cullompton",,"https://www.middevon.gov.uk/media/354654/adopted-cullompton-camp-february-2022.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MDE,,,
211_MDE_CA23,"Culmstock",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA24,"Down St Mary",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA25,"Grand Western Canal",,"https://www.middevon.gov.uk/media/356188/gwc-caamp.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MDE,,,
211_MDE_CA26,"Halberton",,"https://www.middevon.gov.uk/media/115043/halberton-conservation-area-appraisal-text.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MDE,,,
211_MDE_CA27,"Hockworthy",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA28,"Holcombe Rogus",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA29,"Huntsham",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA30,"Kennerleigh",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA31,"Kentisbeare",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA32,"Knowle",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA33,"Lapford",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA34,"Newton St Cyres",,"https://www.middevon.gov.uk/media/114957/newton-st-cyres-part-1.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MDE,,,
211_MDE_CA35,"Morchard Bishop",,"https://www.middevon.gov.uk/media/114960/morchard-bishop-ca-2015-final-v1.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA36,"Oakford",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA37,"Oakfordbridge",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA38,"Sampford Peverell",,"https://www.middevon.gov.uk/media/114967/sampford-peverell-text.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MDE,,,
211_MDE_CA39,"Puddington",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA40,"Sandford",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA41,"Silverton",,"https://www.middevon.gov.uk/media/114951/silverton-part-1.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MDE,,,
211_MDE_CA42,"Stockleigh Pomeroy",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA43,"Stockleigh English",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA44,"Stoodleigh",,"Not Available","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA45,"Thorverton",,"https://www.middevon.gov.uk/media/114950/thorverton-ca-2015-final-v2.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA46,"Tiverton",,"https://www.middevon.gov.uk/media/115014/tiverton-sustainability-appraisal.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MDE,,,
211_MDE_CA47,"Uffculme",,"https://www.middevon.gov.uk/media/115050/uffculme-conservation-area-appraisal-text.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MDE,,,
211_MDE_CA48,"Willand",,"https://www.middevon.gov.uk/media/114970/willand-conservation-appraisal.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
211_MDE_CA49,"Upton Hellions",,"https://www.middevon.gov.uk/media/344731/combined-upton-hellions-appraisal.pdf","https://www.middevon.gov.uk/residents/planning/conservation/conservation-areas/",,,"",local-authority:MDE,,,
