reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_77_CHA_CA1_1,77_CHA_CA1,"Anstey","https://www.charnwood.gov.uk/pages/anstey_conservation_area","https://www.charnwood.gov.uk/files/documents/anstey_conservation_area_character_appraisal1/ansteyconservationareacharactera.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA1_2,77_CHA_CA1,"Anstey","https://www.charnwood.gov.uk/pages/anstey_conservation_area",https://www.charnwood.gov.uk/files/documents/map1/Anstey.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA2_1,77_CHA_CA2,"Barkby and Barkby Thorpe","https://www.charnwood.gov.uk/pages/barkby_conservation_area","https://www.charnwood.gov.uk/files/documents/barkby_and_barkby_thorpe_conservation_appraisal_as_adopted/Barkby%20%26%20Barkby%20Thorpe%20Character%20Appriasal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA2_2,77_CHA_CA2,"Barkby and Barkby Thorpe","https://www.charnwood.gov.uk/pages/barkby_conservation_area",https://www.charnwood.gov.uk/files/documents/barkby_barkby_thorpe_conservation_area_map/Barkby-Barkby%20Thorpe%20Conservation%20Area%20map.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA3_1,77_CHA_CA3,"Barrow Upon Soar","https://www.charnwood.gov.uk/pages/barrow_upon_soar_conservation_area","https://www.charnwood.gov.uk/files/documents/barrow_upon_soar_conservation_area_appraisal/barrowuponsoarconservationareaap.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA3_2,77_CHA_CA3,"Barrow Upon Soar","https://www.charnwood.gov.uk/pages/barrow_upon_soar_conservation_area",https://www.charnwood.gov.uk/files/documents/map4/Barrow%20upon%20Soar.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA4_1,77_CHA_CA4,"Beeby","https://www.charnwood.gov.uk/pages/beeby_conservation_area","https://www.charnwood.gov.uk/files/documents/beeby_conservation_area_character_appraisal/Beeby%20Conservation%20Area%20Character%20Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA4_2,77_CHA_CA4,"Beeby","https://www.charnwood.gov.uk/pages/beeby_conservation_area",https://www.charnwood.gov.uk/files/documents/beeby_conservation_area_map/Beeby%20Conservation%20Area%20map.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA5_1,77_CHA_CA5,"Birstall","https://www.charnwood.gov.uk/pages/birstall_conservation_area","https://www.charnwood.gov.uk/files/documents/birstall_conservation_area_character_appraisal/Birstall%20Conservation%20Area%20Character%20Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA5_2,77_CHA_CA5,"Birstall","https://www.charnwood.gov.uk/pages/birstall_conservation_area",https://www.charnwood.gov.uk/files/documents/map6/Birstall.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
