reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_77_CHA_CA6_1,77_CHA_CA6,"Cossington","https://www.charnwood.gov.uk/pages/cossington_conservation_area","https://www.charnwood.gov.uk/files/documents/cossington_conservation_area_character_appraisal_adopted_130220142/Cossington%20Conservation%20Area%20Character%20Appraisal%20-%20Adopted%2013022014.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA6_2,77_CHA_CA6,"Cossington","https://www.charnwood.gov.uk/pages/cossington_conservation_area",https://www.charnwood.gov.uk/files/documents/map8/Cossington.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA7_1,77_CHA_CA7,"Cropston","https://www.charnwood.gov.uk/pages/cropston_conservation_area","https://www.charnwood.gov.uk/files/documents/cropston_conservation_area_character_appraisal_adopted_130220142/Cropston%20Conservation%20Area%20Character%20Appraisal%20-%20Adopted%2013022014.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA7_2,77_CHA_CA7,"Cropston","https://www.charnwood.gov.uk/pages/cropston_conservation_area",https://www.charnwood.gov.uk/files/documents/map9/Cropston.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA8_1,77_CHA_CA8,"Hathern","https://www.charnwood.gov.uk/pages/hathern_conservation_area","https://www.charnwood.gov.uk/files/documents/hathern_conservation_area_character_appraisal/Hathern%20Conservation%20Area%20Character%20Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA8_2,77_CHA_CA8,"Hathern","https://www.charnwood.gov.uk/pages/hathern_conservation_area",https://www.charnwood.gov.uk/files/documents/hathern_conservation_area_map/Hathern%20Conservation%20Area%20map.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA9_1,77_CHA_CA9,"Hoton","https://www.charnwood.gov.uk/pages/hoton_conservation_area","https://www.charnwood.gov.uk/files/documents/hoton_conservation_area_illustrated_appraisal/hoton%20illustrated.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA9_2,77_CHA_CA9,"Hoton","https://www.charnwood.gov.uk/pages/hoton_conservation_area",https://www.charnwood.gov.uk/files/documents/map11/map11.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA10_1,77_CHA_CA10,"Loughborough, Ashby Road","https://www.charnwood.gov.uk/pages/loughborough_ashby_road_conservation_area","https://www.charnwood.gov.uk/files/documents/ashby_road_conservation_area_appraisal/ashbyroadconservationareaapprais.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA10_2,77_CHA_CA10,"Loughborough, Ashby Road","https://www.charnwood.gov.uk/pages/loughborough_ashby_road_conservation_area",https://www.charnwood.gov.uk/files/documents/map2/Loughborough%20-%20Ashby%20Road.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA11_1,77_CHA_CA11,"Loughborough, Cemetery","https://www.charnwood.gov.uk/pages/loughborough_cemetery_conservation_area","https://www.charnwood.gov.uk/files/documents/loughborough_cemetery_ca_appraisal/loughboroughcemeterycaappraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA11_2,77_CHA_CA11,"Loughborough, Cemetery","https://www.charnwood.gov.uk/pages/loughborough_cemetery_conservation_area",https://www.charnwood.gov.uk/files/documents/map13/Loughborough%20-%20Cemetery.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA12_1,77_CHA_CA12,"Loughborough, Church Gate","https://www.charnwood.gov.uk/pages/loughborough_church_gate_conservation_area","https://www.charnwood.gov.uk/files/documents/church_gate_conservation_area_appraisal1/churchgateconservationareaapprai1.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA12_2,77_CHA_CA12,"Loughborough, Church Gate","https://www.charnwood.gov.uk/pages/loughborough_church_gate_conservation_area",https://www.charnwood.gov.uk/files/documents/map7/Loughborough%20-%20Church%20Gate.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA13_1,77_CHA_CA13,"Loughborough, Emmanuel Church","https://www.charnwood.gov.uk/pages/loughborough_emmanuel_church_conservation_area","https://www.charnwood.gov.uk/files/documents/loughborough_emmanuel_church_illustrated_appraisal/emmanuel%20church.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA13_2,77_CHA_CA13,"Loughborough, Emmanuel Church","https://www.charnwood.gov.uk/pages/loughborough_emmanuel_church_conservation_area",https://www.charnwood.gov.uk/files/documents/loughborough_emmanuel_church_map/Loughborough%20-%20Emmanuel%20Church.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA14_1,77_CHA_CA14,"Loughborough, Leicester Road","https://www.charnwood.gov.uk/pages/loughborough_leicester_road_conservation_area","https://www.charnwood.gov.uk/files/documents/leicester_road_ca_appraisal/leicesterroadcaappraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA14_2,77_CHA_CA14,"Loughborough, Leicester Road","https://www.charnwood.gov.uk/pages/loughborough_leicester_road_conservation_area",https://www.charnwood.gov.uk/files/documents/map12/Loughborough%20-%20Leicester%20Road.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA15_1,77_CHA_CA15,"Loughborough, Queens Park","https://www.charnwood.gov.uk/pages/loughborough_queens_park_conservation_area","https://www.charnwood.gov.uk/files/documents/queens_park_ca_appraisal/queensparkcaappraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA15_2,77_CHA_CA15,"Loughborough, Queens Park","https://www.charnwood.gov.uk/pages/loughborough_queens_park_conservation_area",https://www.charnwood.gov.uk/files/documents/map16/Loughborough%20-%20Queens%20Park.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA16_1,77_CHA_CA16,"Loughborough, Shelthorpe","https://www.charnwood.gov.uk/pages/loughborough_shelthorpe_conservation_area","https://www.charnwood.gov.uk/files/documents/shelthorpe_conservation_area_character_appraisal_and_management_plan/shelthorpetext.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA16_2,77_CHA_CA16,"Loughborough, Shelthorpe","https://www.charnwood.gov.uk/pages/loughborough_shelthorpe_conservation_area",https://www.charnwood.gov.uk/files/documents/map23/Loughborough%20-%20Shelthorpe.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA17_1,77_CHA_CA17,"Loughborough, Victoria Street","https://www.charnwood.gov.uk/pages/loughborough_victoria_street_conservation_area","https://www.charnwood.gov.uk/files/documents/victoria_street_illustrated_appraisal/victoriastreetillustratedapprais.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA17_2,77_CHA_CA17,"Loughborough, Victoria Street","https://www.charnwood.gov.uk/pages/loughborough_victoria_street_conservation_area",https://www.charnwood.gov.uk/files/documents/map31/Loughborough%20-%20Victoria%20Street.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA18_1,77_CHA_CA18,"Mountsorrel","https://www.charnwood.gov.uk/pages/mountsorrel_conservation_area","https://www.charnwood.gov.uk/files/documents/mountsorrel_conservation_area_appraisal1/mountsorrelconservationareaappra1.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA18_2,77_CHA_CA18,"Mountsorrel","https://www.charnwood.gov.uk/pages/mountsorrel_conservation_area",https://www.charnwood.gov.uk/files/documents/map14/Mountsorrel.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA19_1,77_CHA_CA19,"Newtown Linford","https://www.charnwood.gov.uk/pages/newtown_linford_conservation_area","https://www.charnwood.gov.uk/files/documents/newtown_linford_conservation_area_illustrated_appraisal/newtown%20linford%20conservation%20area%20illustrated%20appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA19_2,77_CHA_CA19,"Newtown Linford","https://www.charnwood.gov.uk/pages/newtown_linford_conservation_area",https://www.charnwood.gov.uk/files/documents/map15/Newtown%20Linford.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA20_1,77_CHA_CA20,"Queniborough","https://www.charnwood.gov.uk/pages/queniborough_conservation_area","https://www.charnwood.gov.uk/files/documents/queniborough_conservation_area_character_appraisal/Queniborough%20Conservation%20Area%20Character%20Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA20_2,77_CHA_CA20,"Queniborough","https://www.charnwood.gov.uk/pages/queniborough_conservation_area",https://www.charnwood.gov.uk/files/documents/queniborough_conservation_area_map/Queniborough%20Conservation%20Area%20map.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA21_1,77_CHA_CA21,"Quorn","https://www.charnwood.gov.uk/pages/quorn_conservation_area","https://www.charnwood.gov.uk/files/documents/quorn_conservation_area_appraisal/quornconservationareaappraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA21_2,77_CHA_CA21,"Quorn","https://www.charnwood.gov.uk/pages/quorn_conservation_area",https://www.charnwood.gov.uk/files/documents/map18/Quorn.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA22_1,77_CHA_CA22,"Ratcliffe on the Wreake","https://www.charnwood.gov.uk/pages/ratcliffe_on_the_wreake_conservation_area","https://www.charnwood.gov.uk/files/documents/ratcliffe_on_the_wreake_conservation_area_character_appraisal/Ratcliffe%20on%20the%20Wreake%20Conservation%20Area%20Character%20Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA22_2,77_CHA_CA22,"Ratcliffe on the Wreake","https://www.charnwood.gov.uk/pages/ratcliffe_on_the_wreake_conservation_area",https://www.charnwood.gov.uk/files/documents/map19/Ratcliffe%20on%20the%20Wreake.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA23_1,77_CHA_CA23,"Rearsby","https://www.charnwood.gov.uk/pages/rearsby_conservation_area","https://www.charnwood.gov.uk/files/documents/rearsby_conservation_area_illustrated_appraisal/rearsby%20illustrated%20appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA23_2,77_CHA_CA23,"Rearsby","https://www.charnwood.gov.uk/pages/rearsby_conservation_area",https://www.charnwood.gov.uk/files/documents/map20/Rearsby.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA24_1,77_CHA_CA24,"Rothley","https://www.charnwood.gov.uk/pages/rothley_conservation_area","https://www.charnwood.gov.uk/files/documents/rothley_conservation_area_appraisal1/rothleyconservationareaappraisal1.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA24_2,77_CHA_CA24,"Rothley","https://www.charnwood.gov.uk/pages/rothley_conservation_area",https://www.charnwood.gov.uk/files/documents/map21/Rothley.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA25_1,77_CHA_CA25,"Rothley Ridgeway","https://www.charnwood.gov.uk/pages/rothley_ridgeway_conservation_area","https://www.charnwood.gov.uk/files/documents/rothley_ridgeway_illustrated_appraisal/rothley%20ridgeway%20illustrated%20appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA25_2,77_CHA_CA25,"Rothley Ridgeway","https://www.charnwood.gov.uk/pages/rothley_ridgeway_conservation_area",https://www.charnwood.gov.uk/files/documents/rothley_ridgeway_map/Rothley%20Ridgeway.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA26_1,77_CHA_CA26,"Seagrave","https://www.charnwood.gov.uk/pages/seagrave_conservation_area","https://www.charnwood.gov.uk/files/documents/seagrave_conservation_illustrated_appraisal/seagrave%20illustrated%20appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA26_2,77_CHA_CA26,"Seagrave","https://www.charnwood.gov.uk/pages/seagrave_conservation_area",https://www.charnwood.gov.uk/files/documents/map22/Seagrave.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA27_1,77_CHA_CA27,"Shepshed","https://www.charnwood.gov.uk/pages/shepshed_conservation_area","https://www.charnwood.gov.uk/files/documents/shepshed_conservation_area_appraisal1/shepshedconservationareaappraisa1.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA27_2,77_CHA_CA27,"Shepshed","https://www.charnwood.gov.uk/pages/shepshed_conservation_area",https://www.charnwood.gov.uk/files/documents/map24/Shepshed.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA28_1,77_CHA_CA28,"Sileby","https://www.charnwood.gov.uk/pages/sileby_conservation_area","https://www.charnwood.gov.uk/files/documents/sileby_conservation_area_character_appraisal1/silebyconservationareacharactera1.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA28_2,77_CHA_CA28,"Sileby","https://www.charnwood.gov.uk/pages/sileby_conservation_area",https://www.charnwood.gov.uk/files/documents/map25/Sileby.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA29_1,77_CHA_CA29,"South Croxton","https://www.charnwood.gov.uk/pages/south_croxton_conservation_area","https://www.charnwood.gov.uk/files/documents/south_croxton_conservation_area_appraisal/southcroxtonconservationareaappr.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA29_2,77_CHA_CA29,"South Croxton","https://www.charnwood.gov.uk/pages/south_croxton_conservation_area",https://www.charnwood.gov.uk/files/documents/map26/South%20Croxton.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA30_1,77_CHA_CA30,"Swithland","https://www.charnwood.gov.uk/pages/swithland_conservation_area","https://www.charnwood.gov.uk/files/documents/swithland_conservation_area_character_appraisal_july_2013/Swithland%20Conservation%20Area%20Character%20Appraisal%20July%202013.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA30_2,77_CHA_CA30,"Swithland","https://www.charnwood.gov.uk/pages/swithland_conservation_area",https://www.charnwood.gov.uk/files/documents/map27/Swithland.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA31_1,77_CHA_CA31,"Syston","https://www.charnwood.gov.uk/pages/syston_conservation_area","https://www.charnwood.gov.uk/files/documents/syston_conservation_area_appraisal1/systonconservationareaappraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA31_2,77_CHA_CA31,"Syston","https://www.charnwood.gov.uk/pages/syston_conservation_area",https://www.charnwood.gov.uk/files/documents/map28/Syston.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA32_1,77_CHA_CA32,"Thrussington","https://www.charnwood.gov.uk/pages/thrussington_conservation_area","https://www.charnwood.gov.uk/files/documents/thrussington_conservation_area_character_appraisal1/Thrussington%20Conservation%20Area%20Character%20Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA32_2,77_CHA_CA32,"Thrussington","https://www.charnwood.gov.uk/pages/thrussington_conservation_area",https://www.charnwood.gov.uk/files/documents/map29/Thrussington.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA33_1,77_CHA_CA33,"Thurcaston","https://www.charnwood.gov.uk/pages/thurcaston_conservation_area","https://www.charnwood.gov.uk/files/documents/thurcaston_conservation_area_character_appraisal1/Thurcaston%20Conservation%20Area%20Character%20Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA33_2,77_CHA_CA33,"Thurcaston","https://www.charnwood.gov.uk/pages/thurcaston_conservation_area",https://www.charnwood.gov.uk/files/documents/thurcaston_conservation_area_map1/Thurcaston%20Conservation%20Area%20map.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA34_1,77_CHA_CA34,"Walton on the Wolds","https://www.charnwood.gov.uk/pages/walton_on_the_wolds_conservation_area","https://www.charnwood.gov.uk/files/documents/walton_on_the_wolds_conservation_area_character_appraisal/Walton%20on%20the%20Wolds%20CACA%20-%20Adopted%20100714.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA34_2,77_CHA_CA34,"Walton on the Wolds","https://www.charnwood.gov.uk/pages/walton_on_the_wolds_conservation_area",https://www.charnwood.gov.uk/files/documents/map32/Walton%20on%20the%20Wolds.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA35_1,77_CHA_CA35,"Woodhouse Eaves","https://www.charnwood.gov.uk/pages/woodhouse_eaves_conservation_area","https://www.charnwood.gov.uk/files/documents/woodhouse_eaves_conservation_area_illustrated_appraisal/woodhouse%20eaves%20conservation%20area%20illustrated%20appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA35_2,77_CHA_CA35,"Woodhouse Eaves","https://www.charnwood.gov.uk/pages/woodhouse_eaves_conservation_area",https://www.charnwood.gov.uk/files/documents/map34/Woodhouse%20Eaves.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA36_1,77_CHA_CA36,"Woodhouse Forest Road","https://www.charnwood.gov.uk/pages/woodhouse_forest_road_conservation_area","https://www.charnwood.gov.uk/files/documents/woodhouse_forest_road_and_school_lane_conservation_area_character_appraisal_july_2013/Woodhouse%20Forest%20Road%20%26%20School%20Lane%20Conservation%20Area%20Character%20Appraisal%20-%20July%202013.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA36_2,77_CHA_CA36,"Woodhouse Forest Road","https://www.charnwood.gov.uk/pages/woodhouse_forest_road_conservation_area",https://www.charnwood.gov.uk/files/documents/woodhouse_forest_road_conservation_area_map/Woodhouse%20-%20Forest%20Road.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA37_1,77_CHA_CA37,"Woodhouse School Lane","https://www.charnwood.gov.uk/pages/woodhouse_school_lane_conservation_area","https://www.charnwood.gov.uk/files/documents/woodhouse_forest_road_and_school_lane_conservation_area_character_appraisal_july_20131/Woodhouse%20Forest%20Road%20%26%20School%20Lane%20Conservation%20Area%20Character%20Appraisal%20-%20July%202013.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA37_2,77_CHA_CA37,"Woodhouse School Lane","https://www.charnwood.gov.uk/pages/woodhouse_school_lane_conservation_area",https://www.charnwood.gov.uk/files/documents/map33/Woodhouse%20-%20School%20Lane.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA38_1,77_CHA_CA38,"Wymeswold","https://www.charnwood.gov.uk/pages/wymeswold_conservation_area","https://www.charnwood.gov.uk/files/documents/wymeswold_conservation_area_illustrated_appraisal/wymeswold%20conservation%20area%20illustrated%20appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:CHA,,,
D_77_CHA_CA38_2,77_CHA_CA38,"Wymeswold","https://www.charnwood.gov.uk/pages/wymeswold_conservation_area",https://www.charnwood.gov.uk/files/documents/map35/Wymeswold.pdf,area-map,"Extra documents are available. ",local-authority:CHA,,,
