reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
174_HRW_CA1,"Harrow on-the-Hill / Roxeth Hill",,"https://www.harrow.gov.uk/downloads/file/24024/roxeth-hill-character-appraisal.pdf","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",,,"P2",local-authority:HRW,,,
174_HRW_CA2,"Harrow on-the-Hill / Harrow School",,"https://www.harrow.gov.uk/downloads/file/24025/harrow-school-character-appraisal.pdf","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",,,"P2",local-authority:HRW,,,
174_HRW_CA3,"Harrow on-the-Hill / Harrow Park",,"https://www.harrow.gov.uk/downloads/file/24028/harrow-park-character-appraisal.pdf","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",,,"P2",local-authority:HRW,,,
174_HRW_CA4,"Harrow on-the-Hill / Village",,"https://www.harrow.gov.uk/downloads/file/24030/harrow-on-hill-village-character-appraisal.pdf","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",,,"P5",local-authority:HRW,,,
174_HRW_CA5,"Harrow on-the-Hill / Sudbury Hill",,"https://www.harrow.gov.uk/downloads/file/24032/sudbury-hill-character-appraisal.pdf","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",,,"P2",local-authority:HRW,,,
174_HRW_CA6,"Harrow on-the-Hill / South Hill Avenue",,"https://www.harrow.gov.uk/downloads/file/24034/south-hill-ave-appraisal.pdf","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",,,"P3",local-authority:HRW,,,
174_HRW_CA7,"Harrow on-the-Hill / Mount Park Estate",,"https://www.harrow.gov.uk/downloads/file/24036/mount-park-appraisal.pdf","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",,,"P2",local-authority:HRW,,,
174_HRW_CA8,"Harrow on-the-Hill / Roxborough Park and The Grove",,"https://www.harrow.gov.uk/downloads/file/24038/roxborough-park-character-appraisal.pdf","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",,,"P3",local-authority:HRW,,,
174_HRW_CA9,"Pinner / Waxwell Lane",,"https://www.harrow.gov.uk/downloads/file/24056/waxwell-lane-conservation-area-appraisal-and-management-strategy.pdf","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/5",,,"P2",local-authority:HRW,,,
174_HRW_CA10,"Pinner / Waxwell Close",,"https://www.harrow.gov.uk/downloads/file/24080/waxwell-close-ms.pdf","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/5",,,"P2",local-authority:HRW,,,
