reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
159_HAR_CA1,"Churchgate Street",,"No Appraisal document","https://www.harlow.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas",,,"",local-authority:HAR,,,
159_HAR_CA2,"Harlow Garden Village Estate",,"https://www.harlow.gov.uk/sites/default/files/documents/Harlow%20Garden%20Village%20Estate%20Conservation%20Area%20character%20appraisal.pdf","https://www.harlow.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas",,,"",local-authority:HAR,,,
159_HAR_CA3,"Harlow Mill and Old Road North",,"No Appraisal document","https://www.harlow.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas",,,"",local-authority:HAR,,,
159_HAR_CA4,"Harlowbury",,"No Appraisal document","https://www.harlow.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas",,,"",local-authority:HAR,,,
159_HAR_CA5,"Mark Hall North",,"https://www.harlow.gov.uk/sites/default/files/documents/Mark%20Hall%20North%20character%20appraisal%20and%20management%20proposals.pdf","https://www.harlow.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas",,,"",local-authority:HAR,,,
159_HAR_CA6,"Netteswellbury",,"No Appraisal document","https://www.harlow.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas",,,"",local-authority:HAR,,,
159_HAR_CA7,"Old Harlow",,"https://www.harlow.gov.uk/sites/default/files/documents/Old%20Harlow%20Conservation%20Area%20character%20appraisal.pdf","https://www.harlow.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas",,,"",local-authority:HAR,,,
159_HAR_CA8,"Puffers Green",,"No Appraisal document","https://www.harlow.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas",,,"",local-authority:HAR,,,
159_HAR_CA9,"Town Park Netteswell Cross",,"No Appraisal document","https://www.harlow.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas",,,"",local-authority:HAR,,,
159_HAR_CA10,"Tye Green",,"No Appraisal document","https://www.harlow.gov.uk/planning-and-building-control/conservation-areas-and-listed-buildings/conservation-areas",,,"",local-authority:HAR,,,
