reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
253_PLY_CA1,"Adelaide Street/Clarence Place",,"https://www.plymouth.gov.uk/sites/default/files/AdelaideStreetConservationAreaAppraisalManagementPlan.pdf","https://www.plymouth.gov.uk/conservation-areas",,,"",local-authority:PLY,,,
253_PLY_CA2,"Barbican",,"https://www.plymouth.gov.uk/sites/default/files/BarbicanConservationAreaAppraisalManagementPlan.pdf","https://www.plymouth.gov.uk/conservation-areas",,,"",local-authority:PLY,,,
253_PLY_CA3,"City Centre",,"https://www.plymouth.gov.uk/sites/default/files/AdoptedPlymouthCAAMPMarch2022.pdf","https://www.plymouth.gov.uk/conservation-areas",,,"Extra documents are available. ",local-authority:PLY,,,
253_PLY_CA4,"Devonport",,"https://www.plymouth.gov.uk/sites/default/files/DevonportConservationAreaAppraisalManagementPlan.pdf","https://www.plymouth.gov.uk/conservation-areas",,,"",local-authority:PLY,,,
253_PLY_CA5,"Ebrington Street",,"https://www.plymouth.gov.uk/sites/default/files/EbringtonStreetConservationAreaAppraisalManagementPlan.pdf","https://www.plymouth.gov.uk/conservation-areas",,,"",local-authority:PLY,,,
253_PLY_CA6,"Mannamead",,"Not Available","https://www.plymouth.gov.uk/conservation-areas",,,"",local-authority:PLY,,,
253_PLY_CA7,"Millfields",,"https://www.plymouth.gov.uk/sites/default/files/MillfieldsConservationAreaAppraisalManagementPlan.pdf","https://www.plymouth.gov.uk/conservation-areas",,,"",local-authority:PLY,,,
253_PLY_CA8,"North Stonehouse",,"https://www.plymouth.gov.uk/sites/default/files/NorthStonehouseConservationAreaAppraisalManagementPlan.pdf","https://www.plymouth.gov.uk/conservation-areas",,,"",local-authority:PLY,,,
253_PLY_CA9,"Plympton St Maurice",,"https://www.plymouth.gov.uk/sites/default/files/PlymptonStMauriceConservationAreaAppraisalManagementPlan.pdf","https://www.plymouth.gov.uk/conservation-areas",,,"",local-authority:PLY,,,
253_PLY_CA10,"Stoke",,"Not Available","https://www.plymouth.gov.uk/conservation-areas",,,"",local-authority:PLY,,,
253_PLY_CA11,"Stonehouse Peninsula",,"https://www.plymouth.gov.uk/sites/default/files/StonehousePeninsulaConservationAreaAppraisalManagementPlan.pdf","https://www.plymouth.gov.uk/conservation-areas",,,"",local-authority:PLY,,,
253_PLY_CA12,"Tamerton Foliot",,"Not Available","https://www.plymouth.gov.uk/conservation-areas",,,"",local-authority:PLY,,,
253_PLY_CA13,"The Hoe",,"https://www.plymouth.gov.uk/sites/default/files/HoeConservationAreaAppraisalManagementPlan.pdf","https://www.plymouth.gov.uk/conservation-areas",,,"",local-authority:PLY,,,
253_PLY_CA14,"Turnchapel",,"Not Available","https://www.plymouth.gov.uk/conservation-areas",,,"",local-authority:PLY,,,
253_PLY_CA15,"Union Street",,"https://www.plymouth.gov.uk/sites/default/files/UnionStreetConservationAreaAppraisalManagementPlan.pdf","https://www.plymouth.gov.uk/conservation-areas",,,"",local-authority:PLY,,,
