reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_209_MAV_CA15_2,209_MAV_CA15,"Newland","https://www.malvernhills.gov.uk/conservation-area-maps-2024",https://www.malvernhills.gov.uk/conservation-area-maps-2024/file/Newland.pdf,area-map,"",local-authority:MAV,,,
D_209_MAV_CA16_1,209_MAV_CA16,"Powick","https://www.malvernhills.gov.uk/conservation-area-maps-2024","Not Available",area-appraisal,"",local-authority:MAV,,,
D_209_MAV_CA16_2,209_MAV_CA16,"Powick","https://www.malvernhills.gov.uk/conservation-area-maps-2024",https://www.malvernhills.gov.uk/filelink/fileman-files/Documents/Planning/Heritage%20%26%20Conservation/2024%20Conservation%20Area%20Maps/Powick.pdf,area-map,"",local-authority:MAV,,,
D_209_MAV_CA17_1,209_MAV_CA17,"Ripple","https://www.malvernhills.gov.uk/conservation-area-maps-2024","Not Available",area-appraisal,"",local-authority:MAV,,,
D_209_MAV_CA17_2,209_MAV_CA17,"Ripple","https://www.malvernhills.gov.uk/conservation-area-maps-2024",https://www.malvernhills.gov.uk/filelink/fileman-files/Documents/Planning/Heritage%20%26%20Conservation/2024%20Conservation%20Area%20Maps/Ripple.pdf,area-map,"",local-authority:MAV,,,
D_209_MAV_CA18_1,209_MAV_CA18,"Tenbury Wells","https://www.malvernhills.gov.uk/conservation-area-maps-2024","Not Available",area-appraisal,"",local-authority:MAV,,,
D_209_MAV_CA18_2,209_MAV_CA18,"Tenbury Wells","https://www.malvernhills.gov.uk/conservation-area-maps-2024",https://www.malvernhills.gov.uk/filelink/fileman-files/Documents/Planning/Heritage%20%26%20Conservation/2024%20Conservation%20Area%20Maps/Tenbury%20Wells.pdf,area-map,"",local-authority:MAV,,,
D_209_MAV_CA19_1,209_MAV_CA19,"Trinity","https://www.malvernhills.gov.uk/conservation-area-maps-2024","Not Available",area-appraisal,"",local-authority:MAV,,,
D_209_MAV_CA19_2,209_MAV_CA19,"Trinity","https://www.malvernhills.gov.uk/conservation-area-maps-2024",https://www.malvernhills.gov.uk/filelink/fileman-files/Documents/Planning/Heritage%20%26%20Conservation/2024%20Conservation%20Area%20Maps/Trinity.pdf,area-map,"",local-authority:MAV,,,
D_209_MAV_CA20_1,209_MAV_CA20,"Uckinghall","https://www.malvernhills.gov.uk/conservation-area-maps-2024","Not Available",area-appraisal,"",local-authority:MAV,,,
D_209_MAV_CA20_2,209_MAV_CA20,"Uckinghall","https://www.malvernhills.gov.uk/conservation-area-maps-2024",https://www.malvernhills.gov.uk/filelink/fileman-files/Documents/Planning/Heritage%20%26%20Conservation/2024%20Conservation%20Area%20Maps/Uckinghall.pdf,area-map,"",local-authority:MAV,,,
D_209_MAV_CA21_1,209_MAV_CA21,"Upton","https://www.malvernhills.gov.uk/conservation-area-maps-2024","Not Available",area-appraisal,"",local-authority:MAV,,,
D_209_MAV_CA21_2,209_MAV_CA21,"Upton","https://www.malvernhills.gov.uk/conservation-area-maps-2024",https://www.malvernhills.gov.uk/filelink/fileman-files/Documents/Planning/Heritage%20%26%20Conservation/2024%20Conservation%20Area%20Maps/Upton.pdf,area-map,"",local-authority:MAV,,,
