reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
341_THA_CA1,"Acol",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA2,"Birchington",,"https://drive.google.com/file/d/143U_ncaTG6HFJ5WjHoyQ3j02b9hWsvSC/view","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"Best Map is shown on page 8 of the appraisal document. ",local-authority:THA,,,
341_THA_CA3,"Broadstairs",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"2 extensions, additional maps",local-authority:THA,,,
341_THA_CA4,"Dalby Square",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA5,"Clifton PLace and Grotto Gardens",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA6,"Clifftop",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA7,"Edgar Road and Sweyn Road",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA8,"Ethelbert Road and Athelstan Road Cliftonville",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA9,"Kingsgate",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA10,"Margate",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA11,"Margate Seafront",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA12,"Minster",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA13,"Monkton",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA14,"Norfolk Road, Warwick Road and Surrey Road",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA15,"Northdown",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA16,"Northdown Road",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA17,"Pegwell",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA18,"Ramsgate",,"https://drive.google.com/file/d/1dCZoGKtIvfXCa0kiVdbMN2-06pOO8Yla/view","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"Extra documents are available. ",local-authority:THA,,,
341_THA_CA19,"Ramsgate, Royal Esplanade",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA20,"Ramsgate Montefiore",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA21,"Reading Street",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA22,"St Nicholas at Wade",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA23,"St Peter's",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA24,"Sarre",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA25,"Westgate on Sea",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA26,"Westgate on Sea East",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
341_THA_CA27,"Westgate on Sea South",,"No Appraisal document","https://www.thanet.gov.uk/info-pages/conservation-area/",,,"",local-authority:THA,,,
