reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
42_BEN_CA1,"Barn Hill",,"https://legacy.brent.gov.uk/media/16402710/barn-hill-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA2,"Brondesbury",,"https://legacy.brent.gov.uk/media/16402711/brondesbury-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA3,"Buck Lane",,"https://legacy.brent.gov.uk/media/16402712/buck-lane-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA4,"Harlesden",,"https://legacy.brent.gov.uk/media/16402713/harlesden-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA5,"Homestead Park",,"https://legacy.brent.gov.uk/media/16402714/homestead-park-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA6,"Kensal Green",,"https://legacy.brent.gov.uk/media/16402715/kensal-green-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA7,"Kensal Rise",,"https://legacy.brent.gov.uk/media/16421231/kensal-rise-character-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA8,"Kilburn",,"https://legacy.brent.gov.uk/media/16402716/kilburn-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA9,"Lawns Court",,"https://legacy.brent.gov.uk/media/16402717/lawns-court-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA10,"Mapesbury",,"https://legacy.brent.gov.uk/media/16402718/mapesbury-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA11,"Mount Stewart",,"https://legacy.brent.gov.uk/media/16402719/mount-stewart-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA12,"Neasden Village",,"https://legacy.brent.gov.uk/media/16402720/neasden-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA13,"North Kilburn",,"https://legacy.brent.gov.uk/media/16402721/north-kilburn-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA14,"Northwick Circle",,"https://legacy.brent.gov.uk/media/16402722/northwick-circle-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA15,"Paddington Cemetery",,"https://legacy.brent.gov.uk/media/16402723/paddington-cemetery-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA16,"Queens Park",,"https://legacy.brent.gov.uk/media/16402724/queens-park-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA17,"Roe Green Village",,"https://legacy.brent.gov.uk/media/16402725/roe-green-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA18,"South Kilburn",,"https://legacy.brent.gov.uk/media/16402726/south-kilburn-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA19,"St. Andrews",,"https://legacy.brent.gov.uk/media/16402727/st-andrews-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA20,"Sudbury Cottages",,"https://legacy.brent.gov.uk/media/16402728/sudbury-cottages-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA21,"Sudbury Court",,"https://legacy.brent.gov.uk/media/16402729/sudbury-court-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA22,"Wembley High Street",,"https://legacy.brent.gov.uk/media/16402730/wembley-high-street-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
42_BEN_CA23,"Willesden Green",,"https://legacy.brent.gov.uk/media/16402731/willesden-green-conservation-area-appraisal.pdf","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",,,"Extra documents are available. ",local-authority:BEN,,,
