reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_377_WNM_CA16_1,377_WNM_CA16,"Littlewick Green","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_littlewickgreen08_appraisal_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA16_2,377_WNM_CA16,"Littlewick Green","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_littlewick_green_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA17_1,377_WNM_CA17,"Maidenhead Riverside","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_maidenheadriverside10_appraisal_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA17_2,377_WNM_CA17,"Maidenhead Riverside","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_littlewickgreen08_appraisal_statement.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA18_1,377_WNM_CA18,"Maidenhead Town Centre","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_maidenhead_town_centre_conservation_area_statement.pdf",area-appraisal,"Best Map is shown on page 44 of the appraisal document. ",local-authority:WNM,,,
D_377_WNM_CA19_1,377_WNM_CA19,"Mill Lane (Clewer Village)","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","No Appraisal document",area-appraisal,"",local-authority:WNM,,,
D_377_WNM_CA19_2,377_WNM_CA19,"Mill Lane (Clewer Village)","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_mill_lane_clewer_conservation_area_map.pdf,area-map,"",local-authority:WNM,,,
D_377_WNM_CA20_1,377_WNM_CA20,"Old Windsor","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","No Appraisal document",area-appraisal,"",local-authority:WNM,,,
D_377_WNM_CA20_2,377_WNM_CA20,"Old Windsor","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_old_windsor_conservation_area_map.pdf,area-map,"",local-authority:WNM,,,
D_377_WNM_CA21_1,377_WNM_CA21,"Pinkneys Green, near Maidenhead","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_pinkneysgreen08_appraisal_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA21_2,377_WNM_CA21,"Pinkneys Green, near Maidenhead","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_pinkneys_green_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA22_1,377_WNM_CA22,"Shurlock Row","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_shurlock_row_conservation_area_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA22_2,377_WNM_CA22,"Shurlock Row","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_shurlock_row_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA23_1,377_WNM_CA23,"St Mary's Church and Bury Court, White Waltham","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_stmaryschurch_whitewaltham08_appraisal_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA23_2,377_WNM_CA23,"St Mary's Church and Bury Court, White Waltham","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_st_marys_ww_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA24_1,377_WNM_CA24,"Sunningdale","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_sunningdale_conservation_area_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA24_2,377_WNM_CA24,"Sunningdale","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_sunningdale_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA25_1,377_WNM_CA25,"Trinity Place/ Clarence Crescent, Windsor","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_trinity_place_clarence_crescent_conservation_area_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA25_2,377_WNM_CA25,"Trinity Place/ Clarence Crescent, Windsor","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_trinity_place_clarence_crescent_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA26_1,377_WNM_CA26,"Waltham St Lawrence","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","No Appraisal document",area-appraisal,"",local-authority:WNM,,,
D_377_WNM_CA26_2,377_WNM_CA26,"Waltham St Lawrence","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_waltham_st_lawrence_conservation_area_map.pdf,area-map,"",local-authority:WNM,,,
D_377_WNM_CA27_1,377_WNM_CA27,"Windsor Town Centre","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_windsor_town_centre_conservation_area_appraisal_part1.pdf",area-appraisal,"Appraisal in 6 parts, no obvious maps, could be made from individual maps?Extra documents are available. ",local-authority:WNM,,,
