reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_377_WNM_CA1_1,377_WNM_CA1,"All Saints, Boyn Hill, Maidenhead","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","No Appraisal document",area-appraisal,"",local-authority:WNM,,,
D_377_WNM_CA1_2,377_WNM_CA1,"All Saints, Boyn Hill, Maidenhead","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_all_saints_conservation_area_map.pdf,area-map,"",local-authority:WNM,,,
D_377_WNM_CA2_1,377_WNM_CA2,"Altwood Road, Maidenhead","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_altwoodroad08_appraisal_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA2_2,377_WNM_CA2,"Altwood Road, Maidenhead","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_altwood_road_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA3_1,377_WNM_CA3,"Beenham's Heath","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_beenhamsheath08_appraisal_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA3_2,377_WNM_CA3,"Beenham's Heath","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_beenhams_heath_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA4_1,377_WNM_CA4,"Bisham Village","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_bisham_village_conservation_area_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA4_2,377_WNM_CA4,"Bisham Village","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_bisham_village_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA5_1,377_WNM_CA5,"Bray Village","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_bray09_appraisal_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA5_2,377_WNM_CA5,"Bray Village","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_bray_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA6_1,377_WNM_CA6,"Burchetts Green","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_burchettsgreen08_appraisal_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA6_2,377_WNM_CA6,"Burchetts Green","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_burchetts_green_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA7_1,377_WNM_CA7,"Castle Hill, Maidenhead","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","No Appraisal document",area-appraisal,"",local-authority:WNM,,,
D_377_WNM_CA7_2,377_WNM_CA7,"Castle Hill, Maidenhead","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_castle_hill_conservation_area_map.pdf,area-map,"",local-authority:WNM,,,
D_377_WNM_CA8_1,377_WNM_CA8,"Cookham Dean","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_cookham_dean_conservation_area_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA8_2,377_WNM_CA8,"Cookham Dean","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_cookham_dean_conservation_area_map_with_subdiv1.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA9_1,377_WNM_CA9,"Cookham Village","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_cookham_village_conservation_area_appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA9_2,377_WNM_CA9,"Cookham Village","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_cookham_village_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA10_1,377_WNM_CA10,"Datchet","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_datchet_conservation_area_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA10_2,377_WNM_CA10,"Datchet","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_datchet_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA11_1,377_WNM_CA11,"Eton","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_eton_conservation_area_appraisal_part1.pdf",area-appraisal,"Appraisal in 4 parts, map in 2 partsExtra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA11_2,377_WNM_CA11,"Eton","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_eton_north_conservation_area_map.pdf,area-map,"Appraisal in 4 parts, map in 2 partsExtra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA12_1,377_WNM_CA12,"Furze Platt Triangle","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","No Appraisal document",area-appraisal,"",local-authority:WNM,,,
D_377_WNM_CA12_2,377_WNM_CA12,"Furze Platt Triangle","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_furze_platt_triangle_conservation_area_map.pdf,area-map,"",local-authority:WNM,,,
D_377_WNM_CA13_1,377_WNM_CA13,"Holyport","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_holyport_conservation_area_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA13_2,377_WNM_CA13,"Holyport","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_holyport_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA14_1,377_WNM_CA14,"Hurley Village","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_hurley_conservation_area_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA14_2,377_WNM_CA14,"Hurley Village","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_hurley_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA15_1,377_WNM_CA15,"Inner Windsor","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas","https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_inner_windsor_conservation_area_statement.pdf",area-appraisal,"Extra documents are available. ",local-authority:WNM,,,
D_377_WNM_CA15_2,377_WNM_CA15,"Inner Windsor","https://www.rbwm.gov.uk/planning-and-building-control/conservation/conservation-areas",https://www.rbwm.gov.uk/sites/default/files/2024-06/pp_inner_windsor_conservation_area_map.pdf,area-map,"Extra documents are available. ",local-authority:WNM,,,
