reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
242_NTY_CA1,"Backworth Village",,"No appraisal document","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive map",,,,44006312
242_NTY_CA2,"Benton",,"https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Longbenton%20and%20Benton%20CACA_0.pdf","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive mapBest Map is shown on page 2 of the appraisal document. ",,,,44006310
242_NTY_CA3,"Camp Terrace",,"https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Camp%20Terrace%20CA%20CA_0.pdf","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive mapBest Map is shown on page 6 of the appraisal document. ",,,,44006300
242_NTY_CA4,"Cullercoats",,"https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/cullercoats%20CA%20CA_0.pdf","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive mapBest Map is shown on page 2 of the appraisal document. ",,,,44006313
242_NTY_CA5,"Earsdon Village",,"https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Earsdon%20Village%20CA%20CA.pdf","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive mapBest Map is shown on page 6 of the appraisal document. ",,,,44006302
242_NTY_CA6,"Fish Quay",,"https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Fish%20Quay%20Neighbourhood%20Plan%20Supplementary%20Planning%20Document_0.pdf","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive mapExtra documents are available. ",,,,44006307
242_NTY_CA7,"Killingworth Village",,"https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/killingworth%20CA%20CA.pdf","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive mapBest Map is shown on page 2 of the appraisal document. ",,,,44006305
242_NTY_CA8,"Longbenton Village",,"No appraisal document","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive map",,,,44006299
242_NTY_CA9,"Monkseaton",,"https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Monkseaton%20CACA%20april%2018.pdf","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive mapExtra documents are available. ",,,,44006308
242_NTY_CA10,"New Quay",,"No appraisal document","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive map",,,,44006314
242_NTY_CA11,"Northumberland Square",,"https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Northumberland%20Square%20Character%20Appraisal%202020_0.pdf","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 4 of the appraisal document. ",,,,44006301
242_NTY_CA12,"Preston Park",,"https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Preston%20Park%20CA%20CA%2009.pdf","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive mapBest Map is shown on page 4 of the appraisal document. ",,,,44006304
242_NTY_CA13,"Sacred Heart Church, Wideopen",,"https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/sacred%20heart%20CA%20CA.pdf","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive mapBest Map is shown on page 2 of the appraisal document. ",,,,44006309
242_NTY_CA14,"St Mary's Island",,"https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/st%20marys%20island%20CA%20CA.pdf","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive mapBest Map is shown on page 2 of the appraisal document. ",,,,44006303
242_NTY_CA15,"St Peter's",,"https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/st%20peters%20CA%20CA.pdf","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive mapBest Map is shown on page 2 of the appraisal document. ",,,,44006306
242_NTY_CA16,"The Green, Wallsend",,"https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Wallsend%20Green%20CACA%201.pdf","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive mapExtra documents are available. ",,,,44006311
242_NTY_CA17,"Tynemouth Village",,"https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Tynemouth%20Village%20CA%20CA.pdf","https://my.northtyneside.gov.uk/category/1158/conservation-areas-north-tyneside",,,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 2 of the appraisal document. ",,,,44006315
