reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_177_HYN_CA1_1,177_HYN_CA1,"Accrington Town Centre","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/","No appraisal document",area-appraisal,"",,,,44005646
D_177_HYN_CA1_2,177_HYN_CA1,"Accrington Town Centre","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/?wpdmdl=5533&refresh=66c75762541571724340066&ind=1487951850221&filename=Accrington%20Town%20Centre%20Conservation%20Area.pdf,area-map,"",,,,44005646
D_177_HYN_CA2_1,177_HYN_CA2,"Christ Church, Accrington","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/","No appraisal document",area-appraisal,"",,,,44005645
D_177_HYN_CA2_2,177_HYN_CA2,"Christ Church, Accrington","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/?wpdmdl=5533&refresh=66c75762541571724340066&ind=1487951851125&filename=Christ%20Church%20Conservation%20Area.pdf,area-map,"",,,,44005645
D_177_HYN_CA3_1,177_HYN_CA3,"Great Harwood","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/","https://www.hyndburnbc.gov.uk/download/great-harwood-town-centre-and-tottleworth-conservation-area-appraisals/?wpdmdl=5527&refresh=66c758d0798e51724340432&ind=1484580594158&filename=Great%20Harwood%20Town%20Centre%20Conservation%20Area%20Appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44005650
D_177_HYN_CA3_2,177_HYN_CA3,"Great Harwood","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/?wpdmdl=5533&refresh=66c75762541571724340066&ind=1487951855518&filename=Great%20Harwood%20Conservation%20Area.pdf,area-map,"Extra documents are available. ",,,,44005650
D_177_HYN_CA4_1,177_HYN_CA4,"Rhyddings, Oswaldtwistle","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/","No appraisal document",area-appraisal,"",,,,44005642
D_177_HYN_CA4_2,177_HYN_CA4,"Rhyddings, Oswaldtwistle","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/?wpdmdl=5533&refresh=66c75762541571724340066&ind=1487951859226&filename=The%20Rhyddings%20Conservation%20Area.pdf,area-map,"",,,,44005642
D_177_HYN_CA5_1,177_HYN_CA5,"The Straits, Oswaldtwistle","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/","No appraisal document",area-appraisal,"",,,,44005643
D_177_HYN_CA5_2,177_HYN_CA5,"The Straits, Oswaldtwistle","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/?wpdmdl=5533&refresh=66c75762541571724340066&ind=1487951860127&filename=The%20Straits%20Conservation%20Area.pdf,area-map,"",,,,44005643
D_177_HYN_CA6_1,177_HYN_CA6,"Stanhill, Oswaldtwistle","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/","No appraisal document",area-appraisal,"",,,,44005644
D_177_HYN_CA6_2,177_HYN_CA6,"Stanhill, Oswaldtwistle","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/?wpdmdl=5533&refresh=66c75762541571724340066&ind=1487951858320&filename=Stanhill%20Conservation%20Area.pdf,area-map,"",,,,44005644
D_177_HYN_CA7_1,177_HYN_CA7,"St James, Altham","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/","No appraisal document",area-appraisal,"",,,,44005651
D_177_HYN_CA7_2,177_HYN_CA7,"St James, Altham","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/?wpdmdl=5533&refresh=66c75762541571724340066&ind=1487951857424&filename=St.%20James,%20Altham,%20Conservation%20Area.pdf,area-map,"",,,,44005651
D_177_HYN_CA8_1,177_HYN_CA8,"Tottleworth, Great Harwood","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/","https://www.hyndburnbc.gov.uk/download/great-harwood-town-centre-and-tottleworth-conservation-area-appraisals/?wpdmdl=5527&refresh=66c758d0798e51724340432&ind=1706107289330&filename=1706106907wpdm_(CALL64842)%20Tottleworth%20Conservation%20Area%20Appraisal%20and%20Management%20Plans.pdf",area-appraisal,"Extra documents are available. ",,,,44005649
D_177_HYN_CA8_2,177_HYN_CA8,"Tottleworth, Great Harwood","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/?wpdmdl=5533&refresh=66c75762541571724340066&ind=1487951861048&filename=Tottleworth%20Conservation%20Area.pdf,area-map,"Extra documents are available. ",,,,44005649
D_177_HYN_CA9_1,177_HYN_CA9,"Church Canalside, Church","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/","No appraisal document",area-appraisal,"",,,,44005647
D_177_HYN_CA9_2,177_HYN_CA9,"Church Canalside, Church","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/?wpdmdl=5533&refresh=66c75762541571724340066&ind=1487951852004&filename=Church%20Canalside%20Conservation%20Area.pdf,area-map,"",,,,44005647
D_177_HYN_CA10_1,177_HYN_CA10,"Mercer Park, Clayton","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/","No appraisal document",area-appraisal,"",,,,44005648
D_177_HYN_CA10_2,177_HYN_CA10,"Mercer Park, Clayton","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/?wpdmdl=5533&refresh=66c75762541571724340066&ind=1487951856524&filename=Mercer%20Park%20Conservation%20Area.pdf,area-map,"",,,,44005648
