reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_335_TAW_CA1_1,335_TAW_CA1,"Albert Road/Victoria Street","https://community.tamworth.gov.uk/conservation-areas","https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Victorial-Albert-Report-Nov09.pdf",area-appraisal,"Extra documents are available. ",,,,44000123
D_335_TAW_CA1_2,335_TAW_CA1,"Albert Road/Victoria Street","https://community.tamworth.gov.uk/conservation-areas",https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Victoria-and-Albert-Rds-CA-Map.pdf,area-map,"Extra documents are available. ",,,,44000123
D_335_TAW_CA2_1,335_TAW_CA2,"Amington Green","https://community.tamworth.gov.uk/conservation-areas","https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Amington-Green-final-Nov09.pdf",area-appraisal,"Extra documents are available. ",,,,44000122
D_335_TAW_CA2_2,335_TAW_CA2,"Amington Green","https://community.tamworth.gov.uk/conservation-areas",https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Amington-Green-CA-Map.pdf,area-map,"Extra documents are available. ",,,,44000122
D_335_TAW_CA3_1,335_TAW_CA3,"Amington Hall Estate","https://community.tamworth.gov.uk/conservation-areas","https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Amington-Hall-final-Nov09.pdf",area-appraisal,"Extra documents are available. ",,,,44000117
D_335_TAW_CA3_2,335_TAW_CA3,"Amington Hall Estate","https://community.tamworth.gov.uk/conservation-areas",https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Amington-Hall-CA-Map.pdf,area-map,"Extra documents are available. ",,,,44000117
D_335_TAW_CA4_1,335_TAW_CA4,"Dostill","https://community.tamworth.gov.uk/conservation-areas","https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Dosthill-final-Nov09.pdf",area-appraisal,"Extra documents are available. ",,,,44000118
D_335_TAW_CA4_2,335_TAW_CA4,"Dostill","https://community.tamworth.gov.uk/conservation-areas",https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Dosthill-CA-Map.pdf,area-map,"Extra documents are available. ",,,,44000118
D_335_TAW_CA5_1,335_TAW_CA5,"Hospital Street","https://community.tamworth.gov.uk/conservation-areas","https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Hospital-Street-Final-Nov09.pdf",area-appraisal,"Extra documents are available. ",,,,44000119
D_335_TAW_CA5_2,335_TAW_CA5,"Hospital Street","https://community.tamworth.gov.uk/conservation-areas",https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Hospital-St-CA-Map.pdf,area-map,"Extra documents are available. ",,,,44000119
D_335_TAW_CA6_1,335_TAW_CA6,"Tamworth Town","https://community.tamworth.gov.uk/conservation-areas","https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Town-Centre-Nov09.pdf",area-appraisal,"Extra documents are available. ",,,,44000120
D_335_TAW_CA6_2,335_TAW_CA6,"Tamworth Town","https://community.tamworth.gov.uk/conservation-areas",https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Town-Centre-CA-Map.pdf,area-map,"Extra documents are available. ",,,,44000120
D_335_TAW_CA7_1,335_TAW_CA7,"Wilnecote","https://community.tamworth.gov.uk/conservation-areas","https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Wilnecote-final-Nov09.pdf",area-appraisal,"Extra documents are available. ",,,,44000121
D_335_TAW_CA7_2,335_TAW_CA7,"Wilnecote","https://community.tamworth.gov.uk/conservation-areas",https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Wilnecote-CA-Map.pdf,area-map,"Extra documents are available. ",,,,44000121
