reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_299_SKP_CA1_1,299_SKP_CA1,"Houldsworth","https://www.stockport.gov.uk/documents/houldsworth-ca","https://live-iag-static-assets.s3-eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/Houldsworth/Houldsworth+Illustrated+Conservation+Area+Character+Appraisal.pdf",area-appraisal,"Polygon on interactive mapExtra documents are available. Best Map is shown on page 50 of the appraisal document. ",,,,44004857
D_299_SKP_CA2_1,299_SKP_CA2,"Heaton Moor","https://www.stockport.gov.uk/documents/heaton-moor-ca","https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/Heaton+Moor/Heaton+Moor+Text+Only+Conservation+Area+Character+Appraisal.pdf",area-appraisal,"Polygon on interactive mapExtra documents are available. ",,,,44004858
D_299_SKP_CA2_2,299_SKP_CA2,"Heaton Moor","https://www.stockport.gov.uk/documents/heaton-moor-ca",https://live-iag-static-assets.s3-eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/Heaton+Moor/Heaton+Moor+Listed+Building+Map.pdf,area-map,"Polygon on interactive mapExtra documents are available. ",,,,44004858
D_299_SKP_CA3_1,299_SKP_CA3,"Mauldeth Road","https://www.stockport.gov.uk/documents/mauldeth-road-ca","https://live-iag-static-assets.s3-eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/Mauldeth+Road/Mauldeth+Road+Text+Only+Conservation+Area+Character+Appraisal.pdf",area-appraisal,"Polygon on interactive mapExtra documents are available. ",,,,44004859
D_299_SKP_CA4_1,299_SKP_CA4,"Heaton Mersey","https://www.stockport.gov.uk/documents/heaton-mersey-ca","https://live-iag-static-assets.s3-eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/Heaton+Mersey/Heaton+Mersey+Illustrated+Conservation+Area+Character+Appraisal.pdf",area-appraisal,"Polygon on interactive mapExtra documents are available. Best Map is shown on page 75 of the appraisal document. ",,,,44004860
D_299_SKP_CA5_1,299_SKP_CA5,"Green Lane","https://www.stockport.gov.uk/documents/green-lane-ca","https://live-iag-static-assets.s3-eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/Green+Lane%2C+Heaton+Norris/Green+Lane+Text+Only+Conservation+Area+Character+Appraisal.pdf",area-appraisal,"Polygon on interactive mapExtra documents are available. ",,,,44004856
D_299_SKP_CA5_2,299_SKP_CA5,"Green Lane","https://www.stockport.gov.uk/documents/green-lane-ca",https://live-iag-static-assets.s3-eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/Green+Lane%2C+Heaton+Norris/Green+Lane+Appraisal+Map.pdf,area-map,"Polygon on interactive mapExtra documents are available. ",,,,44004856
D_299_SKP_CA6_1,299_SKP_CA6,"Dodge Hill","https://www.stockport.gov.uk/documents/dodge-hill-ca","https://live-iag-static-assets.s3-eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/Dodge+Hill/Dodge+Hill+Illustrated+Conservation+Area+Character+Appraisal.pdf",area-appraisal,"Polygon on interactive mapExtra documents are available. Best Map is shown on page 52 of the appraisal document. ",,,,44004855
D_299_SKP_CA7_1,299_SKP_CA7,"Market/Underbanks","https://www.stockport.gov.uk/documents/market-underbanks-ca","https://assets.ctfassets.net/ii3xdrqc6nfw/2o3mMfRHKhpuH4XtDssL6k/7158368d896af957fb912eb0e6530974/Market_Underbanks_Illustrated_Appraisal.pdf",area-appraisal,"Polygon on interactive mapExtra documents are available. ",,,,44004854
D_299_SKP_CA7_2,299_SKP_CA7,"Market/Underbanks","https://www.stockport.gov.uk/documents/market-underbanks-ca",https://assets.ctfassets.net/ii3xdrqc6nfw/4spVDePxhD33hl89qMRAHx/40ecf80b239627093040238f8385d105/Boundary_Map_-_Market_Underbanks.pdf,area-map,"Polygon on interactive mapExtra documents are available. ",,,,44004854
D_299_SKP_CA8_1,299_SKP_CA8,"St Peters","https://www.stockport.gov.uk/documents/st-peters-ca","https://live-iag-static-assets.s3-eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/St+Peters/St+Peters+Text+Only+Conservation+Area+Character+Appraisal.pdf",area-appraisal,"Polygon on interactive mapExtra documents are available. ",,,,44004852
D_299_SKP_CA8_2,299_SKP_CA8,"St Peters","https://www.stockport.gov.uk/documents/st-peters-ca",https://live-iag-static-assets.s3-eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/St+Peters/St+Peters+Conservation+Area+Appraisal+Map.pdf,area-map,"Polygon on interactive mapExtra documents are available. ",,,,44004852
D_299_SKP_CA9_1,299_SKP_CA9,"Hillgate","https://www.stockport.gov.uk/documents/hillgate-ca","https://live-iag-static-assets.s3-eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/Hillgate/Hillgate+Text+Only+Conservation+Area+Character+Appraisal.pdf",area-appraisal,"Polygon on interactive mapExtra documents are available. ",,,,44004853
D_299_SKP_CA9_2,299_SKP_CA9,"Hillgate","https://www.stockport.gov.uk/documents/hillgate-ca",https://live-iag-static-assets.s3-eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/Hillgate/Hillgate+Illustrated+Conservation+Area+Character+Appraisal.pdf,area-map,"Polygon on interactive mapExtra documents are available. ",,,,44004853
D_299_SKP_CA10_1,299_SKP_CA10,"Town Hall","https://www.stockport.gov.uk/documents/town-hall-ca","https://live-iag-static-assets.s3-eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/Town+Hall/Town+Hall+Text+Only+Conservation+Area+Character+Appraisal.pdf",area-appraisal,"Polygon on interactive mapExtra documents are available. ",,,,44004851
D_299_SKP_CA10_2,299_SKP_CA10,"Town Hall","https://www.stockport.gov.uk/documents/town-hall-ca",https://live-iag-static-assets.s3-eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/Town+Hall/Town+Hall+Conservation+Area+Appraisal+Map.pdf,area-map,"Polygon on interactive mapExtra documents are available. ",,,,44004851
D_299_SKP_CA11_1,299_SKP_CA11,"Alexandra Park, Edgeley","https://www.stockport.gov.uk/documents/alexandra-park-edgeley-ca","https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Stockport+Historic+Environment+Database/Alexandra+Park/Alexandra+Park+Illustrated+Conservation+Area+Character+Appraisal.pdf",area-appraisal,"Polygon on interactive mapExtra documents are available. Best Map is shown on page 47 of the appraisal document. ",,,,44004850
