reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_343_THR_CA1_1,343_THR_CA1,"Horndon on the Hill","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002589
D_343_THR_CA1_2,343_THR_CA1,"Horndon on the Hill","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock",https://thurrock.maps.arcgis.com/apps/webappviewer/index.html?id=a20e2e4db9834b1f9066c3f0c7ac5869,area-map,"Polygons on interactive map",,,,44002589
D_343_THR_CA2_1,343_THR_CA2,"Corringham","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002594
D_343_THR_CA2_2,343_THR_CA2,"Corringham","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock",https://thurrock.maps.arcgis.com/apps/webappviewer/index.html?id=a20e2e4db9834b1f9066c3f0c7ac5869,area-map,"Polygons on interactive map",,,,44002594
D_343_THR_CA3_1,343_THR_CA3,"Orsett","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002591
D_343_THR_CA3_2,343_THR_CA3,"Orsett","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock",https://thurrock.maps.arcgis.com/apps/webappviewer/index.html?id=a20e2e4db9834b1f9066c3f0c7ac5869,area-map,"Polygons on interactive map",,,,44002591
D_343_THR_CA4_1,343_THR_CA4,"Fobbing","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002593
D_343_THR_CA4_2,343_THR_CA4,"Fobbing","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock",https://thurrock.maps.arcgis.com/apps/webappviewer/index.html?id=a20e2e4db9834b1f9066c3f0c7ac5869,area-map,"Polygons on interactive map",,,,44002593
D_343_THR_CA5_1,343_THR_CA5,"Purfleet","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002595
D_343_THR_CA5_2,343_THR_CA5,"Purfleet","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock",https://thurrock.maps.arcgis.com/apps/webappviewer/index.html?id=a20e2e4db9834b1f9066c3f0c7ac5869,area-map,"Polygons on interactive map",,,,44002595
D_343_THR_CA6_1,343_THR_CA6,"West Tilbury","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002590
D_343_THR_CA6_2,343_THR_CA6,"West Tilbury","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock",https://thurrock.maps.arcgis.com/apps/webappviewer/index.html?id=a20e2e4db9834b1f9066c3f0c7ac5869,area-map,"Polygons on interactive map",,,,44002590
D_343_THR_CA7_1,343_THR_CA7,"East Tilbury","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002592
D_343_THR_CA7_2,343_THR_CA7,"East Tilbury","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock",https://thurrock.maps.arcgis.com/apps/webappviewer/index.html?id=a20e2e4db9834b1f9066c3f0c7ac5869,area-map,"Polygons on interactive map",,,,44002592
