reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_83_CHO_CA1_1,83_CHO_CA1,"Rivington","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1","No appraisal document",area-appraisal,"",,,,44004785
D_83_CHO_CA1_2,83_CHO_CA1,"Rivington","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs&layers=Conservation%20Areas&_gl=1*s4z6sr*_ga*MjAzODMxNjg5MC4xNzIzNjQ0ODQ4*_ga_E4THJ7TK6M*MTcyMzY0NDg0Ny4xLjEuMTcyMzY0NDk4OC4wLjAuMA..,area-map,"",,,,44004785
D_83_CHO_CA2_1,83_CHO_CA2,"St George's","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1","No appraisal document",area-appraisal,"",,,,44004786
D_83_CHO_CA2_2,83_CHO_CA2,"St George's","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs&layers=Conservation%20Areas&_gl=1*s4z6sr*_ga*MjAzODMxNjg5MC4xNzIzNjQ0ODQ4*_ga_E4THJ7TK6M*MTcyMzY0NDg0Ny4xLjEuMTcyMzY0NDk4OC4wLjAuMA..,area-map,"",,,,44004786
D_83_CHO_CA3_1,83_CHO_CA3,"St Laurence's","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1","No appraisal document",area-appraisal,"",,,,44004787
D_83_CHO_CA3_2,83_CHO_CA3,"St Laurence's","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs&layers=Conservation%20Areas&_gl=1*s4z6sr*_ga*MjAzODMxNjg5MC4xNzIzNjQ0ODQ4*_ga_E4THJ7TK6M*MTcyMzY0NDg0Ny4xLjEuMTcyMzY0NDk4OC4wLjAuMA..,area-map,"",,,,44004787
D_83_CHO_CA4_1,83_CHO_CA4,"White Copppice","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1","No appraisal document",area-appraisal,"",,,,44004788
D_83_CHO_CA4_2,83_CHO_CA4,"White Copppice","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs&layers=Conservation%20Areas&_gl=1*s4z6sr*_ga*MjAzODMxNjg5MC4xNzIzNjQ0ODQ4*_ga_E4THJ7TK6M*MTcyMzY0NDg0Ny4xLjEuMTcyMzY0NDk4OC4wLjAuMA..,area-map,"",,,,44004788
D_83_CHO_CA5_1,83_CHO_CA5,"Croston","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1","No appraisal document",area-appraisal,"",,,,44004784
D_83_CHO_CA5_2,83_CHO_CA5,"Croston","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs&layers=Conservation%20Areas&_gl=1*s4z6sr*_ga*MjAzODMxNjg5MC4xNzIzNjQ0ODQ4*_ga_E4THJ7TK6M*MTcyMzY0NDg0Ny4xLjEuMTcyMzY0NDk4OC4wLjAuMA..,area-map,"",,,,44004784
D_83_CHO_CA6_1,83_CHO_CA6,"Bretherton","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1","No appraisal document",area-appraisal,"",,,,44004783
D_83_CHO_CA6_2,83_CHO_CA6,"Bretherton","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs&layers=Conservation%20Areas&_gl=1*s4z6sr*_ga*MjAzODMxNjg5MC4xNzIzNjQ0ODQ4*_ga_E4THJ7TK6M*MTcyMzY0NDg0Ny4xLjEuMTcyMzY0NDk4OC4wLjAuMA..,area-map,"",,,,44004783
D_83_CHO_CA7_1,83_CHO_CA7,"Withnell Fold","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1","No appraisal document",area-appraisal,"",,,,44004789
D_83_CHO_CA7_2,83_CHO_CA7,"Withnell Fold","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs&layers=Conservation%20Areas&_gl=1*s4z6sr*_ga*MjAzODMxNjg5MC4xNzIzNjQ0ODQ4*_ga_E4THJ7TK6M*MTcyMzY0NDg0Ny4xLjEuMTcyMzY0NDk4OC4wLjAuMA..,area-map,"",,,,44004789
D_83_CHO_CA8_1,83_CHO_CA8,"Abbey Village","https://chorley.gov.uk/planning-building-control/listed-buildings-conservation-areas/1","No appraisal document",area-appraisal,"",,,,44004791
