reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
271_ROT_CA1,"Wath upon Dearne",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006179
271_ROT_CA2,"Barrow",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006478
271_ROT_CA3,"Wentworth",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006477
271_ROT_CA4,"Swinton",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006178
271_ROT_CA5,"Thorpe Hesley",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006180
271_ROT_CA6,"Scholes",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006193
271_ROT_CA7,"Greasebrough",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006195
271_ROT_CA8,"Ravenfield",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006176
271_ROT_CA9,"Rotherham Town Centre",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006194
271_ROT_CA10,"Eastwood",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006196
271_ROT_CA11,"Dalton Parva",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006177
271_ROT_CA12,"Wickersley",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006175
271_ROT_CA13,"Whiston",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006186
271_ROT_CA14,"Treeton",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006184
271_ROT_CA15,"Ulley",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006198
271_ROT_CA16,"Brampton en le Morthen",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006185
271_ROT_CA17,"Laughton en la Morthen",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006187
271_ROT_CA18,"Aston",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006183
271_ROT_CA19,"Letwell",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006197
271_ROT_CA20,"Dinnington",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006188
271_ROT_CA21,"Gildingwells",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006189
271_ROT_CA22,"North Anston",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006192
271_ROT_CA23,"Wales",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006182
271_ROT_CA24,"South Anston",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006191
271_ROT_CA25,"Woodsetts",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006190
271_ROT_CA26,"Harthill",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006181
271_ROT_CA27,"Thorpe Salvin",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006199
271_ROT_CA28,"Moorgate",,"No appraisal document","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2",,,"Polygons on interactive map",,,,44006174
