reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_386_WSK_CA17_2,386_WSK_CA17,"Flempton","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Flempton_Conservation_Area.pdf,area-map,"",,,,44007052
D_386_WSK_CA18_1,386_WSK_CA18,"Fornham All Saints","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44006980
D_386_WSK_CA18_2,386_WSK_CA18,"Fornham All Saints","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Fornham_All_Saints_Conservation_Area.pdf,area-map,"",,,,44006980
D_386_WSK_CA19_1,386_WSK_CA19,"Freckenham October","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","https://www.westsuffolk.gov.uk/planning/Conservation/upload/Freckenham-CAA-Adoption-2010.pdf",area-appraisal,"Extra documents are available. ",,,,44006978
D_386_WSK_CA19_2,386_WSK_CA19,"Freckenham October","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Freckenham_Conservation_Area_-Sept_2010-Adopted-Map.pdf,area-map,"Extra documents are available. ",,,,44006978
D_386_WSK_CA20_1,386_WSK_CA20,"Great and Little Thurlow","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007053
D_386_WSK_CA20_2,386_WSK_CA20,"Great and Little Thurlow","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Great_and_Little_Thurlow_Conservation_Area.pdf,area-map,"",,,,44007053
D_386_WSK_CA21_1,386_WSK_CA21,"Great Livermere","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007120
D_386_WSK_CA21_2,386_WSK_CA21,"Great Livermere","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Great_Livermere_Conservation_Area-2.pdf,area-map,"",,,,44007120
D_386_WSK_CA22_1,386_WSK_CA22,"Great and Little Whelnetham and Sicklesmere","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007062
D_386_WSK_CA22_2,386_WSK_CA22,"Great and Little Whelnetham and Sicklesmere","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Sicklesmere_Conservation_Area.pdf,area-map,"",,,,44007062
D_386_WSK_CA23_1,386_WSK_CA23,"Great Wratting","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007054
D_386_WSK_CA23_2,386_WSK_CA23,"Great Wratting","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Great_Wratting_Conservation_Area.pdf,area-map,"",,,,44007054
D_386_WSK_CA24_1,386_WSK_CA24,"Haverhill (Hamlet Road)","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007122
D_386_WSK_CA24_2,386_WSK_CA24,"Haverhill (Hamlet Road)","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Haverhill_Hamlet_Road_Conservation_Area.pdf,area-map,"",,,,44007122
D_386_WSK_CA25_1,386_WSK_CA25,"Haverhill (Queen Street)","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","https://www.westsuffolk.gov.uk/planning/Conservation/upload/Haverhill-Queen-Street-ConservationAreaAppraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44007123
D_386_WSK_CA25_2,386_WSK_CA25,"Haverhill (Queen Street)","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Haverhill_Queen_Street_Conservation_Area.pdf,area-map,"Extra documents are available. ",,,,44007123
D_386_WSK_CA26_1,386_WSK_CA26,"Hawkedon","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007055
D_386_WSK_CA26_2,386_WSK_CA26,"Hawkedon","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/HawkedonConservationAreaMap.pdf,area-map,"",,,,44007055
D_386_WSK_CA27_1,386_WSK_CA27,"Hengrave","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007056
D_386_WSK_CA27_2,386_WSK_CA27,"Hengrave","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Hengrave_Conservation_Area.pdf,area-map,"",,,,44007056
D_386_WSK_CA28_1,386_WSK_CA28,"Higham","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007043
D_386_WSK_CA28_2,386_WSK_CA28,"Higham","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Higham_Conservation_Area-2.pdf,area-map,"",,,,44007043
D_386_WSK_CA29_1,386_WSK_CA29,"Honington","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007125
D_386_WSK_CA29_2,386_WSK_CA29,"Honington","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Honington_Conservation_Area.pdf,area-map,"",,,,44007125
D_386_WSK_CA30_1,386_WSK_CA30,"Hopton","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007057
D_386_WSK_CA30_2,386_WSK_CA30,"Hopton","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Hopton_Conservation_Area.pdf,area-map,"",,,,44007057
D_386_WSK_CA31_1,386_WSK_CA31,"Horringer","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007058
D_386_WSK_CA31_2,386_WSK_CA31,"Horringer","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Horringer_Conservation_Area.pdf,area-map,"",,,,44007058
D_386_WSK_CA32_1,386_WSK_CA32,"Hundon","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007124
D_386_WSK_CA32_2,386_WSK_CA32,"Hundon","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Hundon_Conservation_Area.pdf,area-map,"",,,,44007124
D_386_WSK_CA33_1,386_WSK_CA33,"Ixworth","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","https://www.westsuffolk.gov.uk/planning/Conservation/upload/Ixworth-Appraisal-FINAL-VERSION.pdf",area-appraisal,"Extra documents are available. ",,,,44006981
D_386_WSK_CA33_2,386_WSK_CA33,"Ixworth","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Ixworth_Conservation_Area_-amended_28_09_2010.pdf,area-map,"Extra documents are available. ",,,,44006981
D_386_WSK_CA34_1,386_WSK_CA34,"Lakenheath","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","https://www.westsuffolk.gov.uk/planning/Conservation/upload/A78-ForestHeathConservationAreaAppraisalLakenheath.pdf",area-appraisal,"Extra documents are available. ",,,,44007040
D_386_WSK_CA34_2,386_WSK_CA34,"Lakenheath","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/LakenheathAppraisalPlanMap.pdf,area-map,"Extra documents are available. ",,,,44007040
D_386_WSK_CA35_1,386_WSK_CA35,"Lidgate","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007059
D_386_WSK_CA35_2,386_WSK_CA35,"Lidgate","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Lidgate_Conservation_Area.pdf,area-map,"",,,,44007059
D_386_WSK_CA36_1,386_WSK_CA36,"Mildenhall","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44006977
D_386_WSK_CA36_2,386_WSK_CA36,"Mildenhall","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Mildenhall_Conservation_Area-2.pdf,area-map,"",,,,44006977
D_386_WSK_CA37_1,386_WSK_CA37,"Moulton October","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","https://www.westsuffolk.gov.uk/planning/Conservation/upload/A82-ForestHeathConservationAreaAppraisalMoulton.pdf",area-appraisal,"Extra documents are available. ",,,,44006974
D_386_WSK_CA37_2,386_WSK_CA37,"Moulton October","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Moulton-maps.pdf,area-map,"Extra documents are available. ",,,,44006974
D_386_WSK_CA38_1,386_WSK_CA38,"Newmarket March","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44006979
D_386_WSK_CA38_2,386_WSK_CA38,"Newmarket March","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Newmarket_Conservation_Area.pdf,area-map,"",,,,44006979
D_386_WSK_CA39_1,386_WSK_CA39,"Pakenham","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007060
D_386_WSK_CA39_2,386_WSK_CA39,"Pakenham","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Pakenham_Conservation_Area.pdf,area-map,"",,,,44007060
D_386_WSK_CA40_1,386_WSK_CA40,"Risby","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007061
D_386_WSK_CA40_2,386_WSK_CA40,"Risby","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Risby_Conservation_Area.pdf,area-map,"",,,,44007061
D_386_WSK_CA41_1,386_WSK_CA41,"Santon Downham","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007343
D_386_WSK_CA41_2,386_WSK_CA41,"Santon Downham","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Santon-Downham-A3.pdf,area-map,"",,,,44007343
D_386_WSK_CA42_1,386_WSK_CA42,"Stanton","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007121
D_386_WSK_CA42_2,386_WSK_CA42,"Stanton","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Stanton_Conservation_Area.pdf,area-map,"",,,,44007121
D_386_WSK_CA43_1,386_WSK_CA43,"Stoke-by-Clare","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007063
D_386_WSK_CA43_2,386_WSK_CA43,"Stoke-by-Clare","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Stoke-by-Clare_Conservation_Area.pdf,area-map,"",,,,44007063
D_386_WSK_CA44_1,386_WSK_CA44,"Stradishall","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007064
D_386_WSK_CA44_2,386_WSK_CA44,"Stradishall","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Stradishall_Conservation_Area.pdf,area-map,"",,,,44007064
D_386_WSK_CA45_1,386_WSK_CA45,"West Stow and Culford Park","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007065
D_386_WSK_CA45_2,386_WSK_CA45,"West Stow and Culford Park","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/West_Stow_and_Culford_Park_Conservation_Area.pdf,area-map,"",,,,44007065
D_386_WSK_CA46_1,386_WSK_CA46,"Whepstead","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007066
D_386_WSK_CA46_2,386_WSK_CA46,"Whepstead","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Whepstead_Conservation_Area.pdf,area-map,"",,,,44007066
D_386_WSK_CA47_1,386_WSK_CA47,"Wickhambrook","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007067
D_386_WSK_CA47_2,386_WSK_CA47,"Wickhambrook","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Wickhambrook_Conservation_Area.pdf,area-map,"",,,,44007067
D_386_WSK_CA48_1,386_WSK_CA48,"Withersfield","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm","No appraisal document",area-appraisal,"",,,,44007117
D_386_WSK_CA48_2,386_WSK_CA48,"Withersfield","https://www.westsuffolk.gov.uk/planning/Conservation/conservationareasandappraisals.cfm",https://www.westsuffolk.gov.uk/planning/Conservation/upload/Withersfield_Conservation_Area.pdf,area-map,"",,,,44007117
