reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_27_ALL_CA1_1,27_ALL_CA1,"Allonby","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44005033
D_27_ALL_CA1_2,27_ALL_CA1,"Allonby","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/",https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/,area-map,"Polygons on interactive map",,,,44005033
D_27_ALL_CA2_1,27_ALL_CA2,"Blennerhasset","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44005034
D_27_ALL_CA2_2,27_ALL_CA2,"Blennerhasset","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/",https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/,area-map,"Polygons on interactive map",,,,44005034
D_27_ALL_CA3_1,27_ALL_CA3,"Bowness-on-Solway","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44005040
D_27_ALL_CA3_2,27_ALL_CA3,"Bowness-on-Solway","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/",https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/,area-map,"Polygons on interactive map",,,,44005040
D_27_ALL_CA4_1,27_ALL_CA4,"Caldbeck","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44005046
D_27_ALL_CA4_2,27_ALL_CA4,"Caldbeck","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/",https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/,area-map,"Polygons on interactive map",,,,44005046
D_27_ALL_CA5_1,27_ALL_CA5,"Cockermouth","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","https://www-cloudfront.allerdale.gov.uk/media/filer_public/0b/1e/0b1e24f1-0b17-49a9-a999-98a5b72e5e25/cockermouth_character_appraisal.pdf",area-appraisal,"Polygons on interactive map",,,,44005028
D_27_ALL_CA5_2,27_ALL_CA5,"Cockermouth","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/",https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/,area-map,"Polygons on interactive map",,,,44005028
D_27_ALL_CA6_1,27_ALL_CA6,"Gamelsby","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44005041
D_27_ALL_CA6_2,27_ALL_CA6,"Gamelsby","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/",https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/,area-map,"Polygons on interactive map",,,,44005041
D_27_ALL_CA7_1,27_ALL_CA7,"Greysouthen","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44005026
D_27_ALL_CA7_2,27_ALL_CA7,"Greysouthen","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/",https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/,area-map,"Polygons on interactive map",,,,44005026
D_27_ALL_CA8_1,27_ALL_CA8,"Hayton","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44005035
D_27_ALL_CA8_2,27_ALL_CA8,"Hayton","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/",https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/,area-map,"Polygons on interactive map",,,,44005035
D_27_ALL_CA9_1,27_ALL_CA9,"Kirkbampton","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44005042
D_27_ALL_CA9_2,27_ALL_CA9,"Kirkbampton","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/",https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/,area-map,"Polygons on interactive map",,,,44005042
D_27_ALL_CA10_1,27_ALL_CA10,"Maryport","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44005031
D_27_ALL_CA10_2,27_ALL_CA10,"Maryport","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/",https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/,area-map,"Polygons on interactive map",,,,44005031
