reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_162_HAV_CA1_1,162_HAV_CA1,"Corbets Tey","https://www.havering.gov.uk/planning-3/heritage/2#1","https://www.havering.gov.uk/downloads/file/120/corbets-tey-conservation-area-appraisal",area-appraisal,"Each link from source URL opens new page which only has one link onExtra documents are available. ",,,,44002908
D_162_HAV_CA1_2,162_HAV_CA1,"Corbets Tey","https://www.havering.gov.uk/planning-3/heritage/2#1",https://www.havering.gov.uk/downloads/file/119/corbets-tey-conservation-area,area-map,"Each link from source URL opens new page which only has one link onExtra documents are available. ",,,,44002908
D_162_HAV_CA2_1,162_HAV_CA2,"Cranham","https://www.havering.gov.uk/planning-3/heritage/2#2","https://www.havering.gov.uk/downloads/file/123/cranham-conservation-area-appraisal",area-appraisal,"Each link from source URL opens new page which only has one link onExtra documents are available. ",,,,44002905
D_162_HAV_CA2_2,162_HAV_CA2,"Cranham","https://www.havering.gov.uk/planning-3/heritage/2#2",https://www.havering.gov.uk/downloads/file/122/cranham-conservation-area,area-map,"Each link from source URL opens new page which only has one link onExtra documents are available. ",,,,44002905
D_162_HAV_CA3_1,162_HAV_CA3,"Gidea Park","https://www.havering.gov.uk/planning-3/heritage/2#3","https://www.havering.gov.uk/downloads/file/5488/gidea-park-conservation-area-appraisal-2008",area-appraisal,"Each link from source URL opens new page which only has one link onExtra documents are available. Best Map is shown on page 13 of the appraisal document. ",,,,44002904
D_162_HAV_CA4_1,162_HAV_CA4,"Havering-atte-Bower","https://www.havering.gov.uk/planning-3/heritage/2#4","https://www.havering.gov.uk/downloads/file/130/havering-atte-bower-conservation-area-appraisal",area-appraisal,"Each link from source URL opens new page which only has one link onExtra documents are available. ",,,,44002906
D_162_HAV_CA4_2,162_HAV_CA4,"Havering-atte-Bower","https://www.havering.gov.uk/planning-3/heritage/2#4",https://www.havering.gov.uk/downloads/file/129/havering-atte-bower-conservation-area,area-map,"Each link from source URL opens new page which only has one link onExtra documents are available. ",,,,44002906
D_162_HAV_CA5_1,162_HAV_CA5,"Langtons","https://www.havering.gov.uk/planning-3/heritage/2#5","https://www.havering.gov.uk/downloads/file/5482/langtons-conservations-area-appraisal-and-management-proposals",area-appraisal,"Each link from source URL opens new page which only has one link onBest Map is shown on page 4 of the appraisal document. ",,,,44002910
D_162_HAV_CA6_1,162_HAV_CA6,"North Ockendon","https://www.havering.gov.uk/planning-3/heritage/2#6","https://www.havering.gov.uk/downloads/file/133/north-ockendon-conservation-area-appraisal",area-appraisal,"Each link from source URL opens new page which only has one link onExtra documents are available. ",,,,44002907
D_162_HAV_CA6_2,162_HAV_CA6,"North Ockendon","https://www.havering.gov.uk/planning-3/heritage/2#6",https://www.havering.gov.uk/downloads/file/132/north-ockendon-conservation-area,area-map,"Each link from source URL opens new page which only has one link onExtra documents are available. ",,,,44002907
D_162_HAV_CA7_1,162_HAV_CA7,"RAF Hornchurch","https://www.havering.gov.uk/planning-3/heritage/2#7","https://www.havering.gov.uk/downloads/file/136/raf-hornchurch-conservation-area-appraisal",area-appraisal,"Each link from source URL opens new page which only has one link onExtra documents are available. ",,,,44002914
D_162_HAV_CA7_2,162_HAV_CA7,"RAF Hornchurch","https://www.havering.gov.uk/planning-3/heritage/2#7",https://www.havering.gov.uk/downloads/file/135/raf-hornchurch-conservation-area,area-map,"Each link from source URL opens new page which only has one link onExtra documents are available. ",,,,44002914
D_162_HAV_CA8_1,162_HAV_CA8,"Rainham","https://www.havering.gov.uk/planning-3/heritage/2#8","https://www.havering.gov.uk/downloads/file/138/rainham-conservation-area-appraisal",area-appraisal,"Each link from source URL opens new page which only has one link onExtra documents are available. Best Map is shown on page 12 of the appraisal document. ",,,,44002912
D_162_HAV_CA9_1,162_HAV_CA9,"Romford","https://www.havering.gov.uk/planning-3/heritage/2#9","https://www.havering.gov.uk/downloads/file/141/romford-conservation-area-appraisal",area-appraisal,"Each link from source URL opens new page which only has one link onExtra documents are available. ",,,,44002911
D_162_HAV_CA9_2,162_HAV_CA9,"Romford","https://www.havering.gov.uk/planning-3/heritage/2#9",https://www.havering.gov.uk/downloads/file/140/romford-conservation-area,area-map,"Each link from source URL opens new page which only has one link onExtra documents are available. ",,,,44002911
D_162_HAV_CA10_1,162_HAV_CA10,"St Andrews","https://www.havering.gov.uk/planning-3/heritage/2#9","https://www.havering.gov.uk/downloads/file/5742/st-andrews-conservation-area-appraisal-and-management-proposals",area-appraisal,"Each link from source URL opens new page which only has one link onBest Map is shown on page 4 of the appraisal document. ",,,,44002909
D_162_HAV_CA11_1,162_HAV_CA11,"St Leonards","https://www.havering.gov.uk/planning-3/heritage/2#11","https://www.havering.gov.uk/downloads/file/147/st-leonards-conservation-area-appraisals",area-appraisal,"Each link from source URL opens new page which only has one link onExtra documents are available. ",,,,44002913
D_162_HAV_CA11_2,162_HAV_CA11,"St Leonards","https://www.havering.gov.uk/planning-3/heritage/2#11",https://www.havering.gov.uk/downloads/file/146/st-leonards-conservation-area,area-map,"Each link from source URL opens new page which only has one link onExtra documents are available. ",,,,44002913
