reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
276_RUT_CA1,"Ashwell",,"https://www.rutland.gov.uk/sites/default/files/2022-10/Ashwell%20Conservation%20Area%20Appraisal.pdf","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006598
276_RUT_CA2,"Greetham",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006617
276_RUT_CA3,"Ryhall",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006609
276_RUT_CA4,"Ayston",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006599
276_RUT_CA5,"Hambleton",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006618
276_RUT_CA6,"Seaton",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006610
276_RUT_CA7,"Barrowden",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006600
276_RUT_CA8,"Ketton",,"https://www.rutland.gov.uk/sites/default/files/2022-10/Ketton%20Conservation%20Area%20Appraisal.pdf","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006619
276_RUT_CA9,"South Luffenham",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006621
276_RUT_CA10,"Belton-in-Rutland",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44001135
276_RUT_CA11,"Langham",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44001134
276_RUT_CA12,"Stretton",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44001132
276_RUT_CA13,"Braunston",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44001136
276_RUT_CA14,"Little Casterton",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44001138
276_RUT_CA15,"Teigh",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006622
276_RUT_CA16,"Clipsham",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006601
276_RUT_CA17,"Lyddington",,"https://www.rutland.gov.uk/sites/default/files/2022-10/Lyddington%20Conservation%20Area%20Appraisal.pdf","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44001150
276_RUT_CA18,"Tickencote",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44001133
276_RUT_CA19,"Cottesmore",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006615
276_RUT_CA20,"Market Overton",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006604
276_RUT_CA21,"Tinwell",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006611
276_RUT_CA22,"Edith Weston",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006616
276_RUT_CA23,"Morcott",,"https://www.rutland.gov.uk/sites/default/files/2022-10/Morcott%20Conservation%20Area%20Appraisal.pdf","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006605
276_RUT_CA24,"Uppingham",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006612
276_RUT_CA25,"Egleton",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44001137
276_RUT_CA26,"North Luffenham",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006606
276_RUT_CA27,"Whitwell",,"https://www.rutland.gov.uk/sites/default/files/2022-10/Whitwell%20Conservation%20Area%20Appraisal.pdf","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006613
276_RUT_CA28,"Empingham",,"https://www.rutland.gov.uk/sites/default/files/2022-10/Empingham%20Conservation%20Area%20Appraisal_0.pdf","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006602
276_RUT_CA29,"Oakham",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006607
276_RUT_CA30,"Wing",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006614
276_RUT_CA31,"Exton",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44001131
276_RUT_CA32,"Preston",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006608
276_RUT_CA33,"Great Casterton",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006603
276_RUT_CA34,"Ridlington",,"No appraisal document","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas",,,"Polygons on interactive map",,,,44006620
