reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_383_WOX_CA1_1,383_WOX_CA1,"Alvescot","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","https://www.westoxon.gov.uk/media/jpulbak4/alvescot-conservation-area-character-appraisal.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44002144
D_383_WOX_CA1_2,383_WOX_CA1,"Alvescot","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/gq4br5zn/alvescot-conservation-area-map.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44002144
D_383_WOX_CA2_1,383_WOX_CA2,"Asthall","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44001907
D_383_WOX_CA2_2,383_WOX_CA2,"Asthall","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/zj2h3iru/asthall-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44001907
D_383_WOX_CA3_1,383_WOX_CA3,"Aston","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002251
D_383_WOX_CA3_2,383_WOX_CA3,"Aston","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/4qvnv0xz/aston-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44002251
D_383_WOX_CA4_1,383_WOX_CA4,"Bampton","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002137
D_383_WOX_CA4_2,383_WOX_CA4,"Bampton","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/tr0mpvtb/bampton-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44002137
D_383_WOX_CA5_1,383_WOX_CA5,"The Bartons","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44006680
D_383_WOX_CA5_2,383_WOX_CA5,"The Bartons","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/nllpdypi/bartons-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44006680
D_383_WOX_CA6_1,383_WOX_CA6,"Bladon","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","https://www.westoxon.gov.uk/media/5qofp2vq/bladon-conservation-area-character-appraisal.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44006679
D_383_WOX_CA6_2,383_WOX_CA6,"Bladon","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/zsvhlp1q/bladon-conservation-area-map.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44006679
D_383_WOX_CA7_1,383_WOX_CA7,"Burford","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002049
D_383_WOX_CA7_2,383_WOX_CA7,"Burford","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/0lopnazd/burford-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44002049
D_383_WOX_CA8_1,383_WOX_CA8,"Cassington","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","https://www.westoxon.gov.uk/media/nfyj1j5j/cassington-conservation-area-character-appraisal.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44002188
D_383_WOX_CA8_2,383_WOX_CA8,"Cassington","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/zeimmo3o/cassington-conservation-area-map.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44002188
D_383_WOX_CA9_1,383_WOX_CA9,"Charlbury","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002064
D_383_WOX_CA9_2,383_WOX_CA9,"Charlbury","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/kubjhuj3/charlbury-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44002064
D_383_WOX_CA10_1,383_WOX_CA10,"Chastleton","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","https://www.westoxon.gov.uk/media/kekbffw1/chastleton-conservation-area-character-appraisal.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44002177
D_383_WOX_CA10_2,383_WOX_CA10,"Chastleton","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/wnfb2xiy/chastleton-conservation-area-map.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44002177
D_383_WOX_CA11_1,383_WOX_CA11,"Chipping Norton","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","https://www.westoxon.gov.uk/media/bexlzdel/chipping-norton-conservation-area-character-appraisal.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44005536
D_383_WOX_CA11_2,383_WOX_CA11,"Chipping Norton","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/d0udhfij/chipping-norton-conservation-area-map.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44005536
D_383_WOX_CA12_1,383_WOX_CA12,"Church Hanborough","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002295
D_383_WOX_CA12_2,383_WOX_CA12,"Church Hanborough","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/fbcdbkhf/church-hanborough-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44002295
D_383_WOX_CA13_1,383_WOX_CA13,"Churchill","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44001984
D_383_WOX_CA13_2,383_WOX_CA13,"Churchill","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/4u3hlgpw/churchill-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44001984
D_383_WOX_CA14_1,383_WOX_CA14,"Combe","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44001916
D_383_WOX_CA14_2,383_WOX_CA14,"Combe","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/dv1nzxj4/combe-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44001916
D_383_WOX_CA15_1,383_WOX_CA15,"Cornwell","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","https://www.westoxon.gov.uk/media/ljgmh2qq/cornwell-conservation-area-character-appraisal.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44001908
D_383_WOX_CA15_2,383_WOX_CA15,"Cornwell","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/3oufqkjg/cornwell-conservation-area-map.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44001908
D_383_WOX_CA16_1,383_WOX_CA16,"Ducklington","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","https://www.westoxon.gov.uk/media/zzpd0z2g/ducklington-conservation-area-character-appraisal.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44002203
D_383_WOX_CA16_2,383_WOX_CA16,"Ducklington","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/kaugmmg3/ducklington-conservation-area-map.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44002203
D_383_WOX_CA17_1,383_WOX_CA17,"Eynsham","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44001954
D_383_WOX_CA17_2,383_WOX_CA17,"Eynsham","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/w4kff12u/eynsham-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44001954
D_383_WOX_CA18_1,383_WOX_CA18,"Fawler","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002262
D_383_WOX_CA18_2,383_WOX_CA18,"Fawler","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/tcjczxup/fawler-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44002262
D_383_WOX_CA19_1,383_WOX_CA19,"Filkins","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","https://www.westoxon.gov.uk/media/lrzojvbn/filkins-and-broughton-poggs-conservation-area-character-appraisal.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44001919
D_383_WOX_CA19_2,383_WOX_CA19,"Filkins","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/dzmnk54x/filkins-and-broughton-poggs-conservation-area-map.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44001919
D_383_WOX_CA20_1,383_WOX_CA20,"Finstock","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","https://www.westoxon.gov.uk/media/y02b1s5u/finstock-conservation-area-character-appraisal.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44002305
D_383_WOX_CA20_2,383_WOX_CA20,"Finstock","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/aqalxukw/finstock-conservation-area-map.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44002305
D_383_WOX_CA21_1,383_WOX_CA21,"Great Rollright","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","https://www.westoxon.gov.uk/media/kqtpum14/great-rollright-conservation-area-character-appraisal.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44004421
D_383_WOX_CA21_2,383_WOX_CA21,"Great Rollright","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/yucnvgbo/great-rollright-conservation-area-map.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44004421
D_383_WOX_CA22_1,383_WOX_CA22,"Great Tew","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44001950
D_383_WOX_CA22_2,383_WOX_CA22,"Great Tew","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/rzzkn3vy/great-tew-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44001950
D_383_WOX_CA23_1,383_WOX_CA23,"Hailey","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","https://www.westoxon.gov.uk/media/fqwhcfw2/hailey-conservation-area-character-appraisal.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44002198
D_383_WOX_CA23_2,383_WOX_CA23,"Hailey","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/efkbsucw/hailey-conservation-area-map.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44002198
D_383_WOX_CA24_1,383_WOX_CA24,"Hardwick","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002012
D_383_WOX_CA24_2,383_WOX_CA24,"Hardwick","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/hvncpu1g/hardwick-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44002012
D_383_WOX_CA25_1,383_WOX_CA25,"Idbury","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002161
D_383_WOX_CA25_2,383_WOX_CA25,"Idbury","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/bfhknyav/idbury-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44002161
D_383_WOX_CA26_1,383_WOX_CA26,"Kelmscott","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002256
D_383_WOX_CA26_2,383_WOX_CA26,"Kelmscott","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/azmjiwrc/kelmscott-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44002256
D_383_WOX_CA27_1,383_WOX_CA27,"Kencot","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","https://www.westoxon.gov.uk/media/jlsfyv2g/kencot-conservation-area-character-appraisal.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44002284
D_383_WOX_CA27_2,383_WOX_CA27,"Kencot","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/lwgh5uqu/kencot-conservation-area-map.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44002284
D_383_WOX_CA28_1,383_WOX_CA28,"Kingham","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002037
D_383_WOX_CA28_2,383_WOX_CA28,"Kingham","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/h2bbnmho/kingham-conservation-area-map.pdf,area-map,"Polygons on interactive map",,,,44002037
D_383_WOX_CA29_1,383_WOX_CA29,"Langford","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","https://www.westoxon.gov.uk/media/wo0licmq/langford-conservation-area-character-map.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44002002
D_383_WOX_CA29_2,383_WOX_CA29,"Langford","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/",https://www.westoxon.gov.uk/media/dxnndtke/langford-conservation-area-map.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44002002
D_383_WOX_CA30_1,383_WOX_CA30,"Leafield","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","No appraisal document",area-appraisal,"Polygons on interactive map",,,,44002071
