reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_300_SLA_CA1_1,300_SLA_CA1,"Beetham","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","https://www.southlakeland.gov.uk/media/5868/beetham-conservation-area-character-appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44006355
D_300_SLA_CA1_2,300_SLA_CA1,"Beetham","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.southlakeland.gov.uk/media/1636/beetham-ca.pdf,area-map,"Extra documents are available. ",,,,44006355
D_300_SLA_CA2_1,300_SLA_CA2,"Burton in Kendal","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","https://www.southlakeland.gov.uk/media/5566/burton-character-appraisal-oct-2009.pdf",area-appraisal,"Extra documents are available. ",,,,44006361
D_300_SLA_CA2_2,300_SLA_CA2,"Burton in Kendal","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.southlakeland.gov.uk/media/1645/burton-ca.pdf,area-map,"Extra documents are available. ",,,,44006361
D_300_SLA_CA3_1,300_SLA_CA3,"Cartmel","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","https://www.southlakeland.gov.uk/media/5869/cartmel-conservation-area-character-appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44006359
D_300_SLA_CA3_2,300_SLA_CA3,"Cartmel","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.southlakeland.gov.uk/media/1651/cartmel-ca.pdf,area-map,"Extra documents are available. ",,,,44006359
D_300_SLA_CA4_1,300_SLA_CA4,"Grange-Over-Sands","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","https://www.southlakeland.gov.uk/media/1659/01-grange-c-character-appraisal-16806.pdf",area-appraisal,"Extra documents are available. ",,,,44006358
D_300_SLA_CA4_2,300_SLA_CA4,"Grange-Over-Sands","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.southlakeland.gov.uk/media/1658/grange-conservation-area-boundary-maps.pdf,area-map,"Extra documents are available. ",,,,44006358
D_300_SLA_CA5_1,300_SLA_CA5,"Heversham","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","https://www.southlakeland.gov.uk/media/5562/heversham-character-appraisal-8-april-2009.pdf",area-appraisal,"Extra documents are available. ",,,,44006360
D_300_SLA_CA5_2,300_SLA_CA5,"Heversham","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.southlakeland.gov.uk/media/1662/heversham-ca.pdf,area-map,"Extra documents are available. ",,,,44006360
D_300_SLA_CA6_1,300_SLA_CA6,"Kendal","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","https://www.southlakeland.gov.uk/media/1667/01-kendal-ca-character-appraisal-51207.pdf",area-appraisal,"Extra documents are available. ",,,,44006354
D_300_SLA_CA6_2,300_SLA_CA6,"Kendal","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.southlakeland.gov.uk/media/1666/kendal-ca.pdf,area-map,"Extra documents are available. ",,,,44006354
D_300_SLA_CA7_1,300_SLA_CA7,"Kirby Lonsdale","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","https://www.southlakeland.gov.uk/media/1689/kirkby-lonsdale-c-character-appraisal-13508.pdf",area-appraisal,"Extra documents are available. ",,,,44006683
D_300_SLA_CA7_2,300_SLA_CA7,"Kirby Lonsdale","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.southlakeland.gov.uk/media/1688/kirkby-lonsdale-ca.pdf,area-map,"Extra documents are available. ",,,,44006683
D_300_SLA_CA8_1,300_SLA_CA8,"Milnthorpe","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","https://www.southlakeland.gov.uk/media/5554/milnthorpe-character-appraisal-dec-2009.pdf",area-appraisal,"Extra documents are available. ",,,,44006362
D_300_SLA_CA8_2,300_SLA_CA8,"Milnthorpe","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.southlakeland.gov.uk/media/1690/milnthorpe-ca.pdf,area-map,"Extra documents are available. ",,,,44006362
D_300_SLA_CA9_1,300_SLA_CA9,"Newland Furrnace","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","https://www.southlakeland.gov.uk/media/5691/character-appraisal-newland-furnace-conservation-area.pdf",area-appraisal,"Extra documents are available. ",,,,44006356
D_300_SLA_CA9_2,300_SLA_CA9,"Newland Furrnace","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.southlakeland.gov.uk/media/7284/newland-ca.pdf,area-map,"Extra documents are available. ",,,,44006356
D_300_SLA_CA10_1,300_SLA_CA10,"Ulverston","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","https://www.southlakeland.gov.uk/media/5690/character-appraisal-ulverston-conservation-area.pdf",area-appraisal,"Extra documents are available. ",,,,44006357
D_300_SLA_CA10_2,300_SLA_CA10,"Ulverston","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.southlakeland.gov.uk/media/1700/ulverston-ca.pdf,area-map,"Extra documents are available. ",,,,44006357
