reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_138_FEN_CA1_1,138_FEN_CA1,"Chatteris","https://www.fenland.gov.uk/conservationareas","No appraisal document",area-appraisal,"",,,,44002582
D_138_FEN_CA1_2,138_FEN_CA1,"Chatteris","https://www.fenland.gov.uk/conservationareas",https://www.fenland.gov.uk/media/14656/Chatteris-Conservation-Area/pdf/Chatteris_Conservation_Area.pdf?m=1523454991387,area-map,"",,,,44002582
D_138_FEN_CA2_1,138_FEN_CA2,"March","https://www.fenland.gov.uk/conservationareas","No appraisal document",area-appraisal,"",,,,44002584
D_138_FEN_CA2_2,138_FEN_CA2,"March","https://www.fenland.gov.uk/conservationareas",https://www.fenland.gov.uk/media/14657/March-Conservation-Area/pdf/March_Conservation_Area.pdf?m=1523455083433,area-map,"",,,,44002584
D_138_FEN_CA3_1,138_FEN_CA3,"Whittlesey","https://www.fenland.gov.uk/conservationareas","https://www.fenland.gov.uk/media/17650/Whittlesey-Conservation-Area-Appraisal/pdf/Whittlesey_Conservation_Area_Appraisal_v2_080518.pdf?m=1621859766407",area-appraisal,"Extra documents are available. ",,,,44002583
D_138_FEN_CA3_2,138_FEN_CA3,"Whittlesey","https://www.fenland.gov.uk/conservationareas",https://www.fenland.gov.uk/media/14658/Whittlesey-Conservation-Area/pdf/Whittlesey_Conservation_Area.pdf?m=1523455172033,area-map,"Extra documents are available. ",,,,44002583
D_138_FEN_CA4_1,138_FEN_CA4,"Wisbech","https://www.fenland.gov.uk/conservationareas","https://www.fenland.gov.uk/media/14665/Wisbech-Conservation-Area-Appraisal/pdf/Wisbech_Conservation_Area_Appraisal.pdf?m=1523455946960",area-appraisal,"Extra documents are available. ",,,,44002586
D_138_FEN_CA4_2,138_FEN_CA4,"Wisbech","https://www.fenland.gov.uk/conservationareas",https://www.fenland.gov.uk/media/14659/Wisbech-Conservation-Area/pdf/Wisbech_Conservation_Area.pdf?m=1523455380427,area-map,"Extra documents are available. ",,,,44002586
D_138_FEN_CA5_1,138_FEN_CA5,"Bowthorpe","https://www.fenland.gov.uk/conservationareas","No appraisal document",area-appraisal,"",,,,44002587
D_138_FEN_CA5_2,138_FEN_CA5,"Bowthorpe","https://www.fenland.gov.uk/conservationareas",https://www.fenland.gov.uk/media/14655/Bowthorpe-Conservation-Area/pdf/Bowthorpe_Conservation_Area.pdf?m=1523454939270,area-map,"",,,,44002587
D_138_FEN_CA6_1,138_FEN_CA6,"Leverington","https://www.fenland.gov.uk/conservationareas","https://www.fenland.gov.uk/media/14668/Leverington-Conservation-Area-Appraisal/pdf/Leverington_Conservation_Area_Appraisal.pdf?m=1523456231697",area-appraisal,"Extra documents are available. ",,,,44002585
D_138_FEN_CA6_2,138_FEN_CA6,"Leverington","https://www.fenland.gov.uk/conservationareas",https://www.fenland.gov.uk/media/14660/Leverington-Conservation-Area/pdf/Leverington_Conservation_Area.pdf?m=1523455476950,area-map,"Extra documents are available. ",,,,44002585
D_138_FEN_CA7_1,138_FEN_CA7,"Doddington","https://www.fenland.gov.uk/conservationareas","https://www.fenland.gov.uk/media/14667/Doddington-Conservation-Area-Character-Appraisal/pdf/Doddington_Conservation_Area_Appraisal.pdf?m=1523456127520",area-appraisal,"Extra documents are available. ",,,,44002580
D_138_FEN_CA7_2,138_FEN_CA7,"Doddington","https://www.fenland.gov.uk/conservationareas",https://www.fenland.gov.uk/media/14661/Doddington-Conservation-Area/pdf/Doddington_Conservation_Area.pdf?m=1523455631427,area-map,"Extra documents are available. ",,,,44002580
D_138_FEN_CA8_1,138_FEN_CA8,"Parson Drove","https://www.fenland.gov.uk/conservationareas","No appraisal document",area-appraisal,"",,,,44002579
D_138_FEN_CA8_2,138_FEN_CA8,"Parson Drove","https://www.fenland.gov.uk/conservationareas",https://www.fenland.gov.uk/media/14662/Parson-Drove-Conservation-Area/pdf/Parson_Drove_Conservation_Area.pdf?m=1523455707070,area-map,"",,,,44002579
D_138_FEN_CA9_1,138_FEN_CA9,"Elm","https://www.fenland.gov.uk/conservationareas","No appraisal document",area-appraisal,"",,,,44002588
D_138_FEN_CA9_2,138_FEN_CA9,"Elm","https://www.fenland.gov.uk/conservationareas",https://www.fenland.gov.uk/media/14663/Elm-Conservation-Area/pdf/Elm_Conservation_Area.pdf?m=1523455779113,area-map,"",,,,44002588
D_138_FEN_CA10_1,138_FEN_CA10,"Coates","https://www.fenland.gov.uk/conservationareas","https://www.fenland.gov.uk/media/17362/Coates-Conservation-Area-Appraisal/pdf/Coates_Convservation_Area_Appraisal.pdf?m=1607000585000",area-appraisal,"Extra documents are available. ",,,,44002581
D_138_FEN_CA10_2,138_FEN_CA10,"Coates","https://www.fenland.gov.uk/conservationareas",https://www.fenland.gov.uk/media/17363/Coates-Conservation-Area-Map-December-2020/pdf/Coates_Conservation_Area_-_Map_Proposed.pdf?m=1607000743140,area-map,"Extra documents are available. ",,,,44002581
