reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
262_RDG_CA1,"Alexandra Road",,"https://images.reading.gov.uk/2019/12/Alexandra_Road_Full.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 15 of the appraisal document. ",,,,44001205
262_RDG_CA2,"Christchurch",,"https://images.reading.gov.uk/2019/12/Christchurch_Full.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 24 of the appraisal document. ",,,,44000840
262_RDG_CA3,"Downshire Square",,"https://images.reading.gov.uk/2019/12/Downshire_Square_Full.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 22 of the appraisal document. ",,,,44001204
262_RDG_CA4,"Eldon Square",,"https://images.reading.gov.uk/2019/12/Eldon_Square_Full.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 22 of the appraisal document. ",,,,44000837
262_RDG_CA5,"Horncastle",,"https://images.reading.gov.uk/2019/12/Horncastle_Full.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 24 of the appraisal document. ",,,,44000834
262_RDG_CA6,"Kendrick",,"https://images.reading.gov.uk/2019/12/Kendrick_Full.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 22 of the appraisal document. ",,,,44001207
262_RDG_CA7,"Market Place",,"https://images.reading.gov.uk/2019/12/Market-Place-London-St-Original-CAA.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 26 of the appraisal document. ",,,,44001202
262_RDG_CA8,"Redlands",,"https://images.reading.gov.uk/2019/12/Redlands_Full.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 21 of the appraisal document. ",,,,44000838
262_RDG_CA9,"Routh Lane",,"https://images.reading.gov.uk/2019/12/Routh_Lane_full.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 27 of the appraisal document. ",,,,44000835
262_RDG_CA10,"Castle Hill/Russell Street/Oxford Road",,"https://images.reading.gov.uk/2020/10/Final-Russell-Street-Castle-Hill-CAA-March-2020.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 134 of the appraisal document. ",,,,44001206
262_RDG_CA11,"South Park",,"https://images.reading.gov.uk/2019/12/South_Park_full.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 27 of the appraisal document. ",,,,44000836
262_RDG_CA12,"St Mary Butts / Castle Street",,"https://images.reading.gov.uk/2019/12/St-Mary-Castle-Street.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 31 of the appraisal document. ",,,,44001203
262_RDG_CA13,"St Peters (Caversham)",,"https://images.reading.gov.uk/2019/12/St_Peters_CA_Appraisal_Final_Version_061118.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 12 of the appraisal document. ",,,,44001201
262_RDG_CA14,"Surley Row (Caversham)",,"https://images.reading.gov.uk/2019/12/Surley_Row_Full.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 24 of the appraisal document. ",,,,44001200
262_RDG_CA15,"The Mount",,"https://images.reading.gov.uk/2019/12/The_Mount_Full.pdf","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/",,,"Best Map is shown on page 25 of the appraisal document. ",,,,44000839
