reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
70_CAB_CA1,"Barrow Road",,"https://www.greatercambridgeplanning.org/media/1612/barrow_road_conservation-area-appraisal-2016.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44006862
70_CAB_CA2,"Brooklands",,"https://www.greatercambridgeplanning.org/media/1614/brooklands-avenue-conservation-area-appraisal-2013.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"Extra documents are available. ",,,,44005700
70_CAB_CA3,"Castle and Victoria Road",,"https://www.greatercambridgeplanning.org/media/1616/castle-and-victoria-road-conservation-area-appraisal-2012_with-addendum-2013.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44006864
70_CAB_CA4,"Central",,"https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/historic-core-appraisals/","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44006863
70_CAB_CA5,"Chesterton",,"https://www.greatercambridgeplanning.org/media/2548/chesterton-ferry-lane-conservation-area-appraisal-final-may-2022.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44002383
70_CAB_CA6,"Conduit Head Road",,"https://www.greatercambridgeplanning.org/media/o1gko1ol/conduit-head-road-ca-appraisal-1.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44003137
70_CAB_CA7,"De Freville",,"https://www.greatercambridgeplanning.org/media/2398/de-freville-2020.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44002384
70_CAB_CA8,"Ferry Lane",,"https://www.greatercambridgeplanning.org/media/2548/chesterton-ferry-lane-conservation-area-appraisal-final-may-2022.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44002382
70_CAB_CA9,"The Kite",,"https://www.greatercambridgeplanning.org/media/1634/the-kite-conservation-area-appraisal-2014.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44006865
70_CAB_CA10,"Mill Road",,"https://www.greatercambridgeplanning.org/media/1626/mill-road-conservation-area-appraisal-2011.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44006866
70_CAB_CA11,"New Town and Glisson Road",,"https://www.greatercambridgeplanning.org/media/1628/new-town-and-glisson-road-conservation-area-appraisal-2012.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44006867
70_CAB_CA12,"Newnham Croft",,"https://www.greatercambridgeplanning.org/media/1627/newnham-croft-conservation-area-appraisal-2013.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44006868
70_CAB_CA13,"Riverside and Stourbridge Common",,"https://www.greatercambridgeplanning.org/media/1629/riverside-and-stourbridge-common-conservation-area-appraisal-2012.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44006869
70_CAB_CA14,"Southacre",,"https://www.greatercambridgeplanning.org/media/1631/southacre-conservation-area-appraisal-2013.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44003139
70_CAB_CA15,"Storey’s Way",,"https://www.greatercambridgeplanning.org/media/1633/storeys-way-conservation-area-appraisal-2018.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44002385
70_CAB_CA16,"Trumpington",,"https://www.greatercambridgeplanning.org/media/1636/trumpington-conservation-area-appraisal-2010.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44003138
70_CAB_CA17,"West Cambridge",,"https://www.greatercambridgeplanning.org/media/1637/west-cambridge-conservation-area-appraisal-2011.pdf","https://www.greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/",,,"",,,,44006870
