reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_54_BPC_CA1_1,54_BPC_CA1,"Ashington, Poole","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas","https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/ashington-conservation-appraisal.pdf",area-appraisal,"",,,,44007311
D_54_BPC_CA1_2,54_BPC_CA1,"Ashington, Poole","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas",https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/Ashington-Conservation-Area.pdf,area-map,"",,,,44007311
D_54_BPC_CA2_1,54_BPC_CA2,"Ashley Cross, Poole","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas","https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/120611-Ashley-Cross-CAMP-ADOPTED.pdf",area-appraisal,"",,,,44007347
D_54_BPC_CA2_2,54_BPC_CA2,"Ashley Cross, Poole","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas",https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/Ashley-Cross-Conservation-Area.pdf,area-map,"",,,,44007347
D_54_BPC_CA3_1,54_BPC_CA3,"Avon Buildings, Christchurch","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas","No appraisal document",area-appraisal,"",,,,44007359
D_54_BPC_CA3_2,54_BPC_CA3,"Avon Buildings, Christchurch","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas",https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/avon-buildings-designated-december-1991.pdf,area-map,"",,,,44007359
D_54_BPC_CA4_1,54_BPC_CA4,"Boscombe Manor, Bournemouth","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas","No appraisal document",area-appraisal,"",,,,44007364
D_54_BPC_CA4_2,54_BPC_CA4,"Boscombe Manor, Bournemouth","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas",https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/Boscombe-Manor-Conservation-Area-Map.pdf,area-map,"",,,,44007364
D_54_BPC_CA5_1,54_BPC_CA5,"Boscombe Spa, Bournemouth","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas","No appraisal document",area-appraisal,"",,,,44007365
D_54_BPC_CA5_2,54_BPC_CA5,"Boscombe Spa, Bournemouth","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas",https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/Boscombe-Spa-Conservation-Area-Map.pdf,area-map,"",,,,44007365
D_54_BPC_CA6_1,54_BPC_CA6,"Bramble Lane, Christchurch","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas","No appraisal document",area-appraisal,"",,,,44007353
D_54_BPC_CA6_2,54_BPC_CA6,"Bramble Lane, Christchurch","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas",https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/bramble-lane-designated-june-1982.pdf,area-map,"",,,,44007353
D_54_BPC_CA7_1,54_BPC_CA7,"Branksome Park and Chine Gardens, Poole","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas","https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/Branksome-Park-CA.MPPrint-Version9.08.pdf",area-appraisal,"",,,,44007348
D_54_BPC_CA7_2,54_BPC_CA7,"Branksome Park and Chine Gardens, Poole","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas",https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/Branksome-Park-Chine-Gardens-Conservation-Area.pdf,area-map,"",,,,44007348
D_54_BPC_CA8_1,54_BPC_CA8,"Brunstead Road, Poole","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas","No appraisal document",area-appraisal,"Extra documents are available. ",,,,44007315
D_54_BPC_CA8_2,54_BPC_CA8,"Brunstead Road, Poole","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas",https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/Brunstead-Road-Conservation-Area.pdf,area-map,"Extra documents are available. ",,,,44007315
D_54_BPC_CA9_1,54_BPC_CA9,"Burton, Christchurch","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas","https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/burton-conservation-area-appraisal-management-plan-adopted-feb-2007.pdf",area-appraisal,"Extra documents are available. ",,,,44007376
D_54_BPC_CA9_2,54_BPC_CA9,"Burton, Christchurch","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas",https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/burton-designated-january-1986-revised-21-february-2007.pdf,area-map,"Extra documents are available. ",,,,44007376
D_54_BPC_CA10_1,54_BPC_CA10,"Canford Cliffs Village, Poole","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas","https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/Canford-Cliffs-Penn-Hill-Areas-Boundary-Review-2014-1.pdf",area-appraisal,"",,,,44007349
D_54_BPC_CA10_2,54_BPC_CA10,"Canford Cliffs Village, Poole","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas",https://www.bcpcouncil.gov.uk/documents/planning-and-building-control/Canford-Cliffs-Village-Conservation-Area.pdf,area-map,"",,,,44007349
D_54_BPC_CA11_1,54_BPC_CA11,"Canford Magna, Poole","https://www.bcpcouncil.gov.uk/planning-and-building-control/urban-design-trees-and-conservation/conservation-areas","No appraisal document",area-appraisal,"Extra documents are available. ",,,,44007314
