reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
149_GRA_CA12,"Lower Higham",,"https://drive.google.com/file/d/0B3rpRo7SzRqdT2h0MndBVlJUd0U/view?usp=sharing&resourcekey=0-r5qXtIpyQYsaGx9hL1OW2A","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",,,"Extra documents are available. ",,,,44004107
149_GRA_CA13,"The Street, Meopham",,"https://drive.google.com/file/d/0B3rpRo7SzRqdS09xSUM5Qkw2a0E/view?usp=sharing&resourcekey=0-oL4rsTTEr62tH_l5347wog","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",,,"Extra documents are available. ",,,,44004100
149_GRA_CA14,"Meopham Green",,"https://drive.google.com/file/d/0B3rpRo7SzRqdREhLY2lVSVNPQmM/view?usp=sharing&resourcekey=0-SJ-4FLMiCgPbjMI9ADFa8g","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",,,"Extra documents are available. ",,,,44001967
149_GRA_CA15,"Milton Place",,"https://selfservice.gravesham.gov.uk:1443/WebDocs/Environment%20and%20Planning/Conservation_Areas/Milton_Place_Appraisal.pdf","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",,,"Extra documents are available. ",,,,44004117
149_GRA_CA16,"Pelham Road and The Avenue",,"https://selfservice.gravesham.gov.uk:1443/WebDocs/Environment%20and%20Planning/Conservation_Areas/Pelham_Road_The_Avenue_Appraisal.pdf","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",,,"Extra documents are available. ",,,,44004112
149_GRA_CA17,"The Hill, Northfleet",,"https://selfservice.gravesham.gov.uk:1443/WebDocs/Environment%20and%20Planning/Conservation_Areas/The_Hill_Appraisal.pdf","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",,,"Extra documents are available. ",,,,44004108
149_GRA_CA18,"Thong",,"https://drive.google.com/file/d/0B3rpRo7SzRqdbnQ0Q2I0RjRnQ1k/view?usp=sharing&resourcekey=0-uCGzAsShq6FK0DZ6R2CcTw","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",,,"Extra documents are available. ",,,,44001968
149_GRA_CA19,"Queens Farm",,"https://drive.google.com/file/d/0B3rpRo7SzRqdUThRdktEeWpaTFE/view?usp=sharing&resourcekey=0-9dvVlCEfg2o08maO96c4Hg","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",,,"Extra documents are available. ",,,,44004105
149_GRA_CA20,"The Overcliffe",,"https://selfservice.gravesham.gov.uk:1443/WebDocs/Environment%20and%20Planning/Conservation_Areas/Overcliffe_Appraisal.pdf","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",,,"Extra documents are available. ",,,,44004110
149_GRA_CA21,"Shorne",,"https://drive.google.com/file/d/0B3rpRo7SzRqdUWlMR09ZVl92WG8/view?usp=sharing&resourcekey=0-zT8KYgQ12Ke4d3rIzzGJeg","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",,,"Extra documents are available. ",,,,44004104
149_GRA_CA22,"Upper Windmill Street",,"https://selfservice.gravesham.gov.uk:1443/WebDocs/Environment%20and%20Planning/Conservation_Areas/Upper_Windmill_Street_Appraisal.pdf","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",,,"Extra documents are available. ",,,,44004111
149_GRA_CA23,"Windmill Hill",,"https://selfservice.gravesham.gov.uk:1443/WebDocs/Environment%20and%20Planning/Conservation_Areas/Windmill_Hill_Appraisal.pdf","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",,,"Extra documents are available. ",,,,44004109
