reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_128_EPP_CA1_1,128_EPP_CA1,"Abbess Roding","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/","No appraisal document",area-appraisal,"",,,,44004517
D_128_EPP_CA1_2,128_EPP_CA1,"Abbess Roding","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/Abbess-Roding-Conservation-area.pdf,area-map,"",,,,44004517
D_128_EPP_CA2_1,128_EPP_CA2,"Abridge","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/","https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/abridge-conservation-area.pdf",area-appraisal,"Extra documents are available. ",,,,44004500
D_128_EPP_CA2_2,128_EPP_CA2,"Abridge","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/abridge-layout.pdf,area-map,"Extra documents are available. ",,,,44004500
D_128_EPP_CA3_1,128_EPP_CA3,"Baldwins Hill","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/","https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/Baldwins-hill-conservation-area-character-appraisal-and-management-plan.pdf",area-appraisal,"Extra documents are available. ",,,,44004502
D_128_EPP_CA3_2,128_EPP_CA3,"Baldwins Hill","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/baldwins-hill-layout.pdf,area-map,"Extra documents are available. ",,,,44004502
D_128_EPP_CA4_1,128_EPP_CA4,"Bell Common","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/","https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/Bell-Common-Character-Appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004507
D_128_EPP_CA4_2,128_EPP_CA4,"Bell Common","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/bell-common-layout.pdf,area-map,"Extra documents are available. ",,,,44004507
D_128_EPP_CA5_1,128_EPP_CA5,"Blake Hall","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/","No appraisal document",area-appraisal,"",,,,44004519
D_128_EPP_CA5_2,128_EPP_CA5,"Blake Hall","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/blakehall-layout.pdf,area-map,"",,,,44004519
D_128_EPP_CA6_1,128_EPP_CA6,"Chigwell Village","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/","https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/chigwell-village-conservation-area.pdf",area-appraisal,"Extra documents are available. ",,,,44004499
D_128_EPP_CA6_2,128_EPP_CA6,"Chigwell Village","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/chigwellvillage-layout.pdf,area-map,"Extra documents are available. ",,,,44004499
D_128_EPP_CA7_1,128_EPP_CA7,"Chipping Ongar","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/","https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/chpping-ongar-conservation-area.pdf",area-appraisal,"Extra documents are available. ",,,,44004520
D_128_EPP_CA7_2,128_EPP_CA7,"Chipping Ongar","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/chippingongar-layout.pdf,area-map,"Extra documents are available. ",,,,44004520
D_128_EPP_CA8_1,128_EPP_CA8,"Coopersale Street","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/","https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/coopersale-street-conservation-area.pdf",area-appraisal,"Extra documents are available. ",,,,44004505
D_128_EPP_CA8_2,128_EPP_CA8,"Coopersale Street","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/coopersale-street-layout.pdf,area-map,"Extra documents are available. ",,,,44004505
