reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_217_MRT_CA1_1,217_MRT_CA1,"Bathgate Road","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d","https://www.merton.gov.uk/assets/Documents/0177_bathgate_rd_design_guide.pdf",area-appraisal,"Extra documents are available. ",,,,44005417
D_217_MRT_CA1_2,217_MRT_CA1,"Bathgate Road","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d",https://www.merton.gov.uk/assets/Documents/0177_bathgate_road_map.pdf,area-map,"Extra documents are available. ",,,,44005417
D_217_MRT_CA2_1,217_MRT_CA2,"Bertram Cottages","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d","https://www.merton.gov.uk/assets/Documents/0177_betram_cottages_design_guide.pdf",area-appraisal,"Extra documents are available. ",,,,44005400
D_217_MRT_CA2_2,217_MRT_CA2,"Bertram Cottages","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d",https://www.merton.gov.uk/assets/Documents/0177_bertram_cottages_map.pdf,area-map,"Extra documents are available. ",,,,44005400
D_217_MRT_CA3_1,217_MRT_CA3,"Copse Hill","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d","https://www.merton.gov.uk/assets/Documents/0177_copse_hill_design_guide.pdf",area-appraisal,"Extra documents are available. ",,,,44005412
D_217_MRT_CA3_2,217_MRT_CA3,"Copse Hill","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d",https://www.merton.gov.uk/assets/Documents/0177_copse_hill_map.pdf,area-map,"Extra documents are available. ",,,,44005412
D_217_MRT_CA4_1,217_MRT_CA4,"Cricket Green, Mitcham","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d","https://www.merton.gov.uk/assets/Documents/0177_cricket_green_design_guide_1_17.pdf",area-appraisal,"Extra documents are available. ",,,,44009012
D_217_MRT_CA4_2,217_MRT_CA4,"Cricket Green, Mitcham","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d",https://www.merton.gov.uk/assets/Documents/0177_cricket_green_appraisal_management_plan.pdf,area-map,"Extra documents are available. ",,,,44009012
D_217_MRT_CA5_1,217_MRT_CA5,"Drax Avenue","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d","No appraisal document",area-appraisal,"",,,,44005398
D_217_MRT_CA5_2,217_MRT_CA5,"Drax Avenue","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d",https://www.merton.gov.uk/assets/Documents/0177_drax_avenue_map.pdf,area-map,"",,,,44005398
D_217_MRT_CA6_1,217_MRT_CA6,"Dennis Park Crescent","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d","https://www.merton.gov.uk/assets/Documents/0177_dennis_park_crescent_design_guide.pdf",area-appraisal,"Extra documents are available. ",,,,44005397
D_217_MRT_CA6_2,217_MRT_CA6,"Dennis Park Crescent","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d",https://www.merton.gov.uk/assets/Documents/0177_dennis_park_crescent_map.pdf,area-map,"Extra documents are available. ",,,,44005397
D_217_MRT_CA7_1,217_MRT_CA7,"Dunmore Road","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d","https://www.merton.gov.uk/assets/Documents/0177_dunmorerd_design_guide.pdf",area-appraisal,"Extra documents are available. ",,,,44005399
D_217_MRT_CA7_2,217_MRT_CA7,"Dunmore Road","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d",https://www.merton.gov.uk/assets/Documents/dunmore_road_conservation_area_map.pdf,area-map,"Extra documents are available. ",,,,44005399
D_217_MRT_CA8_1,217_MRT_CA8,"Durham Road","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d","https://www.merton.gov.uk/assets/Documents/0177_durham_rd_character_assessment.pdf",area-appraisal,"Extra documents are available. ",,,,44005416
D_217_MRT_CA8_2,217_MRT_CA8,"Durham Road","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-a-d",https://www.merton.gov.uk/assets/Documents/0177_durham_rd_map.pdf,area-map,"Extra documents are available. ",,,,44005416
D_217_MRT_CA9_1,217_MRT_CA9,"John Innes: Merton Park","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-j-l","https://www.merton.gov.uk/assets/Documents/0177_john_innes_merton_park_character_assessment.pdf",area-appraisal,"Extra documents are available. ",,,,44005414
D_217_MRT_CA9_2,217_MRT_CA9,"John Innes: Merton Park","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-j-l",https://www.merton.gov.uk/assets/Documents/0177_john_innes_merton_park_map.pdf,area-map,"Extra documents are available. ",,,,44005414
D_217_MRT_CA10_1,217_MRT_CA10,"John Innes: Wilton Crescent","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-j-l","https://www.merton.gov.uk/assets/Documents/0177_kenilworth_ave_character_assessment.pdf",area-appraisal,"Extra documents are available. ",,,,44005403
