reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
TEI_336_CA_1,"Abbotskerswell",,"https://www.teignbridge.gov.uk/media/4383/abbotskerswell_appraisal_web_2012.pdf","","  Best Map is shown on page 14 of the appraisal document. ",,,,44003296.0
TEI_336_CA_2,"Bishopsteignton",,"https://www.teignbridge.gov.uk/media/4384/bishopsteignton_appraisal_web_2012.pdf","","  Best Map is shown on page 15 of the appraisal document. ",,,,44003288.0
TEI_336_CA_3,"Bovey Tracey Pottery Road",,"https://www.teignbridge.gov.uk/media/4385/bovey_tracey_character_appraisal_web.pdf","","44003311 and 44003294 are combined on council webpage  Extra documents are available.  Best Map is shown on page 30 of the appraisal document. ",,,,44003311.0
TEI_336_CA_4,"Bovey Tracey Town Centre and Mary Street",,"https://www.teignbridge.gov.uk/media/4385/bovey_tracey_character_appraisal_web.pdf","","44003311 and 44003294 are combined on council webpage  Extra documents are available.  Best Map is shown on page 30 of the appraisal document. ",,,,44003294.0
TEI_336_CA_5,"Broadhempston",,"https://www.teignbridge.gov.uk/media/4387/broadhempston_conservation_appraisal_web_2012.pdf","","  Best Map is shown on page 15 of the appraisal document. ",,,,44003298.0
TEI_336_CA_6,"Chudleigh",,"https://www.teignbridge.gov.uk/media/4389/chudleigh_draft_appraisal_22_july_2011_web.pdf","","  Extra documents are available.  Best Map is shown on page 28 of the appraisal document. ",,,,44003285.0
TEI_336_CA_7,"Cockwood",,"https://www.teignbridge.gov.uk/media/4390/cockwood_character_appraisal_web_2012.pdf","","  Best Map is shown on page 15 of the appraisal document. ",,,,44003295.0
TEI_336_CA_8,"Coffinswell",,"https://www.teignbridge.gov.uk/media/4391/coffinswell_appraisal_web_2012.pdf","","  Best Map is shown on page 15 of the appraisal document. ",,,,44003307.0
TEI_336_CA_9,"Combeinteignhead",,"https://www.teignbridge.gov.uk/media/4392/combeinteignhead_appraisal_web_2012.pdf","","  Best Map is shown on page 15 of the appraisal document. ",,,,44003291.0
TEI_336_CA_10,"Newton Abbot Town Centre",,"https://www.teignbridge.gov.uk/media/4425/newton_abbot_town_centre_combined.pdf","","Conservation area is a lot more than just Courtenay Park and Devon Square  Best Map is shown on page 44 of the appraisal document. ",,,,44003284.0
TEI_336_CA_11,"Dawlish",,"https://www.teignbridge.gov.uk/media/4394/dawlish_ca_web.pdf","","  Best Map is shown on page 30 of the appraisal document. ",,,,44003281.0
TEI_336_CA_12,"Denbury",,"https://www.teignbridge.gov.uk/media/4395/denbury_appraisal_web_2012.pdf","","  Best Map is shown on page 14 of the appraisal document. ",,,,44003301.0
TEI_336_CA_13,"Doddiscombsleigh",,"https://www.teignbridge.gov.uk/media/4396/doddiscombesleigh_appraisal_web_2012.pdf","","  Best Map is shown on page 13 of the appraisal document. ",,,,44003287.0
TEI_336_CA_14,"Dunchideock",,"https://www.teignbridge.gov.uk/media/7457/dunchideock-conservation-area-appraisal.pdf","","  Best Map is shown on page 19 of the appraisal document. ",,,,44003297.0
TEI_336_CA_15,"East Ogwell",,"https://www.teignbridge.gov.uk/media/4398/east_ogwell_appraisal_web_2012.pdf","","  Best Map is shown on page 14 of the appraisal document. ",,,,44003303.0
TEI_336_CA_16,"Forde Park",,"https://www.teignbridge.gov.uk/media/7458/forde-park-conservation-area-appraisal.pdf","","  Best Map is shown on page 51 of the appraisal document. ",,,,44003305.0
TEI_336_CA_17,"Higher Ashton",,"https://www.teignbridge.gov.uk/media/4399/higher_ashton_appraisal_web_2012.pdf","","  Best Map is shown on page 16 of the appraisal document. ",,,,44003299.0
TEI_336_CA_18,"Holcombe",,"https://www.teignbridge.gov.uk/media/4402/holcombe_ca_web.pdf","","Contains 44006479  Best Map is shown on page 25 of the appraisal document. ",,,,44006493.0
TEI_336_CA_19,"Holcombe Burnell",,"https://www.teignbridge.gov.uk/media/7459/holcombe-burnell-conservation-area-appraisal.pdf","","  Best Map is shown on page 18 of the appraisal document. ",,,,44003308.0
TEI_336_CA_20,"Holcombe",,"https://www.teignbridge.gov.uk/media/4402/holcombe_ca_web.pdf","","Contained in appraisal for 44006493  Best Map is shown on page 6 of the appraisal document. ",,,,44006479.0
TEI_336_CA_21,"Ide",,"https://www.teignbridge.gov.uk/media/4403/ide_appraisal_web_2012.pdf","","  Best Map is shown on page 15 of the appraisal document. ",,,,44003293.0
TEI_336_CA_22,"Ipplepen",,"https://www.teignbridge.gov.uk/media/4404/ipplepen_appraisal_web_2012.pdf","","  Best Map is shown on page 14 of the appraisal document. ",,,,44006090.0
TEI_336_CA_23,"Kenn",,"https://www.teignbridge.gov.uk/media/4405/kenn_appraisal_web_2012.pdf","","  Best Map is shown on page 15 of the appraisal document. ",,,,44003292.0
TEI_336_CA_24,"Kenton",,"https://www.teignbridge.gov.uk/media/4406/kenton_appraisal_web_2012.pdf","","  Best Map is shown on page 14 of the appraisal document. ",,,,44003286.0
TEI_336_CA_25,"Kingskerswell",,"https://www.teignbridge.gov.uk/media/4407/kingskerswell_appraisal_web_2012.pdf","","  Best Map is shown on page 14 of the appraisal document. ",,,,44003306.0
TEI_336_CA_26,"Kingsteignton",,"https://www.teignbridge.gov.uk/media/4408/kingsteignton_appraisal_web_2012.pdf","","  Best Map is shown on page 16 of the appraisal document. ",,,,44006091.0
TEI_336_CA_27,"Lower Ashton",,"https://www.teignbridge.gov.uk/media/4409/lower_ashton_appraisal_web_2012.pdf","","  Best Map is shown on page 11 of the appraisal document. ",,,,44003300.0
TEI_336_CA_28,"Newton Abbot Town Centre",,"https://www.teignbridge.gov.uk/media/4425/newton_abbot_town_centre_combined.pdf","","Conservation area is a lot more than just Wolborough Street  Best Map is shown on page 44 of the appraisal document. ",,,,44003290.0
TEI_336_CA_29,"Ringmore",,"https://www.teignbridge.gov.uk/media/4416/ringmore_ca_web.pdf","","  Extra documents are available.  Best Map is shown on page 22 of the appraisal document. ",,,,44003310.0
TEI_336_CA_30,"Shaldon",,"https://www.teignbridge.gov.uk/media/4418/shaldon_ca_web.pdf","","  Extra documents are available.  Best Map is shown on page 26 of the appraisal document. ",,,,44003304.0
TEI_336_CA_31,"Stokeinteignhead",,"https://www.teignbridge.gov.uk/media/4419/stokeinteignhead_appraisal_web_2012.pdf","","  Best Map is shown on page 15 of the appraisal document. ",,,,44003289.0
TEI_336_CA_32,"Teignmouth St James",,"https://www.teignbridge.gov.uk/media/4421/teignmouth_st_james_ca_web.pdf","","  Extra documents are available.  Best Map is shown on page 25 of the appraisal document. ",,,,44003282.0
TEI_336_CA_33,"Teignmouth Town Centre",,"https://www.teignbridge.gov.uk/media/4422/teignmouth_town_centre_ca_web.pdf","","  Extra documents are available.  Best Map is shown on page 30 of the appraisal document. ",,,,44003302.0
TEI_336_CA_34,"Trusham",,"https://www.teignbridge.gov.uk/media/4424/trusham_appraisal_web_2012.pdf","","  Best Map is shown on page 13 of the appraisal document. ",,,,44003309.0
TEI_336_CA_35,"Wolborough Hill",,"https://www.teignbridge.gov.uk/media/4413/newton_abbot_wolborough_hill_low_res.pdf","","  Best Map is shown on page 39 of the appraisal document. ",,,,44003283.0
