reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_WLI_372_CA_1_1,WLI_372_CA_1,"Brattleby","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas","https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Brattleby%20conservation%20area%20appraisal.pdf",area-appraisal,,,,,44001539.0
D_WLI_372_CA_2_1,WLI_372_CA_2,"Burton","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas","https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Burton%20conservation%20area%20appraisal.pdf",area-appraisal,,,,,44001540.0
D_WLI_372_CA_3_1,WLI_372_CA_3,"Caistor","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas","https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Caistor%20conservation%20area%20appraisal.pdf",area-appraisal,,,,,44001557.0
D_WLI_372_CA_4_1,WLI_372_CA_4,"East Stockwith","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas","https://www.west-lindsey.gov.uk/sites/default/files/2022-02/East%20Stockwith%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,,,44001541.0
D_WLI_372_CA_5_1,WLI_372_CA_5,"Fillingham","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas","https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Fillingham%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,,,44001542.0
D_WLI_372_CA_6_1,WLI_372_CA_6,"Gainsborough Britannia Works","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas","https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Gainsborough%20Britannia%20Works%20Conservation%20Area.pdf",area-appraisal,,,,,44001554.0
D_WLI_372_CA_7_1,WLI_372_CA_7,"Gainsborough Riverside","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas","https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Gainsborough%20Riverside%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,,,44001538.0
D_WLI_372_CA_8_1,WLI_372_CA_8,"Gainsborough Town Centre","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas","https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Gainsborough%20Town%20Centre%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,,,44001537.0
D_WLI_372_CA_9_1,WLI_372_CA_9,"Glentham","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas","https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Glentham%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,,,44001543.0
D_WLI_372_CA_10_1,WLI_372_CA_10,"Glentworth","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas","https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Glentworth%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,,,44001544.0
