reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_CHT_86_CA_1_1,CHT_86_CA_1,"Bafford","https://www.cheltenham.gov.uk/info/52/conservation/644/cheltenhams_conservation_areas","https://www.cheltenham.gov.uk/download/downloads/id/3153/bafford_conservation_area_character_appraisal_and_management_plan.pdf",area-appraisal,,,1989-10-02,,44000773.0
D_CHT_86_CA_1_2,CHT_86_CA_1,"Bafford","https://www.cheltenham.gov.uk/info/52/conservation/644/cheltenhams_conservation_areas",https://www.cheltenham.gov.uk/site/scripts/download_info.php?downloadID=447&fileID=1072,area-map,,,1989-10-02,,44000773.0
D_CHT_86_CA_2_1,CHT_86_CA_2,"Central","https://www.cheltenham.gov.uk/info/52/conservation/644/cheltenhams_conservation_areas","https://www.cheltenham.gov.uk/info/46/planning_policy/1037/supplementary_planning_documents/4",area-appraisal,,,1973-05-01,,44000779.0
D_CHT_86_CA_2_2,CHT_86_CA_2,"Central","https://www.cheltenham.gov.uk/info/52/conservation/644/cheltenhams_conservation_areas",https://www.cheltenham.gov.uk/download/downloads/id/1067/central_conservation_area_map.pdf,area-map,,,1973-05-01,,44000779.0
D_CHT_86_CA_3_1,CHT_86_CA_3,"Cudnall Street","https://www.cheltenham.gov.uk/info/52/conservation/644/cheltenhams_conservation_areas","https://www.cheltenham.gov.uk/download/downloads/id/3189/cudnall_street_conservation_area_character_appraisal_and_management_plan.pdf",area-appraisal,,,2009-06-29,,44000776.0
D_CHT_86_CA_3_2,CHT_86_CA_3,"Cudnall Street","https://www.cheltenham.gov.uk/info/52/conservation/644/cheltenhams_conservation_areas",https://www.cheltenham.gov.uk/site/scripts/download_info.php?downloadID=446&%E2%81%9EfileID=1071,area-map,,,2009-06-29,,44000776.0
D_CHT_86_CA_4_1,CHT_86_CA_4,"Prestbury","https://www.cheltenham.gov.uk/info/52/conservation/644/cheltenhams_conservation_areas","https://www.cheltenham.gov.uk/download/downloads/id/3205/prestbury_conservation_area_character_appraisal_and_management_plan.pdf",area-appraisal,,,2001-07-26,,44000775.0
D_CHT_86_CA_4_2,CHT_86_CA_4,"Prestbury","https://www.cheltenham.gov.uk/info/52/conservation/644/cheltenhams_conservation_areas",https://www.cheltenham.gov.uk/site/scripts/download_info.php?downloadID=444&fileID=1069,area-map,,,2001-07-26,,44000775.0
D_CHT_86_CA_5_1,CHT_86_CA_5,"St Mary's","https://www.cheltenham.gov.uk/info/52/conservation/644/cheltenhams_conservation_areas","https://www.cheltenham.gov.uk/download/downloads/id/3217/st_marys_conservation_area_character_appraisal_and_management_plan.pdf",area-appraisal,,,1989-10-02,,44000778.0
D_CHT_86_CA_5_2,CHT_86_CA_5,"St Mary's","https://www.cheltenham.gov.uk/info/52/conservation/644/cheltenhams_conservation_areas",https://www.cheltenham.gov.uk/site/scripts/download_info.php?downloadID=445&fileID=1070,area-map,,,1989-10-02,,44000778.0
D_CHT_86_CA_6_1,CHT_86_CA_6,"Swindon Village","https://www.cheltenham.gov.uk/info/52/conservation/644/cheltenhams_conservation_areas","https://www.cheltenham.gov.uk/download/downloads/id/3222/swindon_village_conservation_area_character_appraisal_and_management_plan.pdf",area-appraisal,,,1986-11-11,,44000777.0
D_CHT_86_CA_6_2,CHT_86_CA_6,"Swindon Village","https://www.cheltenham.gov.uk/info/52/conservation/644/cheltenhams_conservation_areas",https://www.cheltenham.gov.uk/downloads/file/3222/swindon_village_conservation_area_character_appraisal_and_management_plan,area-map,,,1986-11-11,,44000777.0
D_CHT_86_CA_7_1,CHT_86_CA_7,"The Poets","https://www.cheltenham.gov.uk/info/52/conservation/644/cheltenhams_conservation_areas","https://www.cheltenham.gov.uk/download/downloads/id/3225/the_poets_conservation_area_character_appraisal_and_management_plan.pdf",area-appraisal,,,2009-06-29,,44000774.0
D_CHT_86_CA_7_2,CHT_86_CA_7,"The Poets","https://www.cheltenham.gov.uk/info/52/conservation/644/cheltenhams_conservation_areas",https://www.cheltenham.gov.uk/site/scripts/download_info.php?downloadID=448&fileID=1073,area-map,,,2009-06-29,,44000774.0
