reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
SWL_330_CA_1,"Badlesmere",,"","https://swale.gov.uk/planning-and-regeneration/heritage-and-landscape/conservation-areas/existing-conservation-areas#h2","No Appraisal document. Interactive map  Extra documents are available. ",,,,44002302.0
SWL_330_CA_2,"Lynsted, Bogle",,"https://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/Bogle-conservation-area-character-appraisal.pdf","","Interactive map  Extra documents are available. ",,,,44002261.0
SWL_330_CA_3,"Boughton, Boughton Church",,"https://services.swale.gov.uk/assets/Planning-General/Planning-Policy/ConservationAreaMaps/Boughton%20Church%20CACA%20-%20adoption%20version%20-%20June%202019.pdf","","Interactive map  Best Map is shown on page 8 of the appraisal document. ",,,,44002253.0
SWL_330_CA_4,"Boughton, Boughton Street",,"https://services.swale.gov.uk/assets/Planning-General/Planning-Policy/ConservationAreaMaps/Boughton%20Street%20CACA%20-%20adoption%20version%20-%20June%202019.pdf","","Interactive map  Best Map is shown on page 10 of the appraisal document. ",,,,44002051.0
SWL_330_CA_5,"Bredgar",,"https://services.swale.gov.uk/assets/Planning-General/Planning-Policy/ConservationAreaMaps/Adopted_Bredgar_Conservation_Area_Appraisal_AA_Final.pdf","","Interactive map  Extra documents are available.  Best Map is shown on page 15 of the appraisal document. ",,,,44001795.0
SWL_330_CA_6,"Cellar Hill and Greenstreet",,"https://swale.gov.uk/__data/assets/pdf_file/0005/455567/PC2024draft_Cellar-Hill-and-Greenstreet-CACA-AC-new-x-AA-compressed.pdf","","Interactive map  Extra documents are available.  Best Map is shown on page 17 of the appraisal document. ",,,,44002181.0
SWL_330_CA_7,"Borden, Chestnut Street",,"https://services.swale.gov.uk/assets/Planning-General/Planning-Policy/ConservationAreaMaps/Borden%20Conservation%20Areas%20Appraisals%20and%20Management%20Plan%20Consultation%20Final%20Dec%202022%20x.pdf","","Interactive map  Extra documents are available.  Best Map is shown on page 29 of the appraisal document. ",,,,44002252.0
SWL_330_CA_8,"Hernhill, Dargate",,"https://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/Dargate-conservation-area-character-appraisal.pdf","","Interactive map  Extra documents are available. ",,,,44001820.0
SWL_330_CA_9,"Doddington and Newnham",,"","","No Appraisal document. Interactive map ",,,,44002226.0
SWL_330_CA_10,"Eastling",,"","","No Appraisal document. Interactive map ",,,,44002239.0
SWL_330_CA_11,"Faversham, Faversham Town",,"https://swale.gov.uk/__data/assets/pdf_file/0008/453905/Faversham_CA_Appraisal_Aug_2023_V3.1_AA_Final.pdf","","Interactive map  Best Map is shown on page 45 of the appraisal document. ",,,,44002114.0
SWL_330_CA_12,"Hernhill, Fostall",,"https://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/Fostall-conservation-area-character-appraisal.pdf","","Interactive map ",,,,44002011.0
SWL_330_CA_13,"Goodnestone",,"https://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/Graveney-Church-Graveney-Bridge-and-Goodnestone-conservation-areas.pdf","","Interactive map  Extra documents are available. ",,,,44002266.0
SWL_330_CA_14,"Graveney, Graveney Bridge",,"https://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/Graveney-Church-Graveney-Bridge-and-Goodnestone-conservation-areas.pdf","","Interactive map  Extra documents are available. ",,,,44002259.0
SWL_330_CA_15,"Graveney, Graveney Church",,"https://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/Graveney-Church-Graveney-Bridge-and-Goodnestone-conservation-areas.pdf","","Interactive map  Extra documents are available. ",,,,44002005.0
SWL_330_CA_16,"Borden, Harman's Corner",,"https://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/Harmans-Corner-Borden-conservation-area-character-appraisal.pdf","","Interactive map ",,,,44001876.0
SWL_330_CA_17,"Hartlip",,"https://services.swale.gov.uk/assets/Planning-General/Planning-Policy/ConservationAreaMaps/Adopted_Hartlip_Conservation_Area_Appraisal_AA_Final.pdf","","Interactive map  Extra documents are available.  Best Map is shown on page 5 of the appraisal document. ",,,,44002311.0
SWL_330_CA_18,"Borden, Hearts Delight",,"https://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/Hearts-Delight-conservation-area-character-appraisal.pdf","","Interactive map ",,,,44002136.0
SWL_330_CA_19,"Hernhill",,"","","No Appraisal document. Interactive map ",,,,44002290.0
SWL_330_CA_20,"Milton Regis, High Street",,"https://swale.gov.uk/__data/assets/pdf_file/0004/455566/FINAL_Milton_Regis_CACA.pdf","","Interactive map  Best Map is shown on page 18 of the appraisal document. ",,,,44001931.0
SWL_330_CA_21,"Sittingbourne",,"https://services.swale.gov.uk/assets/Planning%20Policy%202019/STT_CA_Review_Adoption_version_Feb2023.pdf","","Interactive map  Extra documents are available.  Best Map is shown on page 8 of the appraisal document. ",,,,44002234.0
SWL_330_CA_22,"Kingsdown",,"","","No Appraisal document. Interactive map ",,,,44002070.0
SWL_330_CA_23,"Lewson Street",,"","","No Appraisal document. Interactive map ",,,,44001980.0
SWL_330_CA_24,"Lower Halstow",,"https://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/Lower-Halstow-conservation-area-character-appraisal.pdf","","Interactive map ",,,,44002308.0
SWL_330_CA_25,"Milstead",,"https://services.swale.gov.uk/assets/Planning-General/Planning-Policy/ConservationAreaMaps/Milsted%20CA%20Review-Final%20-Dec22%20(002)%20A.pdf","","Interactive map  Best Map is shown on page 9 of the appraisal document. ",,,,44002125.0
SWL_330_CA_26,"Newington, Church",,"","","No Appraisal document. Interactive map ",,,,44002186.0
SWL_330_CA_27,"Newington, High Street",,"","","No Appraisal document. Interactive map ",,,,44002248.0
SWL_330_CA_28,"Newington, Newington Manor",,"","","No Appraisal document. Interactive map ",,,,44002233.0
SWL_330_CA_29,"Faversham, Ospringe",,"http://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/Ospringe-conservation-area-character-appraisal.pdf","","Interactive map  Extra documents are available. ",,,,44001993.0
SWL_330_CA_30,"Painter's Forstal",,"","","No Appraisal document. Interactive map ",,,,44002059.0
SWL_330_CA_31,"Faversham, Preston Next",,"https://swale.gov.uk/__data/assets/pdf_file/0009/453906/Preston_Next_Faversham_CA_Appraisal_Aug_2023_V1.4_AA_Final.pdf","","Interactive map  Extra documents are available.  Best Map is shown on page 4 of the appraisal document. ",,,,44001951.0
SWL_330_CA_32,"Queenborough",,"https://www.swale.gov.uk/assets/Planning-General/Planning-Policy/Cons-Area-Review/Cons-Area-Review-Jan-12/Queenborough-reduced-size.pdf","","Interactive map  Extra documents are available. ",,,,44002296.0
SWL_330_CA_33,"Rodmersham, Church Street",,"https://swale.gov.uk/__data/assets/pdf_file/0008/428678/Proposed-Rodmersham-Church-Street-CA-Character-Appraisal-Final-version-to-be-published_Aug22-AAA.pdf","","Interactive map  Best Map is shown on page 8 of the appraisal document. ",,,,SWL_330_CA_33_New
SWL_330_CA_34,"Rodmersham Green",,"https://services.swale.gov.uk/assets/Planning-General/Planning-Policy/ConservationAreaMaps/Rod'Green%20CACA%20-%20adoption%20version%20(Dec%202022)%20A.pdf","","Interactive map  Best Map is shown on page 8 of the appraisal document. ",,,,44002212.0
SWL_330_CA_35,"Selling",,"","","No Appraisal document. Interactive map ",,,,44002093.0
SWL_330_CA_36,"Sheerness, Marine Town",,"https://services.swale.gov.uk/assets/Planning-General/Planning-Policy/ConservationAreaMaps/Draft_Sheerness_Marine_Town_CA_WEB.pdf","","Interactive map  Best Map is shown on page 8 of the appraisal document. ",,,,44001822.0
SWL_330_CA_37,"Sheerness Royal Naval Dockyard and Bluetown",,"https://www.swale.gov.uk/assets/Planning-General/Planning-Policy/Cons-Area-Review/Cons-Area-Review-Jan-12/Sheerness-Dockyard-Blue-Town-CACA-reduced-size.pdf","","Interactive map  Extra documents are available. ",,,,44002216.0
SWL_330_CA_38,"Sheerness, Mile Town",,"https://services.swale.gov.uk/assets/Planning-General/Planning-Policy/ConservationAreaMaps/Draft_Sheerness_Mile_Town_CA_WEB.pdf","","Interactive map  Extra documents are available.  Best Map is shown on page 8 of the appraisal document. ",,,,44002126.0
SWL_330_CA_39,"Sheldwich",,"","","No Appraisal document. Interactive map ",,,,44001835.0
SWL_330_CA_40,"Selling, Shepherd's Hill",,"https://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/Shepherds-Hill-Selling-conservation-area-character-appraisal.pdf","","Interactive map  Extra documents are available. ",,,,44001881.0
SWL_330_CA_41,"Boughton, South Street",,"https://services.swale.gov.uk/assets/Planning-General/Planning-Policy/ConservationAreaMaps/Boughton%20(South%20Street)%20CACA%20-%20adoption%20version%20June%202019.pdf","","Interactive map  Best Map is shown on page 8 of the appraisal document. ",,,,44001932.0
SWL_330_CA_42,"Stalisfield Green",,"","","No Appraisal document. Interactive map ",,,,44002097.0
SWL_330_CA_43,"Staplestreet",,"","","No Appraisal document. Interactive map ",,,,44002220.0
SWL_330_CA_44,"Syndale",,"https://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/Syndale-Conservation-Area-Character-Appraisal.pdf","","Interactive map  Extra documents are available. ",,,,44004188.0
SWL_330_CA_45,"Borden, The Street",,"https://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/The-Street-Borden-conservation-area-character-appraisal.pdf","","Interactive map ",,,,44002189.0
SWL_330_CA_46,"Lynsted, The Street",,"https://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/Lynsted-conservation-area-character-appraisal.pdf","","Interactive map  Extra documents are available. ",,,,44002176.0
SWL_330_CA_47,"Throwley Forstal",,"","","No Appraisal document. Interactive map ",,,,44002167.0
SWL_330_CA_48,"Tonge",,"https://services.swale.gov.uk/assets/Planning-General/Planning-Policy/ConservationAreaMaps/Tonge%20Conservation%20Area%20Appraisal%20and%20Management%20Plan%20Consultation%20Final%20DEC%202022%20A.pdf","","Interactive map  Extra documents are available.  Best Map is shown on page 9 of the appraisal document. ",,,,44002183.0
SWL_330_CA_49,"Tunstall",,"https://swale.gov.uk/__data/assets/pdf_file/0009/428679/Tunstall-CACA-Final-version-to-be-published_August-2022-AA.pdf","","Interactive map  Extra documents are available.  Best Map is shown on page 9 of the appraisal document. ",,,,44002217.0
SWL_330_CA_50,"Upchurch",,"https://www.swale.gov.uk/assets/Planning-Forms-and-Leaflets/Planning-General/Planning-Conservation/Upchurch-conservation-area-character-appraisal.pdf","","Interactive map  Extra documents are available. ",,,,44002240.0
SWL_330_CA_51,"Whitehill",,"","","No Appraisal document. Interactive map ",,,,44001819.0
