reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
NDE_221_CA_1,"Ashford",,"","https://www.northdevon.gov.uk/council/strategies-plans-and-policies/environment-and-planning-policies/local-plan/planning-policy-supporting-documents/environment/conservation-area-character-appraisals","No Appraisal document.  ",,,,44005672.0
NDE_221_CA_2,"Barnstaple - Ebberly Lawn",,"https://www.northdevon.gov.uk/media/299545/ebberly-lawn-appraisal-low-res.pdf","https://www.northdevon.gov.uk/council/strategies-plans-and-policies/environment-and-planning-policies/local-plan/planning-policy-supporting-documents/environment/conservation-area-character-appraisals","Management plan available  Extra documents are available. ",,2008-12-01,,44005673.0
NDE_221_CA_3,"Barnstaple - Newport",,"https://www.northdevon.gov.uk/media/299561/newport-appraisal-low-res.pdf","https://www.northdevon.gov.uk/council/strategies-plans-and-policies/environment-and-planning-policies/local-plan/planning-policy-supporting-documents/environment/conservation-area-character-appraisals","Management plan available  Extra documents are available. ",,2009-12-01,,44006693.0
NDE_221_CA_4,"Barnstaple - Pilton",,"https://www.northdevon.gov.uk/media/299567/pilton-appraisal-low-res.pdf","https://www.northdevon.gov.uk/council/strategies-plans-and-policies/environment-and-planning-policies/local-plan/planning-policy-supporting-documents/environment/conservation-area-character-appraisals","Management plan available  Extra documents are available. ",,2009-05-01,,44005674.0
NDE_221_CA_5,"Barnstaple - Rumsam",,"https://www.northdevon.gov.uk/media/299576/rumsam-appraisal-low-res.pdf","https://www.northdevon.gov.uk/council/strategies-plans-and-policies/environment-and-planning-policies/local-plan/planning-policy-supporting-documents/environment/conservation-area-character-appraisals","Management plan available  Extra documents are available. ",,2009-12-01,,44005695.0
NDE_221_CA_6,"Barnstaple - Town Centre",,"https://www.northdevon.gov.uk/media/378813/barnstaple-tc-ca-with-addendum.pdf","https://www.northdevon.gov.uk/council/strategies-plans-and-policies/environment-and-planning-policies/local-plan/planning-policy-supporting-documents/environment/conservation-area-character-appraisals","Management plan available  Extra documents are available. ",,1985-01-01,,44006694.0
NDE_221_CA_7,"Berrynarbor",,"https://www.northdevon.gov.uk/media/299645/berrynarbor-appraisal-low-res.pdf","https://www.northdevon.gov.uk/council/strategies-plans-and-policies/environment-and-planning-policies/local-plan/planning-policy-supporting-documents/environment/conservation-area-character-appraisals","Management plan available  Extra documents are available. ",,2010-07-01,,44006695.0
NDE_221_CA_8,"Bickington",,"https://www.northdevon.gov.uk/media/299672/bickington-appraisal-low-res.pdf","https://www.northdevon.gov.uk/council/strategies-plans-and-policies/environment-and-planning-policies/local-plan/planning-policy-supporting-documents/environment/conservation-area-character-appraisals","Management plan available  Extra documents are available. ",,2010-12-01,,44006696.0
NDE_221_CA_9,"Bishop's Nympton",,"","https://www.northdevon.gov.uk/council/strategies-plans-and-policies/environment-and-planning-policies/local-plan/planning-policy-supporting-documents/environment/conservation-area-character-appraisals","No Appraisal document.  ",,,,44005675.0
NDE_221_CA_10,"Bishop's Tawton",,"https://www.northdevon.gov.uk/media/299702/bishops-tawton-appraisal-low-res.pdf","https://www.northdevon.gov.uk/council/strategies-plans-and-policies/environment-and-planning-policies/local-plan/planning-policy-supporting-documents/environment/conservation-area-character-appraisals"," ",,2013-03-01,,44006697.0
NDE_221_CA_11,"Braunton",,"https://www.northdevon.gov.uk/media/305284/braunton-appraisal-low-res.pdf","https://www.northdevon.gov.uk/council/strategies-plans-and-policies/environment-and-planning-policies/local-plan/planning-policy-supporting-documents/environment/conservation-area-character-appraisals","Management plan available  Extra documents are available. ",,2011-05-01,,44006698.0
NDE_221_CA_12,"Burrington",,"https://www.northdevon.gov.uk/media/305275/burrington-appraisal-low-res.pdf","https://www.northdevon.gov.uk/council/strategies-plans-and-policies/environment-and-planning-policies/local-plan/planning-policy-supporting-documents/environment/conservation-area-character-appraisals","Management plan available  Extra documents are available. ",,2011-01-01,,44005676.0
NDE_221_CA_13,"Chittlehampton",,"","https://www.northdevon.gov.uk/council/strategies-plans-and-policies/environment-and-planning-policies/local-plan/planning-policy-supporting-documents/environment/conservation-area-character-appraisals","No Appraisal document.  ",,,,44005677.0
