reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
COT_95_CA_1,"Ablington",,"","https://www.cotswold.gov.uk/planning-and-building/historic-buildings-and-conservation-areas/conservation-area-maps/","No Appraisal document.  ",,,,44003144.0
COT_95_CA_2,"Adlestrop",,"","https://www.cotswold.gov.uk/planning-and-building/historic-buildings-and-conservation-areas/conservation-area-maps/","No Appraisal document.  ",,,,44003145.0
COT_95_CA_3,"Aldsworth",,"","https://www.cotswold.gov.uk/planning-and-building/historic-buildings-and-conservation-areas/conservation-area-maps/","No Appraisal document.  ",,,,44003143.0
COT_95_CA_4,"Ampney Crucis",,"","https://www.cotswold.gov.uk/planning-and-building/historic-buildings-and-conservation-areas/conservation-area-maps/","No Appraisal document.  ",,,,44003146.0
COT_95_CA_5,"Ampney St Mary",,"","https://www.cotswold.gov.uk/planning-and-building/historic-buildings-and-conservation-areas/conservation-area-maps/","No Appraisal document.  ",,,,44003147.0
COT_95_CA_6,"Ampney St Peter",,"","https://www.cotswold.gov.uk/planning-and-building/historic-buildings-and-conservation-areas/conservation-area-maps/","No Appraisal document.  ",,,,44003148.0
COT_95_CA_7,"Ashley",,"","https://www.cotswold.gov.uk/planning-and-building/historic-buildings-and-conservation-areas/conservation-area-maps/","No Appraisal document.  ",,,,44003149.0
COT_95_CA_8,"Aston Magna",,"","https://www.cotswold.gov.uk/planning-and-building/historic-buildings-and-conservation-areas/conservation-area-maps/","No Appraisal document.  ",,,,44003150.0
COT_95_CA_9,"Aston Subedge",,"","https://www.cotswold.gov.uk/planning-and-building/historic-buildings-and-conservation-areas/conservation-area-maps/","No Appraisal document.  ",,,,44003151.0
COT_95_CA_10,"Avening",,"https://www.cotswold.gov.uk/media/um1dhd0n/avening-conservation-area-statement.pdf","https://www.cotswold.gov.uk/planning-and-building/historic-buildings-and-conservation-areas/conservation-area-maps/","  Extra documents are available. ",,1998-05-28,,44003152.0
COT_95_CA_11,"Bagendon",,"","https://www.cotswold.gov.uk/planning-and-building/historic-buildings-and-conservation-areas/conservation-area-maps/","No Appraisal document.  ",,,,44003153.0
COT_95_CA_12,"Barnsley",,"","https://www.cotswold.gov.uk/planning-and-building/historic-buildings-and-conservation-areas/conservation-area-maps/","No Appraisal document.  ",,,,44003154.0
COT_95_CA_13,"Batsford",,"","https://www.cotswold.gov.uk/planning-and-building/historic-buildings-and-conservation-areas/conservation-area-maps/","No Appraisal document.  ",,,,44003155.0
COT_95_CA_14,"Baunton",,"","https://www.cotswold.gov.uk/planning-and-building/historic-buildings-and-conservation-areas/conservation-area-maps/","No Appraisal document.  ",,,,44003156.0
