reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
SOX_309_CA_1,"Aston Rowant",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004371.0
SOX_309_CA_2,"Aston Tirrold/Aston Upthorpe",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2022/11/Aston-Tirrold-Upthorpe-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","  Best Map is shown on page 1 of the appraisal document. ",,,,44004384.0
SOX_309_CA_3,"Beckley",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/Beckley-CA-Study-1998_.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","  Best Map is shown on page 14 of the appraisal document. ",,,,44004352.0
SOX_309_CA_4,"Benson",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/Conservation-Area-Study-Benson_0.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/"," ",,,,44004389.0
SOX_309_CA_5,"Berrick Salome",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004393.0
SOX_309_CA_6,"Brightwell Baldwin",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/brightwell-baldwin-ca-study.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/"," ",,,,44004400.0
SOX_309_CA_7,"Brightwell-cum-Sotwell",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2022/11/Brightwell-cum-Sotwell-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","  Best Map is shown on page 1 of the appraisal document. ",,,,44004386.0
SOX_309_CA_8,"Britwell Salome",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/britwell-salome-ca-study.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/"," ",,,,44004397.0
SOX_309_CA_9,"Chalgrove",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/Chalgrove-ca-study.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/"," ",,,,44004399.0
SOX_309_CA_10,"Checkendon",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004408.0
SOX_309_CA_11,"Chinnor",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004368.0
SOX_309_CA_12,"Cholsey",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004404.0
SOX_309_CA_13,"Clifton Hampden",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004374.0
SOX_309_CA_14,"Culham",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004375.0
SOX_309_CA_15,"Cuxham",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2023/11/Cuxham-Conservation-Area-Appraisal.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","  Best Map is shown on page 5 of the appraisal document. ",,,,44004401.0
SOX_309_CA_16,"Didcot Northbourne",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004379.0
SOX_309_CA_17,"Didcot Old",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004377.0
SOX_309_CA_18,"Didcot, Station Road",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/didcot_station_road_CACA_21_03_2005.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/"," ",,,,44004378.0
SOX_309_CA_19,"Dorchester-on-Thames",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2023/11/Dorchester-Overy-Conservation-Area-Appraisal.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","  Best Map is shown on page 4 of the appraisal document. ",,,,44004394.0
SOX_309_CA_20,"East Hagbourne",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/East-Hagbourne-Character-Study.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/"," ",,,,44004381.0
SOX_309_CA_21,"Elsfield",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004351.0
SOX_309_CA_22,"Ewelme",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004396.0
SOX_309_CA_23,"Forest Hill",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/Forest-Hill-character-study_0.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","  Best Map is shown on page 14 of the appraisal document. ",,,,44004354.0
SOX_309_CA_24,"Garsington",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004358.0
SOX_309_CA_25,"Gatehampton",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004418.0
SOX_309_CA_26,"Goring",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004420.0
SOX_309_CA_27,"Great Haseley",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2022/11/Great-Haseley-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","  Best Map is shown on page 1 of the appraisal document. ",,,,44004361.0
SOX_309_CA_28,"Great Milton",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004360.0
SOX_309_CA_29,"Grey's Green",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/greys-green-ca-study.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/"," ",,,,44004412.0
SOX_309_CA_30,"Henley on Thames",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2023/01/HenleyCAA_19January2023.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","Council has 44004413, 44004414, 44004415 combined into one document  Best Map is shown on page 141 of the appraisal document. ",,,,44004415.0
SOX_309_CA_31,"Henley on Thames, Reading Road",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2023/01/HenleyCAA_19January2023.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","Council has 44004413, 44004414, 44004415 combined into one document  Best Map is shown on page 141 of the appraisal document. ",,,,44004413.0
SOX_309_CA_32,"Henley on Thames, St Marks Road",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2023/01/HenleyCAA_19January2023.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","Council has 44004413, 44004414, 44004415 combined into one document  Best Map is shown on page 141 of the appraisal document. ",,,,44004414.0
SOX_309_CA_33,"Kingston Blount",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004370.0
SOX_309_CA_34,"Lewknor",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004372.0
SOX_309_CA_35,"Little Haseley",,"","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document.  ",,,,44004362.0
