reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
WEA_361_CA_1,"Arlington",,"https://www.wealden.gov.uk/UploadedFiles/Arlington-CA-Draft-Appraisal-November-2023-updated-Aug-2024.pdf","https://www.wealden.gov.uk/planning-and-building-control/heritage/conservation-areas/","  Extra documents are available. ",,,,44006735.0
WEA_361_CA_2,"Boreham Street",,"https://www.wealden.gov.uk/UploadedFiles/Boreham-Street-Final-Draft-CA-v2.pdf","","  Extra documents are available. ",,,,44006736.0
WEA_361_CA_3,"Chalvington",,"https://www.wealden.gov.uk/UploadedFiles/Chalvington-Conservation-Area-Appraisal-Draft-October-2023-updated-Aug-2024.pdf","","  Extra documents are available. ",,,,44006737.0
WEA_361_CA_4,"Chiddingly",,"https://www.wealden.gov.uk/UploadedFiles/Chiddingly-Muddles-Green-CA-Draft-Appraisal-October-2023.pdf","","Documents cover both 44006738 and 44006756  Extra documents are available. ",,,,44006738.0
WEA_361_CA_5,"Church Street, Willingdon",,"https://www.wealden.gov.uk/UploadedFiles/Willingdon-Church-Street-Draft-CA-Appraisal-February-2024-updated-Aug-2024.pdf","","  Extra documents are available. ",,,,44006769.0
WEA_361_CA_6,"Coggins Mill",,"https://www.wealden.gov.uk/UploadedFiles/Mayfield-and-Coggins-Mill-Draft-Conservation-Area-Character-Appraisal-v2.pdf","","Documents cover both 44006739 and 44006755  Extra documents are available. ",,,,44006739.0
WEA_361_CA_7,"Cousley Wood",,"https://www.wealden.gov.uk/UploadedFiles/Pell-Green-and-Cousley-Wood-draft-CA-Appraisal-2020-v2-1.pdf","","Documents cover both 44006740 and 44006757  Extra documents are available. ",,,,44006740.0
WEA_361_CA_8,"Cowbeech",,"https://www.wealden.gov.uk/UploadedFiles/Cowbeech-Draft-Conservation-Area-Character-Appraisal.pdf","","  Extra documents are available. ",,,,44006741.0
WEA_361_CA_9,"Crowborough",,"https://www.wealden.gov.uk/UploadedFiles/Crowborough-Draft-Conservation-Area-Character-Appraisal-November-2020.pdf","","  Extra documents are available. ",,,,44006742.0
WEA_361_CA_10,"Danehill",,"https://www.wealden.gov.uk/UploadedFiles/Danehill-Draft-Conservation-Area-Character-Appraisal-v2.pdf","","  Extra documents are available. ",,,,44006743.0
