reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
HMF_169_CA_1,"Barclay Road",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/barclay_road_conservation_area_character_profile_1.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas","Character Profile  Best Map is shown on page 7 of the appraisal document. ",,,,HMF_169_CA_1_New
HMF_169_CA_2,"Barons Court",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/barons_court_1_10_tcm21-63693.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas","  Extra documents are available. ",,2005-02-23,,44008381.0
HMF_169_CA_3,"Bishops Park",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/pages_from_bishops_park_1_tcm21-19991.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas","Character Profile  Extra documents are available. ",,1996-09-17,,44008351.0
HMF_169_CA_4,"Bradmore",,"","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas","No Appraisal document.  ",,2014-10-13,,44008366.0
HMF_169_CA_5,"Brook Green",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/brook_green_website_edition_4_tcm21-65860.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas","Character Profile ",,2007-06-01,,HMF_169_CA_5_New
HMF_169_CA_6,"Central Fulham",,"","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas","No Appraisal document.  ",,,,44008379.0
HMF_169_CA_7,"Coningham and Lime Grove",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/coningham_and_lime_grove_website_edition_2_tcm21-57197.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas","Character Profile ",,1990-01-17,,44008387.0
HMF_169_CA_8,"Cleverly Estate",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/cleverly_estate_conservation_area_profile.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas","Character Profile ",,1998-08-24,,HMF_169_CA_8_New
HMF_169_CA_9,"Crabtree",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/crabtree_part_1_tcm21-20009.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas","Character Profile  Extra documents are available. ",,2018-11-13,,44008378.0
HMF_169_CA_10,"Dorcas",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/dorcas_estate_part_1_replacement_tcm21-63686_0.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas","Character Profile ",,2002-07-02,,HMF_169_CA_10_New
HMF_169_CA_11,"Fitzgeorge and Fitzjames",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/fitzgeorge_fitzjames_part_1_replacement_tcm21-63684.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas","Character Profile ",,2002-07-02,,44008361.0
HMF_169_CA_12,"Fulham Park Gardens",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/fulham_park_gardens_part_1_tcm21-20036.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas","  Extra documents are available. ",,2002-07-02,,HMF_169_CA_12_New
HMF_169_CA_13,"Fulham Reach",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/pages_from_fulham_reach_1_tcm21-20050.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas"," ",,2018-11-13,,HMF_169_CA_13_New
