reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
AYL_32_CA_1,"Adstock",,"https://buckinghamshire-gov-uk.s3.amazonaws.com/documents/CA-Adstock.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","  Best Map is shown on page 1 of the appraisal document. ",,,,44009511.0
AYL_32_CA_2,"Akeley",,"https://www.buckinghamshire.gov.uk/documents/15612/Akeley-Document-with-EPS.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","  Extra documents are available. ",,,,44009512.0
AYL_32_CA_3,"Ashendon",,"https://www.buckinghamshire.gov.uk/documents/15628/Ashendon-adopted_document.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","  Extra documents are available. ",,,,44009513.0
AYL_32_CA_4,"Aston Abbotts",,"https://www.buckinghamshire.gov.uk/documents/15644/CA-Aston-Abbotts.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","  Best Map is shown on page 1 of the appraisal document. ",,,,44009519.0
AYL_32_CA_5,"Aston Sandford",,"https://www.buckinghamshire.gov.uk/documents/15630/Aston-Sandford-Final-2012.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","  Extra documents are available. ",,,,44009520.0
AYL_32_CA_6,"Aylesbury, Walton and Wendover",,"https://www.buckinghamshire.gov.uk/documents/15839/Updated-2009-Aylesbury-CA-doc.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","Is Aylesbury, Walton and Wendover Road, There is also Wendover Road separately Platform has Wendover Road, council has both Wendover Road and Aylesbury, Walton & Wendover Extra documents are available. ",,,,AYL_32_CA_6_New
AYL_32_CA_7,"Beachampton",,"https://www.buckinghamshire.gov.uk/documents/15645/CA-Beachampton.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","  Best Map is shown on page 1 of the appraisal document. ",,,,44009524.0
AYL_32_CA_8,"Bierton",,"https://www.buckinghamshire.gov.uk/documents/15635/Bierton-Conservation-Area-Jan-2008.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","  Extra documents are available. ",,,,44009393.0
AYL_32_CA_9,"Bishopstone",,"https://www.buckinghamshire.gov.uk/documents/15636/Bishopstone-adopted.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","  Extra documents are available. ",,,,44009525.0
AYL_32_CA_10,"Botolph Claydon",,"https://www.buckinghamshire.gov.uk/documents/15646/CA-Botolph-Clayton.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","  Best Map is shown on page 1 of the appraisal document. ",,,,44009527.0
