reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
BOT_53_CA_1,"Bicker",,"","https://www.boston.gov.uk/article/21240/Conservation","No Appraisal document.  ",,,,44001574.0
BOT_53_CA_2,"Boston",,"","https://www.boston.gov.uk/article/21240/Conservation","No Appraisal document.  ",,,,44001565.0
BOT_53_CA_3,"Boston Spilsby Road",,"","https://www.boston.gov.uk/article/21240/Conservation","No Appraisal document.  ",,,,44001566.0
BOT_53_CA_4,"Frampton",,"","https://www.boston.gov.uk/article/21240/Conservation","No Appraisal document.  ",,,,44001569.0
BOT_53_CA_5,"Kirton",,"","https://www.boston.gov.uk/article/21240/Conservation","No Appraisal document.  ",,,,44001570.0
BOT_53_CA_6,"Kirton Holme",,"","https://www.boston.gov.uk/article/21240/Conservation","No Appraisal document.  ",,,,44001571.0
BOT_53_CA_7,"Boston Skirbeck",,"","https://www.boston.gov.uk/article/21240/Conservation","No Appraisal document.  ",,,,44001567.0
BOT_53_CA_8,"Swineshead",,"","https://www.boston.gov.uk/article/21240/Conservation","No Appraisal document.  ",,,,44001572.0
BOT_53_CA_9,"Wigtoft",,"","https://www.boston.gov.uk/article/21240/Conservation","No Appraisal document.  ",,,,44001573.0
BOT_53_CA_10,"Wrangle",,"","https://www.boston.gov.uk/article/21240/Conservation","No Appraisal document.  ",,,,44001564.0
BOT_53_CA_11,"Wyberton",,"","https://www.boston.gov.uk/article/21240/Conservation","No Appraisal document.  ",,,,44001568.0
