reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_RYE_277_CA_1_1,RYE_277_CA_1,"Aislaby","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-ryedale/conservation-areas","",area-appraisal,,,,,44000349.0
D_RYE_277_CA_1_2,RYE_277_CA_1,"Aislaby","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-ryedale/conservation-areas",https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Aislaby_Policies_Map_Nov_2018.pdf,area-map,,,,,44000349.0
D_RYE_277_CA_2_1,RYE_277_CA_2,"Allerston","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-ryedale/conservation-areas","",area-appraisal,,,,,44000350.0
D_RYE_277_CA_2_2,RYE_277_CA_2,"Allerston","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-ryedale/conservation-areas",https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Allerston_Policies_Map_Nov_2018.pdf,area-map,,,,,44000350.0
D_RYE_277_CA_3_1,RYE_277_CA_3,"Ampleforth","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-ryedale/conservation-areas","",area-appraisal,,,,,44000643.0
D_RYE_277_CA_3_2,RYE_277_CA_3,"Ampleforth","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-ryedale/conservation-areas",https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Ampleforth_Policies_Map_Nov_2018.pdf,area-map,,,,,44000643.0
D_RYE_277_CA_4_1,RYE_277_CA_4,"Appleton-le-Moors","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-ryedale/conservation-areas","",area-appraisal,,,,,RYE_277_CA_4_New
D_RYE_277_CA_4_2,RYE_277_CA_4,"Appleton-le-Moors","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-ryedale/conservation-areas",https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Appleton_Roebuck_Conservation_Area.pdf,area-map,,,,,RYE_277_CA_4_New
D_RYE_277_CA_5_1,RYE_277_CA_5,"Barton-le-Street","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-ryedale/conservation-areas","",area-appraisal,,,,,44000311.0
D_RYE_277_CA_5_2,RYE_277_CA_5,"Barton-le-Street","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-ryedale/conservation-areas",https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Barton-le-Street_Policies_Map_Nov_2018.pdf,area-map,,,,,44000311.0
