reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_BRT_62_CA_1_1,BRT_62_CA_1,"Attenborough Barratt Lane","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","https://www.broxtowe.gov.uk/media/1908/attenborough-barratt-ln-appraisal.pdf",area-appraisal,,,,,44004625.0
D_BRT_62_CA_2_1,BRT_62_CA_2,"Attenborough Village","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","https://www.broxtowe.gov.uk/media/1902/attenborough-village-con-area-appraisal.pdf",area-appraisal,,,,,44001424.0
D_BRT_62_CA_3_1,BRT_62_CA_3,"Beeston St John's Grove","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","https://www.broxtowe.gov.uk/media/1912/beeston-st-johns-grove-appraisal.pdf",area-appraisal,,,,,44001423.0
D_BRT_62_CA_4_1,BRT_62_CA_4,"Beeston West End","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","https://www.broxtowe.gov.uk/media/1920/beeston-west-end-nov-09-correct-version.pdf",area-appraisal,,,,,44004626.0
D_BRT_62_CA_5_1,BRT_62_CA_5,"Bramcote","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","https://www.broxtowe.gov.uk/media/1953/bramcote-apprisal.pdf",area-appraisal,,,,,44004628.0
D_BRT_62_CA_6_1,BRT_62_CA_6,"Brinsley","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","",area-appraisal,,,,,44000071.0
D_BRT_62_CA_7_1,BRT_62_CA_7,"Chilwell","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","",area-appraisal,,,,,44001425.0
D_BRT_62_CA_8_1,BRT_62_CA_8,"Chilwell Cottage Grove","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","https://www.broxtowe.gov.uk/media/1932/cottage-grove-appraisal.pdf",area-appraisal,,,,,44004627.0
D_BRT_62_CA_9_1,BRT_62_CA_9,"Cossall","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","",area-appraisal,,,,,44001421.0
D_BRT_62_CA_10_1,BRT_62_CA_10,"Eastwood","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","https://www.broxtowe.gov.uk/media/1949/eastwood-con-area-character-appraisal.pdf",area-appraisal,,,,,44004623.0
D_BRT_62_CA_11_1,BRT_62_CA_11,"Kimberley Town Centre","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","https://www.broxtowe.gov.uk/media/1960/kimberley-document-main-one.pdf",area-appraisal,,,,,44001419.0
D_BRT_62_CA_12_1,BRT_62_CA_12,"Nuthall","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","",area-appraisal,,,,,44001420.0
D_BRT_62_CA_13_1,BRT_62_CA_13,"Sandiacre Lock","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","",area-appraisal,,,,,BRT_62_CA_13_New
D_BRT_62_CA_14_1,BRT_62_CA_14,"Stapleford Church Street","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","https://www.broxtowe.gov.uk/media/1943/stapleford-appraisal-main-one.pdf",area-appraisal,,,,,44004624.0
D_BRT_62_CA_15_1,BRT_62_CA_15,"Stapleford Nottingham Road","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","https://www.broxtowe.gov.uk/media/1938/stapleford-appraisal-main-one.pdf",area-appraisal,,,,,44001418.0
D_BRT_62_CA_16_1,BRT_62_CA_16,"Strelley","https://www.broxtowe.gov.uk/for-you/planning/conservation-areas/","",area-appraisal,,,,,44001422.0
