reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_LUT_204_CA_1_1,LUT_204_CA_1,"High Town","https://m.luton.gov.uk/Page/Show/environment/planning/conservation,%20design%20and%20trees/pages/conservation%20and%20urban%20design%20planning%20-%20conservation%20areas.aspx","",area-appraisal,,,,,44004478.0
D_LUT_204_CA_1_2,LUT_204_CA_1,"High Town","https://m.luton.gov.uk/Page/Show/environment/planning/conservation,%20design%20and%20trees/pages/conservation%20and%20urban%20design%20planning%20-%20conservation%20areas.aspx",https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/Planning/Development%20Control/High-town-conservation-area.pdf,area-map,,,,,44004478.0
D_LUT_204_CA_2_1,LUT_204_CA_2,"Luton South","https://m.luton.gov.uk/Page/Show/environment/planning/conservation,%20design%20and%20trees/pages/conservation%20and%20urban%20design%20planning%20-%20conservation%20areas.aspx","",area-appraisal,,,,,44002953.0
D_LUT_204_CA_2_2,LUT_204_CA_2,"Luton South","https://m.luton.gov.uk/Page/Show/environment/planning/conservation,%20design%20and%20trees/pages/conservation%20and%20urban%20design%20planning%20-%20conservation%20areas.aspx",https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/Planning/Development%20Control/Luton-south-conservation-area.pdf,area-map,,,,,44002953.0
D_LUT_204_CA_3_1,LUT_204_CA_3,"Plaiters Lea","https://m.luton.gov.uk/Page/Show/environment/planning/conservation,%20design%20and%20trees/pages/conservation%20and%20urban%20design%20planning%20-%20conservation%20areas.aspx","",area-appraisal,,,,,44004477.0
D_LUT_204_CA_3_2,LUT_204_CA_3,"Plaiters Lea","https://m.luton.gov.uk/Page/Show/environment/planning/conservation,%20design%20and%20trees/pages/conservation%20and%20urban%20design%20planning%20-%20conservation%20areas.aspx",https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/Planning/Development%20Control/Plaiters-lea-conservation-area.pdf,area-map,,,,,44004477.0
D_LUT_204_CA_4_1,LUT_204_CA_4,"Rothesay","https://m.luton.gov.uk/Page/Show/environment/planning/conservation,%20design%20and%20trees/pages/conservation%20and%20urban%20design%20planning%20-%20conservation%20areas.aspx","",area-appraisal,,,,,44004476.0
D_LUT_204_CA_4_2,LUT_204_CA_4,"Rothesay","https://m.luton.gov.uk/Page/Show/environment/planning/conservation,%20design%20and%20trees/pages/conservation%20and%20urban%20design%20planning%20-%20conservation%20areas.aspx",https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/Planning/Development%20Control/Rothesay-road-conservation-area.pdf,area-map,,,,,44004476.0
D_LUT_204_CA_5_1,LUT_204_CA_5,"Town Centre","https://m.luton.gov.uk/Page/Show/environment/planning/conservation,%20design%20and%20trees/pages/conservation%20and%20urban%20design%20planning%20-%20conservation%20areas.aspx","",area-appraisal,,,,,44004479.0
D_LUT_204_CA_5_2,LUT_204_CA_5,"Town Centre","https://m.luton.gov.uk/Page/Show/environment/planning/conservation,%20design%20and%20trees/pages/conservation%20and%20urban%20design%20planning%20-%20conservation%20areas.aspx",https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/Planning/Development%20Control/Town-centre-conservation-area.pdf,area-map,,,,,44004479.0
