reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
HIL_167_CA_1,"Black Jacks and Copper Mill Lock",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1980-10-23,,44002426.0
HIL_167_CA_2,"Botwell, Nestles",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1988-06-20,,44002444.0
HIL_167_CA_3,"Botwell, Thorn EMI",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1988-06-20,,44002443.0
HIL_167_CA_4,"Bulls Bridge",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1973-01-01,,44002446.0
HIL_167_CA_5,"Cowley Church (St Laurence)",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1988-01-01,,44002441.0
HIL_167_CA_6,"Cowley Lock, Uxbridge",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1975-03-27,,44002442.0
HIL_167_CA_7,"Cranford Park",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,,,HIL_167_CA_7_New
HIL_167_CA_8,"Denham Lock, Uxbridge",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1975-07-03,,44008848.0
HIL_167_CA_9,"Eastcote Park Estate",,"https://www.hillingdon.gov.uk/media/3850/Eastcote-Park-appraisal/pdf/deCA_Appraisal_EPE_-_FINAL_March.07.pdf?m=1603207575653","https://www.hillingdon.gov.uk/conservation-areas","  Extra documents are available. ",,2005-01-01,,44002435.0
HIL_167_CA_10,"Eastcote Village",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,2011-01-12,,44004083.0
HIL_167_CA_11,"Morford Way, Eastcote",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1988-11-01,,44002434.0
HIL_167_CA_12,"Northwood, Frithwood",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.   Extra documents are available. ",,2009-12-02,,44004084.0
HIL_167_CA_13,"Northwood Town Centre, Green Lane",,"https://www.hillingdon.gov.uk/media/3871/Northwood-Conservation-Area-Report-Sep-2019/pdf/m1Northwood_Conservation_Area_Report_Sep_2019_Online.pdf?m=1603208649500","https://www.hillingdon.gov.uk/conservation-areas"," ",,2009-12-02,,44004085.0
HIL_167_CA_14,"Harefield Village",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1990-07-26,,44002427.0
HIL_167_CA_15,"Harlington Village",,"https://www.hillingdon.gov.uk/media/3861/Harlington-Village-appraisal/pdf/h9Harlington_Village_CA_Appraisal_CHIPS_SEPT2015_FINAL.pdf?m=1603208047277","https://www.hillingdon.gov.uk/conservation-areas"," ",,2015-10-21,,44006368.0
HIL_167_CA_16,"Harmondsworth Village",,"https://www.hillingdon.gov.uk/media/3863/Harmondsworth-Village-appraisal/pdf/i7CA_Appraisal_Harmondsworth_-_FINAL_March.07.pdf?m=1603208168827","https://www.hillingdon.gov.uk/conservation-areas"," ",,1970-01-29,,44002448.0
HIL_167_CA_17,"Hayes Village",,"https://www.hillingdon.gov.uk/media/3865/Hayes-Village-appraisal/pdf/ilHayes_Village_CA_Appraisal_CHIPS_SEPT2015_FINAL.pdf?m=1603208261457","https://www.hillingdon.gov.uk/conservation-areas"," ",,1970-01-29,,44006369.0
HIL_167_CA_18,"Hillingdon Village",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1973-03-15,,44002440.0
HIL_167_CA_19,"Ickenham Village",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1970-01-29,,44002431.0
HIL_167_CA_20,"Longford Village",,"https://www.hillingdon.gov.uk/media/3869/Longford-Village-appraisal/pdf/k9CA_Appraisal_Longford_-_FINAL_March.07.pdf?m=1603208429630","https://www.hillingdon.gov.uk/conservation-areas"," ",,1970-02-16,,44002449.0
HIL_167_CA_21,"Old Uxbridge and Windsor Street",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1988-02-04,,44002437.0
HIL_167_CA_22,"Rockingham Bridge",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.   Extra documents are available. ",,2012-12-19,,44006370.0
HIL_167_CA_23,"Ruislip Village",,"https://www.hillingdon.gov.uk/media/3879/Ruislip-Village-appraisal/pdf/olRuislip_CA_Appraisal-_July_2010.pdf?m=1603208969717","https://www.hillingdon.gov.uk/conservation-areas"," ",,2009-01-14,,44002432.0
HIL_167_CA_24,"Ruislip, Manor Way",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1989-01-01,,44002433.0
HIL_167_CA_25,"Springwell Lock",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1975-07-31,,44002425.0
HIL_167_CA_26,"The Glen, Northwood",,"https://www.hillingdon.gov.uk/media/3855/The-Glen-appraisal/pdf/esThe_Glen_Appraisal.pdf?m=1603207795047","https://www.hillingdon.gov.uk/conservation-areas","  Extra documents are available. ",,2007-07-18,,44008924.0
HIL_167_CA_27,"The Greenway, Uxbridge",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1975-10-16,,44002439.0
HIL_167_CA_28,"Uxbridge Moor",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,2003-07-10,,44002438.0
HIL_167_CA_29,"Uxbridge Lock",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,2003-07-10,,HIL_167_CA_29_New
HIL_167_CA_30,"West Drayton Green",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1969-11-10,,44002447.0
HIL_167_CA_31,"Widewater Lock",,"","https://www.hillingdon.gov.uk/conservation-areas","No Appraisal document.  ",,1988-01-01,,44002428.0
