reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
WIN_369_CA_1,"Abbots Worthy",,"https://www.winchester.gov.uk/assets/attach/21683/Abbots-Worthy-Conservation-Area-Technical-Assessment-Aug1997.pdf","https://www.winchester.gov.uk/historic-environment/conservation-areas/technical-assessments","  Best Map is shown on page 5 of the appraisal document. ",,,,WIN_369_CA_1_New
WIN_369_CA_2,"Avington",,"https://www.winchester.gov.uk/assets/attach/21684/Avington-Conservation-Area-Technical-Assessment-March-2002.pdf","https://www.winchester.gov.uk/historic-environment/conservation-areas/technical-assessments","  Best Map is shown on page 6 of the appraisal document. ",,,,WIN_369_CA_2_New
WIN_369_CA_3,"Bishops Waltham",,"https://www.winchester.gov.uk/assets/attach/21685/Bishops-Waltham-Conservation-Area-Technical-Assessment-November-2001.pdf","https://www.winchester.gov.uk/historic-environment/conservation-areas/technical-assessments","  Best Map is shown on page 13 of the appraisal document. ",,,,44006840.0
WIN_369_CA_4,"Botley",,"https://www.winchester.gov.uk/assets/attach/21686/Botley-Conservation-Area-Technical-Assessment-1975.pdf","","  Best Map is shown on page 5 of the appraisal document. ",,,,44006811.0
WIN_369_CA_5,"Cheriton",,"https://www.winchester.gov.uk/assets/attach/21687/Cheriton-Conservation-Area-Technical-Assessment-Feb-1998.pdf","","  Best Map is shown on page 8 of the appraisal document. ",,,,WIN_369_CA_5_New
WIN_369_CA_6,"Chilland",,"https://www.winchester.gov.uk/assets/attach/21688/Chilland-Conservation-Area-Technical-Assessment-August-1997.pdf","","  Best Map is shown on page 5 of the appraisal document. ",,,,WIN_369_CA_6_New
WIN_369_CA_7,"Compton Street",,"https://www.winchester.gov.uk/assets/attach/21689/Compton-Street-Conservation-Area-Technical-Assessment.pdf","","  Best Map is shown on page 2 of the appraisal document. ",,,,44006834.0
WIN_369_CA_8,"Corhampton and Meonstoke (West Meon & Exton)",,"https://www.winchester.gov.uk/assets/attach/21690/Corhampton-and-Meonstoke-West-Meon-Exton-Conservation-Area-Technical-Assessmnet-1972.pdf","","Yeah, don't like the name, but it is the only option... please cut it down :)  Best Map is shown on page 4, P5, P6 of the appraisal document. ",,,,WIN_369_CA_8_New
WIN_369_CA_9,"Crawley",,"https://www.winchester.gov.uk/assets/attach/21691/Crawley-Conservation-Area-Technical-Assessment-1972.pdf","","  Best Map is shown on page 5 of the appraisal document. ",,,,44006844.0
WIN_369_CA_10,"Easton",,"https://www.winchester.gov.uk/assets/attach/26938/Easton-Conservation-Area-Technical-Assessment-Dec-1997.pdf","","  Best Map is shown on page 5 of the appraisal document. ",,,,WIN_369_CA_10_New
WIN_369_CA_11,"East Stratton",,"https://www.winchester.gov.uk/assets/attach/21692/East-Stratton-Conservation-Area-Technical-Assessment-1985.pdf","","  Best Map is shown on page 3 of the appraisal document. ",,,,44006838.0
WIN_369_CA_12,"Exton",,"https://www.winchester.gov.uk/assets/attach/21693/Exton-Conservation-Area-Technical-Assessment-Nov-2015.pdf","","Is a part of the Corhampton group of maps  Best Map is shown on page 10 of the appraisal document. ",,,,WIN_369_CA_12_New
WIN_369_CA_13,"Hambledon",,"https://www.winchester.gov.uk/assets/attach/36810/00-Hambledon-Combined-.pdf","","  Best Map is shown on page 57 of the appraisal document. ",,,,WIN_369_CA_13_New
WIN_369_CA_14,"Hunton",,"https://www.winchester.gov.uk/assets/attach/21695/Hunton-Conservation-Area-Technical-Assessment-Nov-2001.pdf","","  Best Map is shown on page 5 of the appraisal document. ",,,,44006845.0
WIN_369_CA_15,"Hursley",,"https://www.winchester.gov.uk/assets/attach/21696/Hursley-Conservation-Area-Technical-Assessment-April-1997.pdf","","  Best Map is shown on page 5 of the appraisal document. ",,,,44006813.0
WIN_369_CA_16,"Itchen Stoke",,"https://www.winchester.gov.uk/assets/attach/21697/Itchen-Stoke-Conservation-Area-Technical-Assessment-June-1997.pdf","","  Best Map is shown on page 6 of the appraisal document. ",,,,WIN_369_CA_16_New
WIN_369_CA_17,"Kings Worthy",,"https://www.winchester.gov.uk/assets/attach/21698/Kings-Worthy-Conservation-Area-Technical-Assessment-August-1997.pdf","","  Best Map is shown on page 5 of the appraisal document. ",,,,44006835.0
WIN_369_CA_18,"Littleton",,"https://www.winchester.gov.uk/assets/attach/21699/Littleton-Conservation-Area-Technical-Assessment-1986.pdf","","  Best Map is shown on page 3 of the appraisal document. ",,,,44006846.0
WIN_369_CA_19,"Martyr Worthy",,"https://www.winchester.gov.uk/assets/attach/21700/Martyr-Worthy-Conservation-Area-Technical-Assessment-August-1997.pdf","","  Best Map is shown on page 5 of the appraisal document. ",,,,WIN_369_CA_19_New
WIN_369_CA_20,"Micheldever",,"https://www.winchester.gov.uk/assets/attach/21701/Micheldever-Conservation-Area-Technical-Assessment-1972.pdf","","  Best Map is shown on page 3 of the appraisal document. ",,,,44006847.0
WIN_369_CA_21,"New Alresford",,"https://www.winchester.gov.uk/assets/attach/31540/New-Alresford-Conservation-AreaTechnical-Assessment-Pt1.pdf","","Multipart appraisal  Extra documents are available.  Best Map is shown on page 6 of the appraisal document. ",,,,44006841.0
WIN_369_CA_22,"Ovington",,"https://www.winchester.gov.uk/assets/attach/21702/Ovington-Conservation-Area-Technical-Assessment-June-1997.pdf","","  Best Map is shown on page 17 of the appraisal document. ",,,,WIN_369_CA_22_New
WIN_369_CA_23,"Preshaw",,"https://www.winchester.gov.uk/assets/attach/21703/Preshaw-Conservation-Area-Technical-Assessment-Oct-2001.pdf","","  Best Map is shown on page 5 of the appraisal document. ",,,,WIN_369_CA_23_New
WIN_369_CA_24,"Shedfield",,"https://www.winchester.gov.uk/assets/attach/21704/Shedfield-Conservation-Area-Technical-Assessment-Feb-1998.pdf","","  Best Map is shown on page 5 of the appraisal document. ",,,,44006828.0
WIN_369_CA_25,"Southwick",,"https://www.winchester.gov.uk/assets/attach/21705/Southwick-Conservation-Area-Technical-Assessment-Feb-1970-.pdf","","  Best Map is shown on page 3 of the appraisal document. ",,,,44006829.0
WIN_369_CA_26,"Sparsholt",,"https://www.winchester.gov.uk/assets/attach/36811/00-Sparsholt-Combined-.pdf","","  Best Map is shown on page 56 of the appraisal document. ",,,,44006818.0
WIN_369_CA_27,"Stoke Charity",,"https://www.winchester.gov.uk/assets/attach/21707/Stoke-Charity-Conservation-Technical-Assessment-1984.pdf","","  Best Map is shown on page 2 of the appraisal document. ",,,,44006823.0
WIN_369_CA_28,"Sutton Scotney",,"https://www.winchester.gov.uk/assets/attach/21708/Sutton-Scotney-Conservation-Area-Technical-Assessment-1985-.pdf","","  Best Map is shown on page 2 of the appraisal document. ",,,,44006830.0
WIN_369_CA_29,"Tichborne",,"https://www.winchester.gov.uk/assets/attach/21709/Tichborne-Conservation-Area-Technical-Assessment-Jan-1999.pdf","","  Best Map is shown on page 5 of the appraisal document. ",,,,WIN_369_CA_29_New
WIN_369_CA_30,"Twyford",,"https://www.winchester.gov.uk/assets/attach/21711/Twyford-Conservation-Area-Technical-Assessment.pdf","","  Best Map is shown on page 2, P3 of the appraisal document. ",,,,WIN_369_CA_30_New
WIN_369_CA_31,"Upham",,"https://www.winchester.gov.uk/assets/attach/21712/Upham-Conservation-Area-Technical-Assessment-Sept-2000.pdf","","  Best Map is shown on page 5 of the appraisal document. ",,,,WIN_369_CA_31_New
WIN_369_CA_32,"West Meon",,"https://www.winchester.gov.uk/assets/attach/21713/West-Meon-Conservation-Area-Technical-Assessment-Feb-2017.pdf","","Is a part of the Corhampton group of maps  Best Map is shown on page 65 of the appraisal document. ",,,,WIN_369_CA_32_New
WIN_369_CA_33,"Wickham",,"https://www.winchester.gov.uk/assets/attach/21715/Wickham-Conservation-Area-Technical-Assessment-Nov-2005.pdf","","  Best Map is shown on page 5 of the appraisal document. ",,,,44006839.0
WIN_369_CA_34,"Winchester",,"https://www.winchester.gov.uk/assets/attach/36809/00.-Winchester-City-CA-Appraisal-Combined.pdf","","  Best Map is shown on page 8 of the appraisal document. ",,,,44006831.0
WIN_369_CA_35,"Wonston",,"https://www.winchester.gov.uk/assets/attach/21716/Wonston-Conservation-Area-Technical-Assessment-1985.pdf","","  Best Map is shown on page 2 of the appraisal document. ",,,,44006836.0
