reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
TES_338_CA_1,"Abbotts Ann",,"https://www.testvalley.gov.uk/assets/attach/2810/abbsannconservationareaFORWEB.pdf","https://www.testvalley.gov.uk/planning-services/heritage/conservationarea","  Extra documents are available. ",,,,44001900.0
TES_338_CA_2,"Ampfield",,"https://www.testvalley.gov.uk/assets/attach/2811/AmpfieldCons.pdf","","  Extra documents are available. ",,,,44002250.0
TES_338_CA_3,"Amport & Monxton",,"https://www.testvalley.gov.uk/assets/attach/2812/amportconservationareaFORWEB.pdf","","  Extra documents are available. ",,,,44002095.0
TES_338_CA_4,"Andover",,"https://www.testvalley.gov.uk/assets/attach/16058/AndoverCAAMP_20July2021.pdf","","  Extra documents are available. ",,,,44001828.0
TES_338_CA_5,"Appleshaw",,"https://www.testvalley.gov.uk/assets/attach/2814/AppleshawCons.pdf","","  Best Map is shown on page 16 of the appraisal document. ",,,,44002021.0
TES_338_CA_6,"Barton Stacey",,"https://www.testvalley.gov.uk/assets/attach/2815/Barton-Stacey-Character-Appraisal.pdf","","  Best Map is shown on page 33 of the appraisal document. ",,,,44001854.0
TES_338_CA_7,"Braishfield",,"https://www.testvalley.gov.uk/assets/attach/2817/BraishfieldCons.pdf","","  Best Map is shown on page 18 of the appraisal document. ",,,,44002190.0
TES_338_CA_8,"Broughton",,"https://www.testvalley.gov.uk/assets/attach/2818/Broughton-Character-Appraisal.pdf","","  Best Map is shown on page 41 of the appraisal document. ",,,,44002283.0
TES_338_CA_9,"Chilbolton",,"https://www.testvalley.gov.uk/assets/attach/2819/Chilbolton-Character-Appraisal.pdf","","  Best Map is shown on page 37 of the appraisal document. ",,,,44001977.0
TES_338_CA_10,"Chilworth Old Village",,"https://www.testvalley.gov.uk/assets/attach/2820/ChilworthCons.pdf","","  Best Map is shown on page 12 of the appraisal document. ",,,,44002278.0
TES_338_CA_11,"East Cholderton",,"https://www.testvalley.gov.uk/assets/attach/2822/amportconservationareaFORWEB.pdf","","  Extra documents are available. ",,,,TES_338_CA_11_New
TES_338_CA_12,"Fyfield",,"https://www.testvalley.gov.uk/assets/attach/2823/FyfieldCons.pdf","","  Best Map is shown on page 20 of the appraisal document. ",,,,44002230.0
TES_338_CA_13,"Goodworth Clatford",,"https://www.testvalley.gov.uk/assets/attach/2824/The-Clatfords-Character-Appraisal.pdf","","Same document as 44002320  Best Map is shown on page 53 of the appraisal document. ",,,,44002282.0
TES_338_CA_14,"Grateley",,"https://www.testvalley.gov.uk/assets/attach/2825/GrateleyCons.pdf","","  Best Map is shown on page 17 of the appraisal document. ",,,,44001808.0
TES_338_CA_15,"Bossington and Houghton",,"https://www.testvalley.gov.uk/assets/attach/2816/Houghton-and-Bossington.pdf","","  Best Map is shown on page 12 of the appraisal document. ",,,,44002115.0
TES_338_CA_16,"Hurstbourne Tarrant and Ibthorpe",,"https://www.testvalley.gov.uk/assets/attach/2829/Hurstbourne-Tarrant-and-Ibthorpe-Character-Appraisal.pdf","","  Best Map is shown on page 53 of the appraisal document. ",,,,44002122.0
TES_338_CA_17,"Kimpton",,"https://www.testvalley.gov.uk/assets/attach/2830/KimpConArea.pdf","","  Extra documents are available. ",,,,44001899.0
